kadasũũd këë,v.         ni: kadas'ũũd kä.,ni: kadas'ũũd kä,,,
kadasũũt,v.         ni: kadas'ũũd.,ni: kadas'ũũd,,,
kadawëës,v.         ni: kadawäts.,ni: kadawäts,,,
kadeej,n.,,,,
kadep'aah,v.         ni: kadapaang.kadetsũũn         ni: kadets'ũũn.,ni: kadapaang,kadetsũũn         ni: kadets'ũũn,,
kadih ri,n. esp.,,,,
kadiib,n.,,,,
kadoo,v.         ni: kado.,ni: kado,,,
kad'oo,v.,,,,
kaët,v.         ni: kaëd.,ni: kaëd,,,
kagëët,v.         ni: kag'ëëd.,ni: kag'ëëd,,,
kagooh,n.,,,,
kagónh,v.         ni: kagooj.,ni: kagooj,,,
kahãng,v.         ni: kahãã/h.       nag'aad kahãng v.       tëg kahãng v.,ni: kahãã/h,,,
kahããw,n. esp.,,,,
kahabën,v.          ni: kahabë.,ni: kahabë,,,
kahakoot,v.         ni: kahak'ood.         est;hab: kahakot.       hakoot v.,ni: kahak'ood,est;hab: kahakot,,
kahakos,v.         ni: kahakots.,ni: kahakots,,,
kahasung,v.         ni: kahasuu/h.,ni: kahasuu/h,,,
kahas'yyk,v.          ni: kahasyyg.,ni: kahasyyg,,,
kahawẽs,v.         ni: kahawẽts.,ni: kahawẽts,,,
kahawuuk,v.         ni: kahawug.,ni: kahawug,,,
kahẽẽ,v.         ni: kah'ẽẽ,ni: kah'ẽẽ,,,
kahẽẽnh,v.         ni: kahẽẽj.,ni: kahẽẽj,,,
kaheet,v.         ni: kaheed.,ni: kaheed,,,
kahetsi,v.         ni: kahetsii.,ni: kahetsii,,,
kahetsoot,v.         ni: kehets'ood.,ni: kehets'ood,,,
kahëd jëng,v.,,,,
kaho,n. esp.,,,,
kahooh,n. esp.,,,,
kahys,v.         ni: kahyts.,ni: kahyts,,,
kah'ỹỹt,v.         ni: kahỹỹd.,ni: kahỹỹd,,,
kajaa,v.         ni: kaja.        kanaja wäd v.,ni: kaja,,,
kajaanh,v.         ni: kaj'aaj.,ni: kaj'aaj,,,
kajab'ooh,v.,,,,
kajahar,n.,,,,
kajäk,v_ pl.          ni: kajäg.         sing: adäng.,ni: kajäg,sing: adäng,,
kajakõnh,v.         ni: kajakõõj.,ni: kajakõõj,,,
kajakyyh,v.          ni: kajak'yyng.,ni: kajak'yyng,,,
kajamaah,n.,,,,
kajapóh,n.          ni: kajapóng.,ni: kajapóng,,,
kajarẽẽ,n. esp.,,,,
kajasuu,v.          ni: kajasu.         p: kajas'uu.,ni: kajasu,p: kajas'uu,,
kajatuk,v.         ni: kajatug.,ni: kajatug,,,
kaja hẽ,adj.,,,,
kajebaanh,v.         ni: kajehaaj.,ni: kajehaaj,,,
kaj'ees,v.         ni: kajets.,ni: kajets,,,
kaj'ẽẽw,n. esp.,,,,
kajehaa,v.         ni: kajeh'aa.       ty jehaa v.,ni: kajeh'aa,,,
kajejyk,v.          ni: kajejyg.,ni: kajejyg,,,
kajero,n. esp.,,,,
kajew'ëën,v.         ni: kajewëën.,ni: kajewëën,,,
kaj'iis,v.         ni: kajiits.,ni: kajiits,,,
kajõõn,v.         ni: kaj'õõn.         hab: kahej'õõn.,ni: kaj'õõn,hab: kahej'õõn,,
kajón,n. esp.,,,,
kaj-pa,n. esp.,,,,
kaj'uuj,n. esp.,,,,
kajuuk,v.         ni: kajug.,ni: kajug,,,
kajuun,v.,,,,
kakaaw,n. esp.,,,,
kaké,n.,,,,
kak'ëëng hõm,v.,,,,
kakog,n. esp.,,,,
kakooh,v.         ni: kak'oong.        est;hab: kakóh.,ni: kak'oong,est;hab: kakóh,,
kakook,v.          ni: kak'oog.         est;hab: kakog.,ni: kak'oog,est;hab: kakog,,
kakoon,v.         est;hab: kakon.,est;hab: kakon,,,
kakoos,n. esp.,,,,
kakoos yb,n.,,,,
kakỹỹw,n op.,,,,
kamaan,n.,,,,
kamab'aar,n. esp.,,,,
Kamab Kur,n.,,,,
kamag,n op.,,,,
kamahãn,v.         est;hab: kamanh'ããn.,est;hab: kamanh'ããn,,,
kamah'eer,n.,,,,
kamaj'ĩĩ,v.          ni: kamejẽ.,ni: kamejẽ,,,
kamaj'ooh,n. esp.,,,,
kamak,n. esp.,,,,
kamako,n.,,,,
kamakys,v.         ni: kamakyts.,ni: kamakyts,,,
kamam,v.,,,,
kamana'uuh,v.         ni: kamanaung.,ni: kamanaung,,,
kamapi,n. esp.,,,,
kamapõõt,v.         ni: kamap'õõd.,ni: kamap'õõd,,,
kamara,n.,,,,
kamarab,n.,,,,
kamarab hi,n. esp.,,,,
kamarõh,n. esp.,,,,
kamarus,n. esp.,,,,
kamasaj,n. esp.,,,,
kamasi,n.,,,,
kamasi riiw,n. esp.,,,,
kamasoo,v.         ni: kamaso.,ni: kamaso,,,
kamas'uunh,v.         ni: kamasuuj.,ni: kamasuuj,,,
kamataraah,n. esp.,,,,
kamatsë,v.         ni: kamatsëë.,ni: kamatsëë,,,
kamawaar,n. esp.,,,,
kamawi,n. esp.,,,,
kamawiir,n. esp.,,,,
kamawõt,v.         ni: kamawõd.         hab: kamahewõt.,ni: kamawõd,hab: kamahewõt,,
kame'aanh,v.         ni: kameaaj.,ni: kameaaj,,,
kameg'ããs,v.         ni: kamegãã.,ni: kamegãã,,,
kameh'ããk,v.         ni: kamehããg.,ni: kamehããg,,,
kamejóh,v.,,,,
kameoot,v.         ni: kameód.,ni: kameód,,,
kametyy,v.         ni: kamety.,ni: kamety,,,
kamuuh,n. esp.,,,,
kamuuk,v.         ni: kam'uug.         hab: kahemok.,ni: kam'uug,hab: kahemok,,
kän,suf.         ni: kä.,ni: kä,,,
kanang,n. esp.,,,,
kanaa,v.         ni: kana.,ni: kana,,,
kanabeed,n. esp.,,,,
kanabéd,n.,,,,
kanabuut tyd,n. esp.,,,,
kanad,n.,,,,
kanahën v/,adv.,,,,
kanahõ,v.         ni: kanah,ni: kanah,,,
kanaja wäd,v.,,,,
kanajëëj,n.,,,,
kanamuud,n. esp.,,,,
kananuur,n. esp.,,,,
kanap'eed,n.,,,,
kanapëë wät,v.,,,,
kanapiih,n.,,,,
kanapũũn,v.         hab: kanahepõn.       kabanapũũn sëëk,hab: kanahepõn,,,
kanarahooh,n. esp.,,,,
kanarẽẽh,adv.,,,,
kanari,n.,,,,
kanarino tyd,n. esp.,,,,
kanatëë,n.,,,,
kanatib na,n. esp.,,,,
kanato,n. esp.,,,,
kanaw'aa,v.         ni: kanawaa.,ni: kanawaa,,,
kanaỹỹs,n. esp.,,,,
kanang ỹỹw,n. esp.,,,,
kane,n. esp.,,,,
kaneké,v.         ni: kanrkee.,ni: kanrkee,,,
kanet'ëëg ub,n.,,,,
kanuud,n. esp.,,,,
kaõõnh,v.         ni: kaõõj.        hab: kahe'õõnh.,ni: kaõõj,hab: kahe'õõnh,,
kaój byyh,n. esp.,,,,
kapahẽẽh,v.         ni: kapahẽ.       byy kapahẽ hõm v.,ni: kapahẽ,,,
kapatson,n.,,,,
kapeer,n. esp.,,,,
kapé kapé,n. esp.,,,,
kapiwooh,n. esp.,,,,
kapõn,v.          ni: kapõn.         hab: kahep'õõn.,ni: kapõn,hab: kahep'õõn,,
kapoonh,n. esp.,,,,
kapooh,v.         ni: kapoh.       apób n.,ni: kapoh,,,
kapõõs,v.         ni: kap'õõj.,ni: kap'õõj,,,
kapuuh,v.         p: kepuuh.         ni: kapuh.,p: kepuuh,ni: kapuh,,
kapỹỹj,n.,,,,
karaak,n.,,,,
karaar,n. esp.,,,,
karaba,n.,,,,
karabéts b'eets,n. esp.,,,,
karabon,n. esp.,,,,
karabów,n. esp.,,,,
karahëë,n.,,,,
karah'ëëts,n. esp.,,,,
karahi,n.,,,,
karahon,n. esp.,,,,
karahon booj,n.,,,,
karahoo t'ëëh,n. esp.,,,,
karahyyj yb,n. esp.,,,,
karahyyr,n.,,,,
karaj'aa,n.,,,,
karajan,v.         p: karej'aan.,p: karej'aan,,,
karajuu,n. esp.,,,,
karak,v.         ni: karag.       kabarak v.         nu karak v.        ty kajarak v.,ni: karag,,,
karakõj,n. esp.,,,,
karäm,v.,,,,
karäp,v.         ni: karëëb jëng.         p: kerëb pëë.,ni: karëëb jëng,p: kerëb pëë,,
karapa,n op.,,,,
karap'aar,n.,,,,
karapee,n.         p: karepé.,p: karepé,,,
karapee habëëh,n.,,,,
karapee jakoo,n. esp.,,,,
karap'iir,n.,,,,
karapug,n. esp.,,,,
kararaah,v.,,,,
kararëëh,v.         ni: kararë.,ni: kararë,,,
karasee,n.         p: karese.,p: karese,,,
karasid,n.,,,,
karasyd,n. esp.,,,,
karas tyd,n. esp.,,,,
karatẽd tẽd,n. esp.,,,,
karatu,n. esp.,,,,
karawa,n. esp.,,,,
karawraa,n.,,,,
karawaa g'aad,n. esp.,,,,
karawëën,n. esp.,,,,
karawëët,n. esp.,,,,
karawig w'iig,n. esp.,,,,
karehãng,v.         ni: karehãã/h.       ty karehãng v.,ni: karehãã/h,,,
karejãã,v.         ni: karajã.,ni: karajã,,,
karẽn,v.         p: kerẽn.         est;hab: kar'ẽẽn.,p: kerẽn,est;hab: kar'ẽẽn,,
karepé,n_p.         s: karapee.,s: karapee,,,
kareso,n. esp.,,,,
karéb,n. esp.,,,,
karëk,v.         ni: karëg.,ni: karëg,,,
karëm,v.         p: kerëm.,p: kerëm,,,
karip,v.         ni: karib.,ni: karib,,,
kariw n'aa,n.,,,,
karõnh,v.         ni: karõõj.         hab: kaher'õõnh.,ni: karõõj,hab: kaher'õõnh,,
karoh,n. esp.,,,,
karõh,n. esp.,,,,
karõh yb,n. esp.,,,,
karom,n.,,,,
karon,n. esp.,,,,
karoo,n. esp.,,,,
karo myym säm,n. esp.,,,,
karóts,n. esp.,,,,
kas'aag,n.,,,,
kasabid,n. esp.,,,,
kasamuu,v.         ni: kasamo.,ni: kasamo,,,
kasä̃n,n.          est;hab: kas'ỹỹn.,est;hab: kas'ỹỹn,,,
kasapaa,v.          ni: kasapa.,ni: kasapa,,,
kasapook,v.         ni: kasapóg.,ni: kasapóg,,,
kasarõõ,v.         ni. kasarõ.,,,,
kasawõõp,v.         ni: kas aw'OOb. 1,ni: kas aw'OOb,,,
kasee,v.         ni: kas'ee.         est;hab: kasé.,ni: kas'ee,est;hab: kasé,,
kas'ẽẽd hõm,v.,,,,
kasẽẽt,v.         ni: kas'ẽ,ni: kas'ẽ,,,
kasejỹỹk,v.         ni: kasejä̃g.,ni: kasejä̃g,,,
kaser n'aa,n.,,,,
kasëm,v.,,,,
kasooh,v.         ni: kas'oo/h.,ni: kas'oo/h,,,
kasuk,v.         ni: kasug.         p: kesuk.       wii kasuk v.,ni: kasug,p: kesuk,,
kasuu,n. esp.,,,,
kasũũm,n. esp.,,,,
kas'uut,v.         ni: kasuud.,ni: kasuud,,,
kataa,v.         ni: kata.,ni: kata,,,
katajod,n. esp.,,,,
katakyyk,v.         ni: katakyg.,ni: katakyg,,,
katarik,v.,,,,
kataro,n. esp.,,,,
katataat,v.          ni: katatad.,ni: katatad,,,
katawet,n.,,,,
katayy,v.         ni: katay.,ni: katay,,,
katehõk,v.,,,,
katep'ẽẽk,v.         ni: katepẽẽg.,ni: katepẽẽg,,,
katëng,v.         ni: katëh.         p: katëk.,ni: katëh,p: katëk,,
katëë,v.          ni: kat'ëë.,ni: kat'ëë,,,
kati riw,n. esp.,,,,
katooh,v.         ni: katóh.,ni: katóh,,,
katuuh,v.         ni: kat'uung.,ni: kat'uung,,,
katsaa,v.,,,,
kaur,n. esp.,,,,
kawa,n.          ni: kawaa.,ni: kawaa,,,
kawaa,n. esp.,,,,
kawaad,n. esp.,,,,
kawããn,n. esp.,,,,
kawaar,n. esp.,,,,
kawaar hããb,n.,,,,
kawaar mak,n.,,,,
kawaar tyd,n. esp.,,,,
kawaa jëng,v.,,,,
kawad,n. esp.,,,,
kawad puuw,n.,,,,
kawahã këë,adv.,,,,
kawahed,n. esp.,,,,
kawaheer,n.,,,,
kawah'ëëk,v.         ni: kawahëëg.,ni: kawahëëg,,,
kawäj,n.,,,,
kawajããn,v.         ni: kawaj'ããn         p: kawaj'ããn.,ni: kawaj'ããn         p: kawaj'ããn,,,
kawajad,n.,,,,
kawajad hos,n.,,,,
kawaju,n.,,,,
kawanap,n. esp.,,,,
kawan t'ääh,n. es p. de larva (da palmeira).,,,,
kawan t'ëëh,n. esp.,,,,
kawaraar,n. esp.,,,,
kawareeh,v.          ni: kawar'eeh.       nu kawar'eeh v.,ni: kawar'eeh,,,
kawareem,v.         p: kawereem.,p: kawereem,,,
kawarii,n. esp.,,,,
kawatäng,n. esp.,,,,
kawatuu,v.         ni: kawatu.,ni: kawatu,,,
kawatuuk,v.         ni: kawatuug.,ni: kawatuug,,,
kawatu këë,v.,,,,
kawa baah,n. esp.,,,,
kawa sari,n. esp.,,,,
kawed,n. esp.,,,,
kaween,v.,,,,
kawen,n. esp.,,,,
kawepeer,n.,,,,
kawew'aam,v.         ni: kawewaaw.       kawewaw yb n.,ni: kawewaaw,,,
kaw'ëëg,n.,,,,
kawis,n.,,,,
kawom,n.,,,,
kawoo,v.         ni: kaw'oo.,ni: kaw'oo,,,
kawooh,v.         ni: kaw'oong.         est;hab: kawóh.,ni: kaw'oong,est;hab: kawóh,,
kawook,v.          ni: kawóg.,ni: kawóg,,,
kawoom,v.          ni: kawoow.,ni: kawoow,,,
kawõõt,v.         ni: kaw'õõd.         caus;est: kahewõt.        nu kawõõt v.,ni: kaw'õõd,caus;est: kahewõt,,
kawóg hõm/jëng,v.,,,,
kawuuk,v.         ni: kawuug.,ni: kawuug,,,
kawyyh,v.         ni: kaw'yyng.,ni: kaw'yyng,,,
kawyym,v.         ni: kawyyw.,ni: kawyyw,,,
kebiin,v.        ji kebiin doo tób n'aa n.,,,,
kegës,v.         ni: kegëëj.,ni: kegëëj,,,
keheet,v.         ni: keh'eed.,ni: keh'eed,,,
kehoop,v.,,,,
ken'aak,v.         ni: kenaag.,ni: kenaag,,,
ken'ooh,v.         ni: kenooh.,ni: kenooh,,,
kes'ĩĩh doo,n.,,,,
ketyn,v.,,,,
korããj,n.,,,,
kóm,n.,,,,
kuja,n. esp.,,,,
kuja mayyn,n. esp.,,,,
kuman,n.,,,,
kuruj du,n. esp.,,,,
kus,onom.,,,,
kyyh,n.,,,,
k'yy gadóm doo,n.,,,,
k'yy gahũũn,n.,,,,
k'yy gegës,v.         ni: k'yy gegëëj.,ni: k'yy gegëëj,,,
k'yy gesĩĩn,v.,,,,
ky däng,v.,,,,
ky daheeh,v.         ni: ky dahé.,ni: ky dahé,,,
ky ehũũm,v.,,,,
ky enyym,v.,,,,
ky gawatsik,v.,,,,
ky gedak,v.         ni: ky gedag.,ni: ky gedag,,,
ky ge'ỹỹm,v.         ni: ky geä̃m.,ni: ky geä̃m,,,
ky hããnh,v.         ni: ky hããj.,ni: ky hããj,,,
ky hadoo,v.         ni: ky hado.,ni: ky hado,,,
ky hed'ëëk,v.         ni: ky hedëëg.         p: ky hedëg.,ni: ky hedëëg,p: ky hedëg,,
ky hõm,v.,,,,
ky jawëën,v.,,,,
ky jesyk,v.         ni: ky jesyg.,ni: ky jesyg,,,
ky kahah'ũũnh,v.         ni: ky kahahõj.ky kah'ũũm v        ni: ky kahũũm.,ni: ky kahahõj,ky kah'ũũm v        ni: ky kahũũm,,
ky kak'ëë,v.         ni: ky kakä.,ni: ky kakä,,,
ky kamep'ëëh,v. ni: ky kamepä/h.,ni: ky kamepä/h,,,
ky katapaa,n.,,,,
ky kedak,v.         ni: ky kedag.,ni: ky kedag,,,
ky ken'yym,v.         ni: ky kenäw.,ni: ky kenäw,,,
ky kew'oonh,v.          ni: ky kewooj.,ni: ky kewooj,,,
ky n'aa,n op.,,,,
ky n'aa ej'ees,v.         ni: ky n'aa ejeej.,ni: ky n'aa ejeej,,,
ky n'aa enooh doo,n.,,,,
ky n'aa gadejoom,v.         ni: ky n'aa gadejoow.,ni: ky n'aa gadejoow,,,
ky n'aa gebah,v.         ni: ky n'aa gebaa.,ni: ky n'aa gebaa,,,
ky n'aa kaher'oot,v.         ni: ky n'aa kaher'ood.,ni: ky n'aa kaher'ood,,,
ky n'aa rejãã,v.         ni: ky n'aa rejã.,ni: ky n'aa rejã,,,
ky n'aa tapaa,v.         ni: ky n'aa tapa.,ni: ky n'aa tapa,,,
ky nadahéh,n.         ni: ky nesaa.,ni: ky nesaa,,,
ky sëm,v.         ni: ky sëëw.         p: ky s'ëëm.,ni: ky sëëw,p: ky s'ëëm,,
ky sũũt,v.         ni: ky s'ũũd.,ni: ky s'ũũd,,,
ky waj'aa däk,v.         M,,,,
ma,n op.,,,,
mä,n. esp.,,,,
maag,n.,,,,
maaj,n. esp.,,,,
maat,n. esp.,,,,
maa badoh,v.,,,,
maa badoo wät,v.,,,,
maa daka,n.,,,,
maa emäs,v.         ni: maa emäts.,ni: maa emäts,,,
maa ena,v.         ni: maa enaa.,ni: maa enaa,,,
maa enyym,v.         ni: maa enyyw.,ni: maa enyyw,,,
maa gapateen,v.,,,,
maa kajaa,v.         ni: maa kaja.,ni: maa kaja,,,
maa kametëëk,v.         ni: maa kamet'ëëg.,ni: maa kamet'ëëg,,,
maa kerét,v.         ni: maa keréd.        p: ma ker'eet.,ni: maa keréd,p: ma ker'eet,,
maa napäh,v.         ni: maa napëë/h.,ni: maa napëë/h,,,
maa newëë,v.         ni: maa newë.,ni: maa newë,,,
maa saju,n. esp.,,,,
maa wah'ëp,adj.,,,,
maba,n op.,,,,
mabaanh,v.,,,,
mab'aanh,v.         ni: mabaj.,ni: mabaj,,,
mabaah,n.,,,,
mabaah bëëh,n.,,,,
mabaah j'aa,n.,,,,
mabaan,v.         p: meban.       h'yyb mabaan v.,p: meban,,,
mabaj,n.,,,,
mabëng,n.,,,,
mabëëh,v.,,,,
maboo,n. esp.,,,,
mabooh,n. esp.,,,,
maboor,n op.,,,,
maboor madaham,v.,,,,
maboor mahék,v.         ni: maboor mahég.,ni: maboor mahég,,,
maboor mesõng,v.,,,,
mabuuj,n op.,,,,
mab hẽ,adv. op.,,,,
mäd,n.,,,,
mad'aak,v.        ni: madaag.,ni: madaag,,,
madabim,v.         ni: madabiiw.,ni: madabiiw,,,
madahyt,v.,,,,
madarong,v.         ni: madaroo.,ni: madaroo,,,
madawäts,v imp.,,,,
madoh ro,n. esp.,,,,
maduud,n.,,,,
madyyk,n. esp.,,,,
madyyk tëëg,n.,,,,
maëts,n op.,,,,
maëts ets'ëëk,v.,,,,
maëts meew,n.,,,,
magäs,n.,,,,
magäs hood,n.,,,,
magyys hẽ,adv.,,,,
mäh,par.,,,,
mahang,adv.,,,,
mahä̃nh,adv.,,,,
mahãk,v.         ni: mahãg.,ni: mahãg,,,
mahauk,v.        poo mahauk n.,,,,
Mahegãã kadii dah,intj.,,,,
maher'oot,v.         ni: maher'ood.,ni: maher'ood,,,
mahën,n.,,,,
mahõk,v.         ni: mahõg.         est;hab: mah'õõk.,ni: mahõg,est;hab: mah'õõk,,
mahub,n op.,,,,
mahuuh,v.         ni: mah'uu/h.,ni: mah'uu/h,,,
mahũũm,n. esp.,,,,
mahũũr,n.,,,,
mahỹỹnh,v.         ni: mahỹỹj.,ni: mahỹỹj,,,
mahyyb,"v.	ni: mahyh.",ni: mahyh,,,
mahỹỹj,n.,,,,
majakég,n.,,,,
maja karo,n. esp.,,,,
maja tawãn,n. esp.,,,,
maj'eeh,n. esp.,,,,
majëëh,v.         ni: majëh.,ni: majëh,,,
majëëm n'aa,n op.,,,,
majĩĩ,n.         1s poss: majẽ ỹỹ.,1s poss: majẽ ỹỹ,,,
ma-jo-jor,n. esp.,,,,
majoor,n.,,,,
majorããn,n.,,,,
maju,n. esp.,,,,
majym,v.,,,,
majyyw,n.,,,,
makakã,n. esp.,,,,
makakiig,n. esp.,,,,
makũũh,n.,,,,
makuur,n. esp.,,,,
makyyn,n. esp.,,,,
mame,n op.,,,,
mamets,n op.,,,,
mamon,v.        hab: mahem'oon .,hab: mahem'oon,,,
mamuun,v.         hab: mahemon.,hab: mahemon,,,
manaa,v.         ni: mana.,ni: mana,,,
Manaaw,n.,,,,
manabi,v.,,,,
manad'ëëd,v.,,,,
manaëënh,v.         ni: manaëëj.,ni: manaëëj,,,
manäh imperativo,negativo.,,,,
manajuu,n. esp.,,,,
mananaaw,n.,,,,
manapëë wät,v.,,,,
manayyn,n. esp.,,,,
mana réh,n. esp.,,,,
mane,n. esp.,,,,
manee,n. esp.,,,,
maneed,n.,,,,
maneig,n.,,,,
maneõõj,v.,,,,
manepëëh,v.         ni: manepëë.,ni: manepëë,,,
manes'uunh,v.         ni: manesuuj.,ni: manesuuj,,,
mane hadoo péh,n. esp.,,,,
Man'uuts,n.,,,,
mapaad,n. esp.,,,,
mapaah,n. esp.,,,,
mapah,n.,,,,
mapäh,v.,,,,
mapara,n.,,,,
mapooh,n op.,,,,
mapõõt,v.         ni: map'õõd.         hab: mahepõt.,ni: map'õõd,hab: mahepõt,,
mapoow bóg wehó,v.,,,,
mapoo bóg,n.,,,,
mapoo oow,n.,,,,
mapoo s'ẽẽ,n.,,,,
mapoo t'aah gad'ooh,n op.,,,,
maraa,n. esp.,,,,
mar'ããs ma,n.,,,,
marahud,n.         p: marahuur.,p: marahuur,,,
marajo,n.,,,,
marakaaw,n. esp.,,,,
marakaka,n. esp.,,,,
marakate,n.,,,,
maras,v.         ni: marats.,ni: marats,,,
madä̃s,onom.,,,,
marats yb,n. esp.,,,,
Marawas,n.,,,,
mara taró,n. esp.,,,,
mar'ees,n. esp.,,,,
maré daw,n. esp.,,,,
maré hos,n. esp.,,,,
maré maré,n.,,,,
mariij,n.,,,,
maris,v.        ni: marits.,ni: marits,,,
maro,n. esp.,,,,
maruuh,n.,,,,
maruus,n.,,,,
mas,n.,,,,
mäs,n.,,,,
masa,v.         ni: masaa.,ni: masaa,,,
ma-sa,n. esp.,,,,
mas'ããh,n.         p: masããh.,p: masããh,,,
masaaj,n. esp.,,,,
masabé,v.         ni: masabee.         p: masab'ee.,ni: masabee,p: masab'ee,,
masadung,v.,,,,
masäk,v.,,,,
masapeep,v.         ni: masap'eeb.,ni: masap'eeb,,,
masẽnh,v.,,,,
maseer,n.,,,,
masesuus,v.         ni: masesuts.,ni: masesuts,,,
masëk,n.,,,,
masoo,v.         ni: maso.       moo masoo v.,ni: maso,,,
masook,n.,,,,
masóp,v.         ni: masób.,ni: masób,,,
masunh,v.         ni: masuuj.         p: mas'uunh.,ni: masuuj,p: mas'uunh,,
masuuj,n.,,,,
masuuj g'aad,n. esp.,,,,
masyyh,n. esp.,,,,
mäs papo poow,n.,,,,
mataat,n. esp.,,,,
matëëh,v.         ni: metëh.,ni: metëh,,,
mat'ĩĩh,n.,,,,
mato katé,n. esp.,,,,
matud,n. esp.,,,,
matug,n. esp.,,,,
matym,n.,,,,
matym noo tsawããj däk,v.         ni: matym noo tsawããj däg.,ni: matym noo tsawããj däg,,,
matsehỹỹk,v.         ni: matsehä̃g.,ni: matsehä̃g,,,
matsing,v.         ni: matsii/h.,ni: matsii/h,,,
matsós,n..,,,,
matsỹỹnh,n.,,,,
mawä̃nh,v.,,,,
Mawaaw Pé,n.,,,,
mawahããp,v.         ni: mawah'ããb.       warahããp v.         ni: warah'ããb.,ni: mawah'ããb,ni: warah'ããb,,
mawakud,n.,,,,
mawaw kó,n. esp.,,,,
maw'ooh,n.,,,,
mawyd,n op.,,,,
mawyd n'aa,n op.,,,,
mawyyt,v.         ni: maw'yyd.,ni: maw'yyd,,,
mayb,n op.,,,,
mayyn,n op.        kuja mayyn n. esp.,,,,
ma datu,v.         ni: ma datuu.,ni: ma datuu,,,
ma ehõ,v.        ni: ma ehũũ.        p: ma eh'ũũ.,ni: ma ehũũ,p: ma eh'ũũ,,
ma hamä̃,onom.,,,,
ma jejëën,v.,,,,
ma kahé bäh,n.,,,,
ma kametëëk doo,n.         p: kamet'ëëk doo.,p: kamet'ëëk doo,,,
ma matëg,n.,,,,
ma metëëk,v.         ni: ma met'ëëg.       moo metëëk v.,ni: ma met'ëëg,,,
ma niis,v.         ni: ma n'iits.,ni: ma n'iits,,,
ma nyy,n op.,,,,
ma raheeh,n.         ni: ma rahé.,ni: ma rahé,,,
ma rod n'aa,n.,,,,
ma sug,n.,,,,
ma tapem,v.         ni: ma tapeew.,ni: ma tapeew,,,
me,posp.,,,,
mebanh,v.         ni: mebaaj.,ni: mebaaj,,,
meboon,v.         est;hab: mebón.,est;hab: mebón,,,
mebuunh,v.         ni: mebuuj.,ni: mebuuj,,,
meb'yyh,v.          ni: meby.,ni: meby,,,
medoon,v.,,,,
meduuk,v.         ni: medug.,ni: medug,,,
megãs,v.,,,,
mehëm,v.         ni: mehëëw.,ni: mehëëw,,,
mehëm doo,n.,,,,
mejẽẽnh,v.         ni: mej'ẽẽj.,ni: mej'ẽẽj,,,
mejẽh,v.         ni: mejẽng.,ni: mejẽng,,,
mejook,v.         ni: mejog.         hab: mehej'ook.,ni: mejog,hab: mehej'ook,,
mejung,v.         ni: mejuu.,ni: mejuu,,,
mejũũ,v.         ni: mejõ.,ni: mejõ,,,
mekuunh,v.         ni: mekuuj.       gamakuj n'aa n op.,ni: mekuuj,,,
men,n op.,,,,
meõõnh,v.         ni: meõõj.         ni: mahe'õõnh.[LE29],ni: meõõj,ni: mahe'õõnh,,
mepaa,v.         ni: mep'aa.,ni: mep'aa,,,
mepäh,v.,,,,
mera,v.          ni: meraa.       nabuuj gamera v.        ty gamera v.,ni: meraa,,,
metee,v.         ni: met'ee.,ni: met'ee,,,
metëëh,v.         ni: metëh.       riih kametëëh v.,ni: metëh,,,
metug jëng,v.         ni: metug jëëh.,ni: metug jëëh,,,
metyy,v.         ni: mety.,ni: mety,,,
metsëëh,v.         ni: metsä.,ni: metsä,,,
mets'ëëk,v.         ni: metsëëg.,ni: metsëëg,,,
meuunh,v.         ni: meuuj.,ni: meuuj,,,
me'uuh,v.         ni: meuung.,ni: meuung,,,
mew'õõh,v.         ni: mewõh.,ni: mewõh,,,
mog,n. esp.,,,,
mokoko,n. esp.,,,,
mokur,n. esp.,,,,
mooh,n op.         1s poss: moh ỹỹ.,1s poss: moh ỹỹ,,,
moo barabus,v.         ni: moo barabuts.,ni: moo barabuts,,,
moo bok,v_p.         ni_nh: moo bong.         s: moo wät.,ni_nh: moo bong,s: moo wät,,
moo däng,v.         ni: moo dëë.,ni: moo dëë,,,
moo dadäk,v.         ni: moo dadäg.,ni: moo dadäg,,,
moo dapak,v.         ni: moo dapag.,ni: moo dapag,,,
moo dasäp,v.         ni: moo dasäb.       noo gadasäp n.,ni: moo dasäb,,,
moo ebang,v.         ni: moo ebaa/h.,ni: moo ebaa/h,,,
moo gabëëh,v.         ni: moo gabë.,ni: moo gabë,,,
moo gadäk,v.         ni: moo gadäg.,ni: moo gadäg,,,
moo gadów däk,v.,,,,
moo gahäng,v.         ni: moo gahëë.,ni: moo gahëë,,,
moo gahet,v.         ni: moo gahed.,ni: moo gahed,,,
moo gahoot,v.         ni: moo gah'ood.,ni: moo gah'ood,,,
moo gajyp,v.         ni: moo gajyb.,ni: moo gajyb,,,
moo ganaa,v.         ni: moo gana.,ni: moo gana,,,
moo ganedag,n.,,,,
moo garaharo,v.         ni: moo garaharoo.,ni: moo garaharoo,,,
moo gasapä,v.         ni: moo gasapëë.         p: moo gasepä.,ni: moo gasapëë,p: moo gasepä,,
moo gawaroor,n.,,,,
moo gawatsik,v.         ni: moo gawatsig.,ni: moo gawatsig,,,
moo gedak,v.         ni: moo gedag.,ni: moo gedag,,,
moo gehããnh,n.          ni: moo geh'ããj.,ni: moo geh'ããj,,,
moo gejoonh,v.         ni: moo gejooj.,ni: moo gejooj,,,
