sense_id,pos,gloss,def,reverse,note
315b8253-768b-4e27-958a-67d3a274e4ce,Noun,{'en': 'espécie de cobra'},,,
cb6e0add-0958-4286-a975-1f7436e47ba6,v,{'pt': 'derrubar'},{'pt': 'derrubar árvores; fazer roça'},,
f4a48a32-b937-40f5-bc30-b63c9b147668,Noun,{'en': 'fogo'},,,
2cf0af13-a581-44af-8efa-53491821bdcb,Verb,{'en': 'tocar flauta; forma marcada'},,,
4f28851e-1c45-48d6-a628-c0f98b840ed6,v,{'pt': '?'},{'pt': '?'},,
c885426e-5fbe-48a4-8b7b-731f2c04eccc,Noun,"{'en': 'large.drum', 'pt': 'tambor.grande'}","{'en': 'drum (large signal)', 'pt': 'tambor grande'}",,
4dfc33d6-18cb-42d0-ac07-83fa43d80266,,"{'en': 'eye', 'pt': 'olho'}","{'en': 'eye', 'pt': 'olho'}",,"('(ji) matym', 'grammar')"
342e53f6-409d-440d-a08f-0915cce2e678,n,{'pt': 'pimenta'},{'pt': 'pimenta'},,
73d6af73-d8d9-4e0f-a1a3-57898a23cf41,n,{'pt': 'abiu'},{'pt': 'esp. de árvore/fruta (abiu)'},,
476c7bd5-b1bc-48c0-9d80-a0878f5be183,Noun,{'en': 'caibro'},,,
9a719628-d2e0-4766-a5a5-4f76a9aec468,Verb,{'en': 'want'},,,
1437ba31-e115-4332-a0f1-841dd59837a6,Verb,{'pt': 'benzer'},{'pt': 'benzer'},,
17ffc5b1-8803-4b0c-be28-8aa42432cfcd,?,{'pt': '?'},{'pt': '?'},,
7dcc9d37-24d1-443d-baa0-f0e869a73880,Noun,"{'en': 'vine', 'pt': 'cipó'}","{'en': 'vine', 'pt': 'cipó'}","[('vine', 'en'), ('cipó', 'pt')]",
0f54e79a-55e6-42a4-8d23-a909fd2bb52f,v,{'pt': 'encontrar'},{'pt': 'encontrar'},,
67c332e6-9e7c-4da6-a3cd-36feba618322,Noun,{'en': 'distância'},,,
097cba48-5a3b-43b6-9b56-37d8060efb00,Verb,"{'en': 'squeeze', 'pt': 'espremer'}","{'en': 'squeeze', 'pt': 'espremer'}",,
ea81e9aa-29dc-424f-8f46-b004cb0d4c84,v?,{'pt': '?'},{'pt': '?'},,
cbfe62a9-8104-4198-b7b9-17425b60f145,,,,,
13d917cc-9f14-4a79-962c-832df62443ac,Noun,"{'en': 'achiote; Bixa orellana', 'pt': 'urucum; Bixa orellana'}","{'en': 'achiote', 'pt': 'urucum'}","[('urucum', 'pt'), ('achiote', 'en')]",
8ae5181b-cda7-4e3c-baa8-8ae86830291c,Noun,{'en': 'caju'},,,
dab0ecc1-ad16-432a-a1aa-ab00d62e355a,v?,{'pt': '?'},{'pt': '?'},,
50faa7ec-22a0-4275-98da-c42da8f74b49,Noun,"{'en': 'pat.uncle', 'pt': 'tio paterno'}","{'en': 'paternal uncle', 'pt': 'tio paterno'}",,
315b3a73-8f64-4a46-8566-6bc087c13f50,Noun,{'en': 'rato'},,,
bc02741a-4853-4647-b4a2-14fc32e4e4ee,Verb,{'en': 'be.tasty n.i.'},,,
2903878f-fea7-478b-a1bd-4c7c6a4ab183,?,{'pt': '?'},{'pt': '?'},,
bfe4c95c-f8a5-4db7-a93a-f1a616a2a773,Verb,{'en': 'close'},,,
a0b82877-975d-47fe-b149-049903abf80d,Noun,{'en': 'rio Unieuxi'},,,
c073101f-a142-417f-b40a-81133c260729,Adverb,{'en': 'for.no.reason'},,,
7c98f155-0801-4dad-abf7-bb664a054442,Noun,"{'en': 'agouti', 'pt': 'cutia'}","{'en': 'agouti (Black agouti; Black-rumped agouti)', 'pt': 'cutia'}",,
d5c887de-287d-41c6-a53b-81aa31936d71,Noun,{'en': 'pupunha'},,,
7a84a616-3137-4875-b24d-2750ed412c13,n op,"{'en': 'chest', 'pt': 'peito'}",{'pt': 'peito; pensamento; ter vontade'},,
95862617-887e-477c-98ca-9b7502d2a00b,Verb,{'en': 'hurt'},,,
4c2e3938-3cc0-4a5f-a6d3-903040bb7e28,Noun,"{'en': 'spider', 'pt': 'aranha'}","{'en': 'spider', 'pt': 'aranha'}",,
5f507fde-bd33-4af5-8aa5-e18ecae79515,n,{'pt': 'mandioca.massa'},{'pt': 'massa de mandioca'},,
4d198acd-edc7-4a2d-9898-32c571d63b3b,Noun,"{'en': 'shelf', 'pt': 'jirau'}","{'en': 'grid of sticks for smoking meat or placing objects (shelf)', 'pt': 'jirau'}",,
0479caf1-8bfe-4184-b42c-03656a81e03b,Noun,{'en': 'tabaco; fumo'},,,
702b39fe-8ebe-419f-81d3-9e0a5616edbf,Noun,"{'en': 'brown.wooly.monkey', 'pt': 'macaco.barrigudo'}","{'en': 'brown woolly monkey', 'pt': 'macaco barrigudo'}",,
820f1f6f-ab91-45fb-b2aa-b394c9c16188,part?,{'en': 'perm(???)'},,,
40ede637-6942-4ae3-a232-93416da42454,Noun,{'en': 'cotiara'},,,
4ef3d7a0-0610-4c6b-86f6-f2faf6d604f2,v,{'pt': 'enrolar'},{'pt': 'curvar; enrolar; torto dentro'},,
cb603532-ead3-407b-b70e-51063952c623,Noun,{'en': 'marido'},,,
765108c2-d152-430e-90b3-e93481493cb4,n,{'pt': 'timbó.sp'},{'pt': 'esp. de timbó'},,
b11f25bd-8202-4020-8c2c-23ab8d5e5bc8,n,"{'en': 'bird', 'pt': 'passaro'}","{'en': 'bird (generic)', 'pt': 'passaro (generico)'}",,
e241dfab-fdcc-4326-8b88-69c726ec776b,Noun,{'en': 'aracu-branco'},,,
0c4846b7-4573-4682-801a-2970630de455,Pronoun,{'en': 'which?'},,,
eab3df35-21e9-4e76-b8c5-cf5efd2b18a1,Noun,"{'en': 'elecric.eel', 'pt': 'poraquê'}","{'en': 'electric eel', 'pt': 'poraquê'}",,
ca80116d-2820-40c9-9cb0-b8778d1876e1,,"{'en': 'NMRL:3', 'pt': 'NMRL:3'}","{'en': 'three', 'pt': 'tres'}",,
2dc97e07-7a50-4b60-9c45-06506daa7bbc,Noun,"{'en': 'roof.thatch.palm', 'pt': 'caraná'}","{'en': 'palm for roof thatch', 'pt': 'caraná'}",,
a955cc38-8e49-4f30-b38f-938eed9ecacc,Noun,"{'en': 'mat.aunt', 'pt': 'tia materna'}","{'en': 'maternal aunt', 'pt': 'tia materna'}",,
54f1c665-1b46-4363-9617-61dcfd708da1,n,{'pt': 'camundongo'},{'pt': 'camundongo'},,
6d44c7c4-3bcc-4f96-843a-22907d1b941d,n,"{'en': 'ucuqui', 'pt': 'ucuqui'}","{'en': 'ucuqui', 'pt': 'ucuqui'}","[('ucuqui', 'en'), ('ucuqui', 'pt')]",
477e6ffe-d8c1-4195-ae84-7a5d6279e634,Verb,"{'en': 'be.alive', 'pt': 'estar.vivo'}","{'en': 'be alive', 'pt': 'estar vivo'}",,
8477b726-76d0-4630-9a39-a67f1840cdb1,Noun,"{'en': 'duck', 'pt': 'pato'}","{'en': 'duck', 'pt': 'pato'}",,
01b184a8-ee9b-4f84-85b6-ae1dcafd9c1f,v,{'pt': 'estar.com.prisa'},{'pt': 'estar com prisa'},,
893e8de4-9a30-4b6f-ac35-447491dd3cf8,n op,{'pt': 'lado'},{'pt': 'lado'},,
03e6f82a-7611-4839-bd55-ca2a21c0f20b,?,{'en': 'bem assado'},,,
f354e744-876b-4083-b01e-60028d0f77dc,Noun,"{'en': 'hallucinogenic.snuff', 'pt': 'paricá'}","{'en': 'hallucinogenic snuff', 'pt': 'paricá; yopo'}",,
0ef79b2f-85ed-4b7f-b5e4-d5b549e3111d,Noun,"{'en': 'rubber.tree', 'pt': 'seringueira'}","{'en': 'rubber tree', 'pt': 'seringueira'}","[('rubber tree', 'en'), ('seringueira', 'pt')]",
ee444718-1be5-4be0-a9d0-4313d0a7a7c8,Noun,"{'en': 'snail', 'pt': 'caracol'}","{'en': 'snail', 'pt': 'caracol'}",,
79d2e301-7bfd-4988-a779-174c6bb00c67,Noun,"{'en': 'mushroom', 'pt': 'cogumelo'}","{'en': 'mushroom', 'pt': 'cogumelo'}",,
42d42c73-2b27-4491-b344-2161dd12c409,Noun,{'en': 'shaman'},,,
b0d1e1b0-370b-46d9-9d8f-47e49e80aa7d,Noun,{'en': 'sister'},,,
fb412a69-3838-4492-87dd-2d5971e0cd4c,Noun,"{'en': 'sun', 'pt': 'sol'}","{'en': 'sun', 'pt': 'sol'}",,"('here any notes about meaning variants in texts?', '')"
daf97cf6-d8a0-4504-93d9-e9e5ba4c5843,adv,"{'en': 'on', 'pt': 'em.cima'}","{'en': 'on', 'pt': 'em cima'}",,"('Fieldnotes Epps/Obert; 2018', 'bibliography')"
b2381743-f8f7-4b32-b7c1-f8203f6f3261,Noun,"{'en': 'back', 'pt': 'costas'}","{'en': 'back', 'pt': 'costas'}",,
559c521f-3b95-4108-8659-26f41a622fab,Noun,"{'en': 'tapioca.starch', 'pt': 'goma.de.tapioca'}","{'en': 'starch (tapioca; other)', 'pt': 'goma de tapioca'}",,
52fae732-8d15-4f01-a9f0-41c450dbcc2f,Pronoun,"{'en': '2SG', 'pt': '2SG'}","{'en': 'you', 'pt': 'você'}",,
3a2bf46f-772c-4af4-8cf4-9c12bf26ef00,Verb,{'en': 'be.dirty'},,,
1fac5b2e-aea1-4a02-9450-9d9f9c569943,n,{'pt': 'curupira'},{'pt': 'esp. de espírito (curupira)'},,
96a1f748-5b3d-4976-8903-e1f536a20685,adv?,{'en': 'yesterday'},,,
1bb8c657-ebc7-4baf-a2af-7a84d04bf789,Noun,{'en': 'tapuru'},,,
69c3e3d8-7d77-4e76-ba73-ae45869eba44,n,"{'en': 'seje.palm', 'pt': 'patauá'}","{'en': 'seje palm', 'pt': 'patauá'}","[('patauá', 'pt'), ('seje palm', 'en')]",
aff1e536-598d-40b6-bdd7-9a0374155414,posp,"{'en': 'in', 'pt': 'dentro'}","{'en': 'in', 'pt': 'dentro'}",,
d86d7892-a9dd-4711-bde6-a91c478f0b29,Verb,"{'en': 'lie.down', 'pt': 'deitar.chão'}","{'en': 'lie down (ground)', 'pt': 'deitar no chão'}",,
8514105d-85ef-4e8d-b4af-d88e0e619b08,Noun,{'en': 'bacaba'},,,
d2c9ce0b-546e-43b9-a0e7-7e44fd4015d9,adj?,"{'en': 'right', 'pt': 'direito'}","{'en': 'right', 'pt': 'direito'}",,"('right arm', 'semantics')"
3a98b7ec-cc98-47f2-93f7-51cdce1288a4,Verb,{'en': 'exist'},,,
d73132b7-a04f-4f16-9bfd-c1fb641a572b,Noun,"{'en': 'bone', 'pt': 'osso'}","{'en': 'bone', 'pt': 'osso'}",,
e8d5b466-564e-48b0-8fb0-8f1694a5bac2,Noun,{'en': 'paca'},,,
bea45299-150a-4803-a691-dec03ee04a56,Verb,{'en': 'arrancar'},,,
93c83df7-d344-4e25-a4da-d3967f4e2261,n,"{'en': 'carana.leaf', 'pt': 'folha;caraná'}","{'en': 'carana leaf', 'pt': 'folha de caraná'}",,
a94a5328-8617-4879-a786-42ceb1a0493b,posp op,{'pt': 'com'},{'pt': 'com; ao mismo tempo'},,
23800307-c0e3-4964-99d4-fbdf66533a9d,Noun,{'en': 'açaí'},,,
81cd25b1-644e-410e-99c6-b16a0bf88e44,Noun,"{'en': 'arrow.cane', 'pt': 'cana.para.flechas'}","{'en': 'arrow cane', 'pt': 'cana para flecha'}","[('cana para flechas', 'pt'), ('arrow cane', 'en')]",
c36bb89d-00db-425c-b65e-c38171ca9e29,Noun,"{'en': 'owl', 'pt': 'coruja'}","{'en': 'owl', 'pt': 'coruja'}",,
9b14e810-f57a-4971-9f55-079ec8d00c49,n,{'pt': 'tia'},{'pt': 'tia; irmã de mãe'},,
15a7f818-801a-4e3d-8a36-d10a4c1ced69,Verb,{'en': 'ir para o porto (pl wʌ̰ːɲ)'},,,
48216aea-c916-4a33-93fd-ca968c40c581,Verb,{'en': 'espremer (n.i. piɟ)'},,,
7e16fe29-401f-4e39-85c3-e1d2131c90f1,n op,{'pt': 'sogro'},{'pt': 'sogro'},,
7b63a098-c903-4a56-8c78-37a2026696a5,Verb,{'en': 'stop.to.rest'},,,
e6913542-93c7-4295-bd41-d28397f714d6,?,{'pt': '?'},{'pt': '?'},,
977d8588-e430-4c62-a415-24496dff5e0e,Noun,"{'en': 'tattoo', 'pt': 'tatuagem'}","{'en': 'tattoo', 'pt': 'tatuagem'}",,
80399299-65ed-4736-a370-954faf01dad7,v,{'pt': 'alegre'},{'pt': 'alegre'},,
131ef9f8-6924-4dcd-aca2-95649bc19992,Noun,{'en': 'rolinha'},,,
4d5986eb-80cc-4290-ba32-6a5c0bf242ce,Verb,{'en': 'be.many (n.i. yõoh)'},,,
ea5a29cc-72ea-4e5c-a30e-950944984663,v,{'pt': 'fazer.dabucurí'},{'pt': 'fazer dabucurí'},,
05c4584e-1443-44fd-9486-3bc91caee603,Noun,"{'en': 'mosquito', 'pt': 'mosquito'}","{'en': 'mosquito', 'pt': 'mosquito; carapana'}",,
ba794672-8472-4124-b5f7-1edbb9cff671,v,{'pt': 'vender'},{'pt': 'vender'},,
3177cdee-1741-4b37-82c7-6c7ffe9a60aa,Noun,"{'en': 'deer', 'pt': 'veado'}","{'en': 'deer', 'pt': 'veado; cariacu'}",,
96b1cb14-6139-46cc-9f56-c79855618866,n op,{'pt': 'comida'},{'pt': 'comida (sendo não carne nem eixe)'},,
cf8a0bc5-548b-4c32-86e6-a7ef047f07f1,n,{'pt': 'papai'},{'pt': 'papai'},,
2048e706-7de4-4538-bc0f-7f1b263c0806,Noun,"{'en': 'lung', 'pt': 'pulmão'}","{'en': 'lung', 'pt': 'pulmão'}",,
2d320eec-efb1-4489-8abf-fbe5892aae3f,v,{'pt': 'dançar.no.dabucurí'},{'pt': 'dançar no dabucuri'},,
d77f95a1-7fb5-4d01-8bb9-fcdac0f24568,adv?,{'en': 'slowly'},,,
0a18fae4-f308-447d-a40d-7f39d3cfecdd,,"{'en': 'intestines', 'pt': 'intestino'}","{'en': 'intestines', 'pt': 'intestino'}",,
94c8ba0f-9835-4903-b693-5ae769bc6a53,n,{'pt': 'lontra.sp'},{'pt': 'esp. de lontra'},,
bae33632-023a-43fa-8d51-7f8b94477d8d,posp,{'pt': 'DAT'},{'pt': 'dativo'},,
6ebb19a2-df6c-455a-bf25-abfc8165f969,Noun,{'en': 'cerne'},,,
155df92d-0c2e-4337-a857-eb45bdb2aa0f,n  op,{'pt': 'o.próximo'},{'pt': 'o próximo'},,
a4987c29-e90e-401a-8e77-c45e82ec9b5c,v,{'pt': 'secar'},{'pt': 'secar'},,
0d4cf44d-0715-4fa1-8d3d-2f6f1f9029a1,adv,{'pt': 'hoje'},{'pt': 'hoje'},,
2d26b07e-7bbd-4eec-93b1-1599dbf1673a,Noun,{'en': 'tirar sorva'},,,
5ccb98dd-f3e9-4c12-80a4-d28e01af9fbe,adv,{'pt': 'cedo.de.manhã'},{'pt': 'cedo de manhã'},,
a69cd9ca-864f-47d5-af8f-a4ecc897c809,Noun,{'en': 'sobrinha'},,,
903adfbe-343b-4267-b1a1-10e5581a01b6,pre,"{'en': 'inside.of', 'pt': 'dentro'}",,,
80053013-c657-44d3-8d22-0da572795c66,Noun,"{'en': 'soil', 'pt': 'terra'}","{'en': 'soil', 'pt': 'terra'}",,
83d91993-9d85-4caf-a5cc-3b4a6de77067,v,"{'en': 'thin', 'pt': 'fino'}","{'en': 'thin', 'pt': 'fino'}",,"('for humans?', 'semantics')"
5e258d04-075c-4fb5-96a5-c8798ff6952f,v p,{'pt': 'tirar'},{'pt': 'tirar; capinar'},,
4206a1ef-2c25-4191-bcc9-85cae9d60a8d,Verb,{'en': 'be.in.movement.MULT (pl?)'},,,
5d8ff8df-f180-4f41-a5fb-8fb50f018ec0,Noun,{'en': 'espécie de fruta silvestre'},,,
8c1aad7d-4892-42d9-ae54-1bb16ebcef00,?,{'pt': '?'},{'pt': '?'},,
0cccebb5-8648-4f42-8d47-a3bb51e8a5d5,Noun,"{'en': 'egg', 'pt': 'ovo'}","{'en': 'egg', 'pt': 'ovo'}",,
62285e6e-c5d7-4c31-a345-f82637101376,suf,{'pt': 'ADV'},{'pt': 'sufixo adverbial'},,
7e68776b-8660-4a6d-bafa-6fc04b4c9f3c,?,{'en': 'tecido'},,,
07ecff83-e944-42d5-b2df-8c6f1b64d368,n,"{'en': 'traira.fish', 'pt': 'traíra'}","{'en': 'traira fish', 'pt': 'traira'}",,
c182021e-4e21-4bef-8a36-872fd3dfca47,v,{'pt': 'pedir'},{'pt': 'pedir; comprar'},,
353e48ef-4d93-42c5-858c-3c3e323b753d,Noun,{'en': 'espécie de gafanhoto'},,,
5da179b1-99a9-4303-8ff3-6f45db72be24,Noun,"{'en': 'disposable.basket', 'pt': 'cesto.descartável'}","{'en': 'basket; generic/disposable', 'pt': 'cesto descartável'}",,
d5260a10-522d-4ebb-bad3-a7b77381e7c5,par,"{'en': 'NEG', 'pt': 'NEG'}","{'en': 'no', 'pt': 'não; algo inexistente; egativo'}",,
5815ae25-464e-47cd-885c-0f3ead580498,v,{'pt': 'aleijado'},{'pt': 'aleijado'},,
e24b937d-f986-4e73-a3bd-5b6b59a0a01a,adj,"{'en': 'big', 'pt': 'grande'}","{'en': 'big', 'pt': 'grande'}",,
0cd8054f-f383-43b9-a8f7-77956756bf4c,adj,"{'en': 'thick', 'pt': 'grosso'}","{'en': 'thick', 'pt': 'grosso'}",,"(""for sticks; see entry ''e baan' - thick for fabrics; leafs etc"", 'semantics')"
5c4087cc-f303-484d-aa07-5c1b30efbcae,Noun,"{'en': 'smoke', 'pt': 'fumaça'}","{'en': 'smoke', 'pt': 'fumaça'}",,
86d4ca5d-1c9f-4117-8774-ad915272b7c0,Noun,"{'en': 'wing', 'pt': 'asa'}","{'en': 'wing', 'pt': 'asa'}",,
f2f1944a-e78c-4316-b7bc-c3fc692bf253,Noun,{'en': 'macaco-prego'},,,
1d385f81-22c4-462b-a592-0f33f08e6469,Verb,{'en': 'estar.em.movimento'},,,
7d751aa3-1b35-4a2a-9c4b-60a29dcba06a,Noun,"{'en': 'cotton', 'pt': 'algodão'}","{'en': 'cotton', 'pt': 'algodão'}","[('cotton', 'en'), ('algodão', 'pt')]",
384ceb20-ad1e-49e0-9735-8dae2ec53394,Noun,"{'en': 'snake', 'pt': 'cobra'}","{'en': 'sanke (generic)', 'pt': 'cobra (generico)'}",,
1ea34d7f-91ac-4226-baeb-2754b4dfddc4,v?,{'pt': '?'},{'pt': '?'},,
6477dcb2-a559-4f61-96b5-a8d8a8772f12,n,"{'en': 'night', 'pt': 'noite'}","{'en': 'night', 'pt': 'noite'}",,
2149cd62-e053-4cef-872d-a10a6b41f2ae,Noun,{'en': 'espuma'},,,
9bc0787b-776f-4b24-a29b-4627de52eabe,n,"{'en': 'tooth', 'pt': 'dente'}","{'en': 'tooth', 'pt': 'dente'}",,
00dc1fc9-9d03-4ae0-baf4-8f3a229ba4b1,n,"{'en': 'key', 'pt': 'chave'}","{'en': 'key', 'pt': 'chave'}",,
81d67c22-186f-4d2e-9791-90a4682266aa,Noun,"{'en': 'mother.in.law', 'pt': 'sogra'}","{'en': 'mother-in-law', 'pt': 'sogra'}",,
55535f72-0df3-46a6-afb5-b7548ad7a287,v p,{'pt': 'andar'},{'pt': 'andar; viver; estar em movi- ento'},,
1257c87a-bca7-4f96-9f23-e98772692f8a,n,{'pt': 'peixe-boi'},{'pt': 'peixe-boi'},,
45b0137d-a66c-4ac8-a568-1066226e1749,Noun,"{'en': 'curupira', 'pt': 'Curupira'}","{'en': 'Curupira (spirit type)', 'pt': 'Curupira'}",,
2f840eec-5f8d-4099-90d0-1da260eb302d,Noun,"{'en': 'macaw.red', 'pt': 'arara.vermelha'}","{'en': 'red macaw', 'pt': 'arara vermelha'}",,
9a35ebb1-3ebd-4a9a-a1ee-fe8ee45c1ee7,adj?,"{'en': 'white', 'pt': 'branco'}","{'en': 'white', 'pt': 'branco'}",,
7a11343f-f836-4e12-8219-39572df44f9d,Noun,"{'en': 'iguana', 'pt': 'cameleão'}","{'en': 'iguana', 'pt': 'cameleão'}",,
f198f67b-d5b1-4247-a10c-d182cdfe0ded,Verb,"{'en': 'blow', 'pt': 'soprar'}","{'en': 'blow', 'pt': 'soprar'}",,
0876d3e9-e52c-4b96-ad67-676bff348f78,n,{'pt': 'inambu pequeno'},{'pt': 'esp. de pássaro (inambu pequeno)'},,
a14e86f8-3666-4562-9285-69f3cb6616c1,Verb,"{'en': 'dream', 'pt': 'sonhar'}","{'en': 'dream', 'pt': 'sonhar'}",,
1f28a180-d670-4a3c-b78d-affe87b98f8a,Verb,"{'en': 'count', 'pt': 'contar'}","{'en': 'count', 'pt': 'contar'}",,
16ea75bd-34bc-4cde-9c54-17f1298a64d9,v,{'pt': 'bater.em.metal'},{'pt': 'bater em metal (por exemplo batendo cano de espingarda)'},,
657465a3-bc4a-4209-974c-7a28d5cadc63,Noun,"{'en': 'pottery.tree', 'pt': 'caraipe'}","{'en': 'pottery tree', 'pt': 'caraipe'}",,
3b6f5fe3-dce5-49c1-a7b0-7fdc5314b007,,"{'en': 'NMRL10', 'pt': 'NMRL10'}","{'en': 'ten', 'pt': 'dez'}",,"('Fieldnotes Epps/Obert; 2018', 'bibliography')"
4907135e-b016-4fa8-b248-cf346ed5b146,Verb,{'en': 'dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.)'},,,
045768b1-0ece-4ba6-be9e-5d5d48363dea,Noun,"{'en': 'incantation', 'pt': 'benzimento'}","{'en': 'incantation', 'pt': 'benzimento'}",,
40d6fa03-71b8-4dc8-8b0e-48637f1caa20,Noun,"{'en': 'tick', 'pt': 'carrapato'}","{'en': 'large white tick', 'pt': 'carrapato grande e branco'}",,
b7614e1b-cfd8-4a2c-b48a-afa30dce887e,n op,{'pt': 'pertences'},{'pt': 'pertences'},,
b49180bf-eefb-4aa6-8293-79d90f0ee643,v,{'pt': '?'},{'pt': '?'},,
39ca06f3-ff7a-41e7-961b-2050f42bbca1,Noun,{'en': 'luz'},,,
d921a3d7-8633-41bd-a115-4c3c4eb18724,v?,{'pt': '?'},{'pt': '?'},,
3313f063-f11e-42fa-8245-db61f737cbd3,Noun,"{'en': 'bat', 'pt': 'morçego'}","{'en': 'bat', 'pt': 'morçcgo'}",,
51c7984c-72b2-48b7-8a3c-2175df367d62,Noun,{'en': 'veado'},,,
9bc52c52-a082-4024-8c95-1b2b4d904241,Noun,"{'en': 'niece/nephew', 'pt': 'sobrinha/o'}","{'en': 'niece/nephew', 'pt': 'sobrinha/o'}",,
7b2f74a2-1187-430f-883d-bc7461515afc,Noun,"{'en': 'cashew', 'pt': 'cajú'}","{'en': 'cashew', 'pt': 'cajú'}","[('cashew', 'en'), ('cajú', 'pt')]",
c3f32943-c934-4eb8-81e2-f360e8cc9a6c,Noun,"{'en': 'paxiuba.palm', 'pt': 'paxiuba'}","{'en': 'paxiuba palm', 'pt': 'paxiuba'}","[('paxiuba', 'pt'), ('paxiuba palm', 'en')]",
63986365-842d-4708-900f-3c42b0528883,Noun,{'en': 'espécie de pássaro'},,,
c167f6d7-0a6f-4e25-a80a-eae502a5ef7e,Noun,"{'en': 'maize', 'pt': 'milho'}","{'en': 'maize; corn', 'pt': 'milho'}",,
9e2ec90f-459c-456d-ac20-b78398cf24c1,Noun,{'en': 'formiga.sp'},,,
a65360c9-d8b4-4ffa-af97-987dd1ddbe3e,n,"{'en': 'rope', 'pt': 'corda'}","{'en': 'rope', 'pt': 'corda'}",,
6a8029f8-5e8f-4bbe-b7fd-025a68c5817c,n,"{'en': 'hanging.vine', 'pt': 'cipó'}","{'en': 'hanging vine', 'pt': 'cipó'}",,
3c8fd640-4ed2-4cb7-ab5b-7ecf87503e1e,n,{'pt': 'sobrinho'},{'pt': 'sobrinho (meu sobrinho)'},,
2b876c4a-2d5a-471a-a400-fc7b2675aba1,Noun,"{'en': 'coca', 'pt': 'ipadu'}","{'en': 'coca', 'pt': 'ipadu'}","[('coca', 'en'), ('ipadu', 'pt')]",
580f13e7-b59e-4ea4-9832-41b0a5cf8323,Verb,{'en': 'coçar'},,,
176decf8-595f-47a6-9543-1a421d970c1d,Noun,{'en': 'canoa'},,,
93667167-4a3e-4a1b-b26b-d9cf1bb28821,Noun,"{'en': 'fingernail', 'pt': 'unha'}","{'en': 'fingernail', 'pt': 'unha'}",,
5b0a831f-77d1-4244-8abf-5711d66bd97c,Noun,"{'en': 'blow.dart', 'pt': 'dardo'}","{'en': 'dart (blowgun)', 'pt': 'dardo'}",,
5e17ffe9-a052-4a24-9f2a-47eedd59e6e8,Noun,"{'en': 'cuati', 'pt': 'cuati'}","{'en': 'cuati', 'pt': 'cuati'}",,
b603752a-2f5a-4530-9e2f-aeee071db61e,Noun,"{'en': 'chicha', 'pt': 'aluá'}","{'en': 'chicha(other alc. beverage)', 'pt': 'aluá'}",,
88a2695a-b53d-4cf6-936f-8d4ffb99ff56,Verb,{'en': 'be.in.hammock'},,,
06828f55-93eb-4a3a-9427-3a116cbdfc2b,Noun,"{'en': 'kapok', 'pt': 'sumaumeira'}","{'en': 'kapok', 'pt': 'sumaumeira'}","[('sumaumeira', 'pt'), ('kapok', 'en')]",
cb6d47ba-3006-458d-8367-cf3bcadcd4ed,v,{'pt': 'enterrado'},{'pt': 'enterrado; fixado dentro de; ixado em'},,
dc0d035f-9396-4075-8a46-61cea3982ffc,Noun,{'en': 'japó'},,,
54ca8363-569b-4e6f-ae6a-dda192b53693,Verb,"{'en': 'hunt', 'pt': 'caçar'}","{'en': 'hunt', 'pt': 'caçar'}",,
d601e12b-bd07-41ed-bf67-c37d2f645b84,Noun,{'en': 'cuia'},,,
419b47a6-d47d-4c3f-84dd-822528664164,Noun,"{'en': 'mouse', 'pt': 'camundongo'}","{'en': 'mouse', 'pt': 'camundongo'}",,
b8975cd4-98ac-4c2a-a061-98710a997288,Noun,{'en': 'homem (pl ʔajɯ̰ːʔ)'},,,
6230e381-e2e5-4d64-90d6-35e1063883ad,n,{'pt': 'massa.beiju'},{'pt': 'beiju de massa'},,
f1ef09d9-7c3b-4206-9e37-2401aa4cb06b,v?,{'pt': '?'},{'pt': '?'},,
9e8ebf5f-450c-4c4e-a13b-5d071541d0f4,n,{'pt': 'planta.sp'},{'pt': 'esp. de planta'},,
d9599f69-4848-4309-b6b3-9bfcbcb2c97f,Verb,{'en': 'ajudar'},,,
cfa05186-d96a-4e0d-9a1b-455de773ffa4,Noun,"{'en': 'fence', 'pt': 'cerca'}","{'en': 'fence; palisade', 'pt': 'cerca'}",,
06714875-94ad-416a-bcc6-9d944aea9e37,?,{'pt': '?'},{'pt': '?'},,
2b8284c8-5ded-444a-ba33-54dd77d36f31,onom,{'pt': 'ossos.secos'},{'pt': 'som de ossos secos'},,
0dd17887-8c82-4044-89f2-d01810b1a001,?,{'en': 'RLT(?)'},,,
e08317a8-6964-4524-981c-ee61e958a38a,n,{'pt': 'veneno'},{'pt': 'veneno'},,
9e7198b5-9370-4b5d-a19b-8dbe99b15e39,Noun,{'en': 'juice'},,,
6766b1ba-9d1c-4cda-b8d5-639662560974,v,{'pt': 'cabeça.apontada'},{'pt': 'ter uma cabeça/chapéu apontada'},,
62801980-7981-490f-89d1-8635452851b6,n op,{'pt': 'comida.farelo'},{'pt': 'farelo de comida'},,
41600425-e2dd-4ad8-98e7-8451ffe4dde6,v?,"{'en': 'belly', 'pt': 'barriga'}","{'en': 'belly', 'pt': 'barriga'}",,"('(ji) wog', 'grammar')"
f31aaa4d-7201-4477-a98f-08f73eb6131e,Noun,"{'en': 'water.vine', 'pt': 'cipó.da.água'}","{'en': 'water vine', 'pt': 'cipó da água'}","[('cipó da água', 'pt'), ('water vine', 'en')]",
