headword,ipa,entry_id,matches
edʹuuk,edṵ:k,edʹuuk_1613de5c-4b41-4bc5-bfa4-7a967ead6a11,[]
jʌːʔ,jʌ:,jʌːʔ_1616cced-2437-4bb6-b9cc-463ba48ec04b,[]
etsoos,etʃo:ʃ,etsoos_16359e87-c88a-48ca-b5dd-a04ea7d5f6cd,"[('esoos', 'esoos_add3968e-1af1-48bc-8f56-5f24adf3025e', 0.9090909090909091)]"
panʹaa,pana̰:,panʹaa2_167b4818-2852-44f2-aef7-66c8c4ba3c2d,"[('panaar', 'panaar_5df6f1bc-f203-4ab8-a0c6-d9a93b1400f2', 0.875), ('nʹaa', 'nʹaa_1d906551-ab54-4157-8e62-1fd969e9a667', 1.0), ('nxaag', 'nxaag_4d2665d4-3bdc-4b89-a07a-8dd9f79e34b9', 0.8888888888888888), ('panʹaa', 'panʹaa1_4809c58f-bd46-4e6d-bb36-653e0b1ae33e', 1.0)]"
mawããd,mawa:̃d,mawããd1_1684f868-710c-423f-9f25-9473565c77bb,"[('mawããd', 'mawããd2_7c72d834-34e1-47a5-bc92-25a7e106455a', 0.9285714285714286)]"
baju,baju,baju_16b9f9ed-0cb5-4df0-b170-cdea3e4efea7,"[('juʔ', 'juʔ1_7bb13b61-6e0f-4bd3-9889-18139d7bb2ac', 1.0), ('aju', 'aju_56ea33aa-145e-4f13-a0ce-5192ec690e52', 0.8571428571428571), ('ju', 'ju_5dae869a-3b1b-46a6-8326-74a340630984', 1.0), ('juʔ', 'juʔ2_268efbd6-8e22-4f0a-b085-761f16553757', 1.0)]"
awän,awʌn,awän_16edbafa-9f23-4587-bd92-330bd1726f90,"[('awʌn', 'awʌn_bdb900a7-eb03-4db1-bcc3-312f4043d469', 1.0), ('awʌn', 'awʌn_bdb900a7-eb03-4db1-bcc3-312f4043d469', 0.8571428571428571)]"
wɔ̃ːt,wɔ̃:t,wɔ̃ːt_16f181d2-7557-4c0e-98e2-1e485ebad0cb,[]
kuuj,ku:j,kuuj_1710cfae-688c-49b3-b91d-501a96216d9d,[]
besas,beʃaʃ,besas_171ab6eb-239d-4ecb-86b6-7cdc05273f4d,"[('ʃaʃ', 'ʃaʃ_2e94cda9-c5b9-4f52-9502-e8a4b4e49a0c', 1.0)]"
wãã,wa:̃,wãã_173a9672-acc9-46fd-bfc1-a486ca2c20b6,"[('waa', 'waa1_36bdcbb1-66cb-47fc-a7ce-1204359c2a61', 0.9285714285714286)]"
wɤːj,wə:j,wɤːj_17bd0a2e-c26a-47a3-88c5-d757cac06a9f,"[('wɤːʔ', 'wɤːʔ_9485bb49-c230-459f-b30e-231a60b19150', 0.8571428571428571), ('wëë', 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5', 0.8571428571428571)]"
manee,mane:,manee2_17ccf89c-14a6-44b7-9d40-d8923bbf7d06,"[('manee', 'manee1_0b01b419-7b9e-43f1-8118-21aa51edd0b7', 1.0)]"
kad,kad,kad2_18021c0e-2b82-4a41-9660-30edf844b0a1,"[('kad', 'kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d', 1.0), ('kad', 'kad1_ac90fcde-0e6b-43ae-a428-b693aca454e0', 1.0)]"
pɔb,pɔb,pɔb_184c82c4-f564-441e-bec4-eb04833df615,[]
péh,pɛh,péh2_185742c8-a9c5-4745-b66a-a8f4f48aaf5c,"[('péh', 'péh1_ee911202-c9b9-436e-8f4e-23aff9b0cbb6', 1.0)]"
jatad,jatad,jatad_18624bc5-4743-4eb8-8d6d-1c41a8299a59,[]
wén,wɛn,wén_18bcd0cb-09dc-459d-be66-b4bdaceee76d,[]
tóóh,tɔ:h,tóóh_18f789fd-8b37-49ce-9f44-303247b20dde,"[('toːh', 'toːh_7f0b89bd-c145-4365-b20a-74fab09a5887', 0.875), ('tooh', 'tooh_6043f2b6-842d-49d1-9764-2fd9ab21b3ba', 0.875), ('tóh', 'tóh_8d972ca7-eb48-44bc-8a28-75acfa8f6be2', 0.9285714285714286)]"
hʹëëw,hə̰:w,hʹëëw_1925e868-c252-4c83-b711-33d6d98f1f69,"[('h’yyw', 'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b', 0.9), ('hɯ̰̃ːw', 'hɯ̰̃ːw_d2f0e9be-4c7f-41dc-960b-912373df737f', 0.8636363636363636)]"
ahyk,ahɨk,ahyk1_19582167-dacf-4d9e-8112-341aec945697,[]
etsʹëëk,etʃə̰:k,etsʹëëk_1975647d-1f5d-470e-93b1-509b4f0e1773,"[('tsëk', 'tsëk_af17fc38-6498-4d80-a76e-ee0c115cd3ab', 0.9), ('ts’ëëg', 'ts’ëëg_95dec863-c133-43ea-b839-25af3fbb4312', 0.9166666666666666)]"
ʃʌʃ,ʃʌʃ,ʃʌʃ_19c9d3c1-cce8-426f-a5bb-c966bae6d007,[]
aỹỹ,aɨ:̃,aỹỹ_19e218c6-b4ae-40c8-b4d6-d7227c76b972,"[('ỹỹ', 'ỹỹ1_69bb7e8c-5cfd-44b4-ae68-52a804cc60ed', 0.8571428571428571), ('ỹỹn', 'ỹỹn1_834d53d4-10c0-49d7-803d-00921ec62593', 0.8571428571428571), ('hỹỹ', 'hỹỹ_fee5a672-b4ee-4f11-a91a-ddb6298bf761', 0.8571428571428571), ('ỹỹ', 'ỹỹ2_940740bd-e5dd-4023-b3e3-83d09a805727', 0.8571428571428571), ('ỹỹm', 'ỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87', 0.8571428571428571), ('ỹỹm', 'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb', 0.8571428571428571), ('ỹỹh', 'ỹỹh_b5117bd5-2007-42dc-8931-e60f4bb08b70', 0.9285714285714286), ('ỹỹj', 'ỹỹj_5a1c00f9-4ec3-4e16-b5fe-91e9b4916735', 0.8571428571428571), ('ỹỹn', 'ỹỹn2_cd68549e-1a6e-4765-94fe-b4d379bdf417', 0.8571428571428571), ('ỹỹm', 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de', 0.8571428571428571), ('ỹỹ', 'ỹỹ2_940740bd-e5dd-4023-b3e3-83d09a805727', 1.0), ('ỹỹ', 'ỹỹ1_69bb7e8c-5cfd-44b4-ae68-52a804cc60ed', 1.0), ('ahỹỹh', 'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e', 0.9)]"
mamets,mametʃ,mamets_1a267230-fb27-4cf5-b2e1-0ba438da4a70,[]
po̰ːʔ,po̰:,po̰ːʔ_1a344c25-1fe2-4d38-87ce-a679b8b74d30,"[('po̰ːh', 'po̰ːh2_54d92d11-2e4d-45ab-b4b2-76011f12d6a6', 0.9444444444444444), ('pʹooh', 'pʹooh_273cba08-0c9f-4d9f-94d9-781b09b51113', 0.9444444444444444), ('po̰ːh', 'po̰ːh1_0978090e-f818-4a26-b58c-f420dbef425f', 0.9444444444444444), ('po̰ːp', 'po̰ːp2_d7c15097-e7aa-466b-b75b-f54b0e2625da', 0.8888888888888888), ('p’ooh', 'p’ooh2_1e6afc0b-7932-4661-90bb-b411828b1b66', 0.9444444444444444), ('pooh', 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435', 0.875), ('p’ooh', 'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d', 0.9444444444444444)]"
ji wahëë,ji wahə:,[ji] wahëë_1a55a25e-11fb-4fd6-acf0-565fecd058a8,"[('hëëj', 'hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376', 0.8571428571428571), ('waëë', 'waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301', 0.9444444444444444), ('wahɤ̰ːh', 'wahɤ̰ːh_ce80171b-4d63-4f72-9f46-5068f63719ab', 0.9166666666666666), ('hëë', 'hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576', 1.0)]"
kawahed,kawahed,kawahed_1a647402-4fd7-4f16-8bad-34b44a6e41fa,"[('kawed', 'kawed_401e72f5-e1dc-4968-bc4b-e9fc98db9a07', 0.875)]"
jood,jo:d,jood_1a844f70-b0d5-4165-b568-d695b8a70f0a,[]
hanaa,hana:,hanaa_1a946fb6-ef62-41c3-a040-1d0f8981caf3,"[('na', 'na4_2df851cc-b722-41ba-aac8-b28779debd8c', 0.9), ('naam', 'naam_1c6836f3-ad20-47d5-bcce-190b8102d9ed', 0.8571428571428571), ('na', 'na3_fa915d92-ea88-4f0a-9ced-ef2f7a30fe8d', 0.9), ('na', 'na1_0126d0ce-96ed-408a-bd28-66f3a462840f', 0.9), ('nʹaa', 'nʹaa_1d906551-ab54-4157-8e62-1fd969e9a667', 0.9285714285714286), ('na', 'na2_502c638d-8616-4812-b966-7966da16815b', 0.9)]"
tũũh,tu:̃h,tũũh_1b11b954-a8f9-47e3-8041-e7ad344c4fb6,"[('tũːʔ', 'tũːʔ_22152a27-e164-405e-b4b5-f3b9d7f6331d', 0.9444444444444444)]"
gekyyt,gekɨ:t,gekyyt_1b466a7a-b3c8-47da-8acd-7e0bfbcdf964,[]
hḭ̃ːw,hḭ̃:w,hḭ̃ːw_1b5889d9-62f6-4a22-b429-fbaee69d90cd,"[('h’yyw', 'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b', 0.8636363636363636), ('hɯ̰̃ːw', 'hɯ̰̃ːw_d2f0e9be-4c7f-41dc-960b-912373df737f', 0.9166666666666666)]"
ʃɛ̃ːj,ʃɛ̃:j,ʃɛ̃ːj_1b5ea309-3bf7-4495-b8e3-22a92b4512df,[]
ji waa hood,ji wa: ho:d,ji waa hood2_1bb106d4-3ce7-43b8-97e9-d12322848388,"[('huːd', 'huːd_b2369c93-dd34-408b-8ca3-82a40aa1adee', 0.875), ('hood', 'hood_53da5edb-5f86-4600-8bbe-1d02414790f6', 1.0)]"
tarapoo,tarapo:,tarapoo_1bbe350a-6922-4fb5-b0e4-84e752d72ded,"[('pooh', 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435', 0.9285714285714286), ('p’ooh', 'p’ooh2_1e6afc0b-7932-4661-90bb-b411828b1b66', 0.875), ('p’ooh', 'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d', 0.875), ('po̰ːh', 'po̰ːh2_54d92d11-2e4d-45ab-b4b2-76011f12d6a6', 0.875), ('po̰ːʔ', 'po̰ːʔ_1a344c25-1fe2-4d38-87ce-a679b8b74d30', 0.9285714285714286), ('po̰ːh', 'po̰ːh1_0978090e-f818-4a26-b58c-f420dbef425f', 0.875), ('pʹooh', 'pʹooh_273cba08-0c9f-4d9f-94d9-781b09b51113', 0.875)]"
janati,janati,janati1_1bd7a005-8171-46fd-a65d-69898076947f,"[('tii', 'tii1_487f32cf-ecef-4acb-b46f-049fe7ed4361', 0.9), ('tii', 'tii2_d3db1b0f-4558-4e63-94dc-a2d6b0d31def', 0.9), ('janati', 'janati2_44596d86-91ab-40aa-bd2d-c32eead8c0bf', 1.0), ('ti', 'ti_6e529536-55b7-49da-b65f-093cf90a0686', 1.0)]"
gasoom,gaʃo:m,gasoom2_1c16d365-be77-4968-953b-7db5ca036d79,"[('sóóm', 'sóóm_fd2f84a4-1299-4c5e-92f2-d44f1681cf10', 0.875), ('soo', 'soo1_8d4ce206-887a-448d-a7db-8239d7cbeccf', 0.8571428571428571), ('ʃoːʔ', 'ʃoːʔ_634a34c1-ac25-46b2-88d0-2498c1253e6f', 0.8571428571428571), ('gasoom', 'gasoom1_4cbf1e75-3511-49fe-a915-2400ecd03edc', 1.0), ('esoom', 'esoom_643f0104-b9a7-4133-b4f9-46670305d01e', 0.8888888888888888)]"
duuh,du:h,duuh_1c1e2650-1809-4f40-a148-33b3a990262f,"[('uuh', 'uuh_1173027f-de25-43fe-b73c-8e947d64965d', 0.8571428571428571), ('duːh', 'duːh2_8cad8cbe-211f-4aa3-bd6e-b9d4d6bcebb8', 1.0), ('nuuh', 'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4', 0.875), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.875), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.875), ('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.875)]"
maseer,maʃe:r,maseer1_1c4c09ee-329b-4f14-9e81-3d040511871d,"[('maseer', 'maseer2_60ab7553-d019-468a-92ad-4b59c210100c', 1.0)]"
naam,na:m,naam_1c6836f3-ad20-47d5-bcce-190b8102d9ed,[]
tyng,tɨŋ,tyng_1ca2ceb7-661e-409f-8ba9-0beae1fb5929,"[('tɯ̰ːŋ', 'tɯ̰ːŋ_8809f33f-e595-4f96-8d4d-cd4b936414ca', 0.875), ('tɨːŋ', 'tɨːŋ_e2b5fecf-076d-455e-afca-70e5369e1d22', 0.9285714285714286), ('tɨng', 'tɨng2_5724ff6d-c354-4517-881f-ba3c003e92d2', 1.0)]"
kawaar,kawa:r,kawaar_1caf872b-78e3-4ad8-a6f2-fbba04c0f76b,"[('awaar', 'awaar_7941eab2-6521-4894-ab06-a769c7e59eba', 0.8888888888888888), ('awaar', 'awaar_7941eab2-6521-4894-ab06-a769c7e59eba', 0.9090909090909091), ('waa', 'waa1_36bdcbb1-66cb-47fc-a7ce-1204359c2a61', 0.8571428571428571)]"
dawëës,dawə:ʃ,dawëës_1caff4ef-befb-494d-8908-4f41cc5f4d0d,"[('wɤːʔ', 'wɤːʔ_9485bb49-c230-459f-b30e-231a60b19150', 0.8571428571428571), ('wëë', 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5', 0.8571428571428571)]"
pasuu,paʃu:,pasuu_1cbf64eb-ab01-4630-bed8-85c997349822,"[('asuu', 'asuu_844f59f2-271d-44ac-98c6-25f13b1b75cf', 0.8571428571428571), ('asuu', 'asuu_844f59f2-271d-44ac-98c6-25f13b1b75cf', 0.8888888888888888)]"
yb,ɨb,yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a,"[('ɨb', 'ɨb_3135659c-423f-4208-befc-ea379815ca59', 1.0)]"
kabëë,kabə:,kabëë_1cd66356-7a6f-4152-b323-ad2a5c5aabae,"[('kabë', 'kabë2_95545367-b996-4a77-88a4-91898494b4b3', 0.9444444444444444), ('bëëh', 'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae', 0.9285714285714286), ('bëëh', 'bëëh1_962a8de8-7f65-4e60-b8a4-c16d27943a32', 0.9285714285714286), ('kabë', 'kabë1_f3f3eac8-03b9-4b3b-be87-4d8a15178bc3', 0.9444444444444444), ('bɤːw', 'bɤːw_972164d7-37ea-414b-a588-f329a9ce02f8', 0.8571428571428571), ('bʉʉh', 'bʉʉh_48d9cff6-c6db-4cc8-83db-4adadfe1b13d', 0.9285714285714286)]"
masʹããh,maʃa̰:̃h,masʹããh_1cea3332-ac1d-44f0-ad97-8d82420abd3c,"[('saah', 'saah_6e02a210-1c01-428c-a1b3-d6080453fb63', 0.9), ('masxãah', 'masxãah_5ecd9230-e108-4922-aecb-9b7a921ae9b2', 0.9666666666666667), ('maʃaːʔ', 'maʃaːʔ_481eb163-0cd4-42fd-8115-54fb20c95b08', 0.8846153846153846), ('ʃaːh', 'ʃaːh_5b3da68a-6968-434c-b4b0-7f6f03dba96a', 0.9), ('s’ëëh', 's’ëëh_c2500249-3e46-4056-8e86-6d258b177a45', 0.8636363636363636)]"
ji jó jaỹỹh doo,ji jɔ jaɨ:̃h do:,ji jó jaỹỹh doo_1d117540-a496-4b56-897c-25fb21e2108f,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
nʹaa,na̰:,nʹaa_1d906551-ab54-4157-8e62-1fd969e9a667,"[('nxaag', 'nxaag_4d2665d4-3bdc-4b89-a07a-8dd9f79e34b9', 0.8888888888888888)]"
yyh,ɨ:h,yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8,"[('ɨh', 'ɨh_75c83f39-6f85-4520-ac43-01d873a3fc0f', 0.9), ('hɨɨh', 'hɨɨh1_4a6af09e-19e4-45b8-8276-00edcd7b1ff8', 0.8571428571428571), ('hɨɨh', 'hɨɨh2_20301e80-fb96-4e39-b432-945f8939c012', 0.8571428571428571), ('kyyh', 'kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884', 0.8571428571428571), ('ỹỹh', 'ỹỹh_b5117bd5-2007-42dc-8931-e60f4bb08b70', 0.9285714285714286), ('byyh', 'byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6', 0.8571428571428571), ('nɨɨh', 'nɨɨh_2eb06a57-667e-43a7-a53b-9905edcdca8f', 0.8571428571428571)]"
hata,hata,hata_1dfca26b-d7d7-434e-94d9-7437aa16e4a0,"[('tah', 'tah_396fe9f8-b06b-48e2-92a7-4335e87b321c', 0.9)]"
damaːh,dama:h,damaːh_1e32b3cf-ef09-4674-ac86-11cdeb57e934,"[('tamaːh', 'tamaːh_71db4032-746b-4431-8e46-c8e548fc84e8', 0.9166666666666666), ('baːh', 'baːh_596a8d5b-6bfc-4eab-af6a-25899b14ff12', 0.875)]"
p’ooh,po̰:h,p’ooh2_1e6afc0b-7932-4661-90bb-b411828b1b66,"[('pooh', 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435', 0.9444444444444444), ('p’ooh', 'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d', 1.0), ('pʹooh', 'pʹooh_273cba08-0c9f-4d9f-94d9-781b09b51113', 1.0), ('po̰ːh', 'po̰ːh2_54d92d11-2e4d-45ab-b4b2-76011f12d6a6', 1.0), ('po̰ːh', 'po̰ːh1_0978090e-f818-4a26-b58c-f420dbef425f', 1.0), ('po̰ːʔ', 'po̰ːʔ_1a344c25-1fe2-4d38-87ce-a679b8b74d30', 0.9444444444444444), ('pṵːh', 'pṵːh_f3f47438-a4db-4f2e-96e1-095798984f93', 0.9)]"
óng,ɔŋ,óng1_1e88cb17-089d-4b4e-93a8-2201e9b7a162,"[('óng', 'óng2_b2f5d0a7-8aba-4c37-9bda-ac5494c75035', 1.0)]"
kawëh,kawəh,kawëh_1ed49874-cf31-4bdc-b76e-7f3ae9b5ce23,"[('awëh', 'awëh_ad9e6c80-0862-401d-9958-6bba1d783910', 0.8888888888888888), ('wë', 'wë1_a802edee-a71f-41cf-b15a-48d2cd10f3e5', 0.9), ('wë', 'wë2_df16da3e-09a9-4ab3-9833-a005e73eb941', 0.9), ('wë', 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0', 0.9), ('awëh', 'awëh_ad9e6c80-0862-401d-9958-6bba1d783910', 0.8571428571428571), ('wɤʔ', 'wɤʔ_9acd178b-0827-43db-8efb-131bced2c948', 0.9)]"
ɟɯːʔ,tʃɨ:,ɟɯːʔ1_1edee5a9-55fe-42b8-b44e-cde6c5f9d4db,"[('tɨɨ', 'tɨɨ_e4e003b3-b87d-4e64-853a-137ee8f53b2f', 0.8571428571428571), ('ɟɯːʔ', 'ɟɯːʔ2_848fc074-d423-48a0-92ca-90f8e8726e7e', 1.0)]"
ena,ena,ena_1f0430bf-ab8c-4fb5-9a88-f621fba7d9c6,"[('na', 'na1_0126d0ce-96ed-408a-bd28-66f3a462840f', 1.0), ('na', 'na3_fa915d92-ea88-4f0a-9ced-ef2f7a30fe8d', 1.0), ('nena', 'nena_23aa9211-d303-4038-9a0f-a0ea57305ae9', 0.8571428571428571), ('na', 'na2_502c638d-8616-4812-b966-7966da16815b', 1.0), ('na', 'na4_2df851cc-b722-41ba-aac8-b28779debd8c', 1.0)]"
tuɟ,tutʃ,tuɟ_1f099057-c3de-482b-9a51-6994e7b74391,[]
ra(wa)wog,ra(wa)wog,ra(wa)wog_1f448f5a-6657-4a27-a262-c3174e5c3722,"[('wog', 'wog_498db3e4-f431-454a-9be0-f767c01c3ed5', 0.8571428571428571)]"
ʃabuːʔ,ʃabu:,ʃabuːʔ_1f9956bb-f8c8-4d6b-97f8-2ccc35787d60,"[('buuk', 'buuk_b60c8d12-f0b8-4e0c-a1aa-9a794fc0ebcb', 0.8571428571428571), ('buuj', 'buuj_54613d00-08ea-44ed-b996-59610ba3cac6', 0.8571428571428571)]"
enäh,enʌh,enäh_202b8b72-addc-461d-bc6f-61c26dcf54fb,"[('nä', 'nä_4b7f5948-bdce-4500-aff6-a4162c201a26', 0.9)]"
hɨɨh,hɨ:h,hɨɨh2_20301e80-fb96-4e39-b432-945f8939c012,"[('hiːh', 'hiːh_66d26891-79d8-4e55-bd38-4345ac314076', 0.875), ('hɨɨh', 'hɨɨh1_4a6af09e-19e4-45b8-8276-00edcd7b1ff8', 1.0), ('hỹỹ', 'hỹỹ_fee5a672-b4ee-4f11-a91a-ddb6298bf761', 0.875), ('yyh', 'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8', 0.8571428571428571), ('hỹỹh', 'hỹỹh_e2aac6ce-87d1-4108-8519-38b7d7501b1a', 0.9444444444444444)]"
jook,jo:k,jook1_20a62f2e-7271-429e-8256-71a0acc42b6d,"[('jook', 'jook2_0d9688b1-2ebf-46c8-b27e-708483cdaf63', 1.0)]"
bʹaah,ba̰:h,bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d,"[('baːh', 'baːh_596a8d5b-6bfc-4eab-af6a-25899b14ff12', 0.9444444444444444)]"
ʃamɨːj,ʃamɨ:j,ʃamɨːj_20f68242-8fb8-4ac0-8e64-e117d15b6046,"[('samỹỹj', 'samỹỹj_f2424339-1bdb-47b7-8946-f46a9d8685e2', 0.9615384615384616), ('mɨ̰j', 'mɨ̰j_7cd38671-1bfe-4dd7-99cc-7339b1622ddc', 0.875), ('myyj', 'myyj_79d22043-a50a-490e-92dc-1dc765665621', 1.0)]"
ɟa̰ːʔ,tʃa̰:,ɟa̰ːʔ2_217c7731-5d24-469b-80fa-f9d199bdb860,"[('tsʹaa', 'tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5', 1.0)]"
karããj tyd me ji metyy,kara:̃j tɨd me ji metɨ:,karããj tyd me ji metyy_218f8c96-a775-47cd-a6ef-6c275c0196ef,"[('tɨːw', 'tɨːw_c9ecfce1-ed8a-4335-8793-9b265a3f6bd5', 0.8571428571428571), ('ɟɯːʔ', 'ɟɯːʔ2_848fc074-d423-48a0-92ca-90f8e8726e7e', 0.8571428571428571), ('tyyw', 'tyyw_87e0c426-d593-4ca1-8704-61dc46d5dc73', 0.8571428571428571), ('ɟɯːʔ', 'ɟɯːʔ1_1edee5a9-55fe-42b8-b44e-cde6c5f9d4db', 0.8571428571428571), ('tɨɨ', 'tɨɨ_e4e003b3-b87d-4e64-853a-137ee8f53b2f', 1.0), ('tɨɨp', 'tɨɨp_13f20b79-cfed-486c-8791-fb295eb27377', 0.8571428571428571), ('etyy', 'etyy_d3ed1004-2b4c-480f-85bc-2da46c75a6b8', 0.8571428571428571), ('ty', 'ty2_aff14eee-a080-4359-931b-8e0eba6379ba', 0.9), ('tɨːŋ', 'tɨːŋ_e2b5fecf-076d-455e-afca-70e5369e1d22', 0.8571428571428571), ('ty', 'ty1_661588a1-d6ed-4426-a16d-c316492616e3', 0.9), ('tyyg', 'tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445', 0.8571428571428571), ('etyy', 'etyy_d3ed1004-2b4c-480f-85bc-2da46c75a6b8', 0.8888888888888888)]"
nyng,nɨŋ,nyng_21c3900f-78bd-45ac-9f5a-609460206103,"[('nɨng', 'nɨng2_330d0834-a31f-4580-8c8c-cbd71bf686ab', 1.0)]"
tũːʔ,tũ:,tũːʔ_22152a27-e164-405e-b4b5-f3b9d7f6331d,"[('ɟũːʔ', 'ɟũːʔ_b1dac10d-56f1-43db-a0be-8b6756973d9a', 0.8888888888888888)]"
ahëm,ahəm,ahëm_2233b178-4a4e-4474-b254-faec3afad8b2,[]
ets’iip,etʃḭ:p,ets’iip_224610c4-9086-404b-a319-cce171760df8,"[('etsʹiip', 'etsʹiip_960c07c6-153e-4dfa-a2ae-494e5b37ed87', 1.0), ('etsʹiip', 'etsʹiip_960c07c6-153e-4dfa-a2ae-494e5b37ed87', 0.9230769230769231)]"
hoonh,ho:ɲ,hoonh2_22775054-ef71-4a85-93db-90f254baa54f,"[('hooj', 'hooj1_8685f141-0aa5-4267-b4cb-681284bbe011', 0.875), ('hõõnh', 'hõõnh_42868451-c808-4d59-afa0-bd2bce2b61dc', 0.9444444444444444), ('hoonh', 'hoonh1_485e1de8-8cfa-4e5a-aa46-f0bc283b8323', 1.0), ('hooj', 'hooj2_96c60cce-1d22-4b41-8ed3-e5948e58cd74', 0.875)]"
wagʹyy,wagɨ̰:,wagʹyy_229d329d-4a9b-4de3-a37a-df48df52884a,[]
papab yd,papab ɨd,papab yd_22c36fa4-7e08-4b93-9467-6ccc8d458a6a,"[('yd', 'yd1_81932843-b81d-48e9-988f-c34c461ec695', 1.0), ('yd', 'yd2_d910005f-ac8b-4310-9ed0-79680c7a88fd', 1.0)]"
karewa,karewa,karewa_22e6cb0e-7b2d-4c12-9374-6e1fa11ea10e,"[('wa', 'wa_e58b4b2e-785b-436d-b8c1-c5e899be438f', 1.0), ('waa', 'waa1_36bdcbb1-66cb-47fc-a7ce-1204359c2a61', 0.9)]"
gɯːj,gɨ:j,gɯːj_23115afe-da53-4a27-bc35-b9c7d1324594,"[('gyyj', 'gyyj1_ca272553-839d-43eb-b187-20be948754f3', 1.0), ('gyyj', 'gyyj2_362ee03a-f5db-4fa2-8347-75e21e5cab1f', 1.0), ('kɨːj', 'kɨːj_52c5aada-536f-45aa-a6e7-20ab26391e30', 0.875)]"
erét,erɛt,erét_2370f1d5-42bf-477a-bec0-cc27bf202068,[]
jarakë,jarakə,jarakë2_2374aefe-208a-41a4-82e8-0828d5d0a65f,"[('jarakë', 'jarakë1_677fa10c-0614-48de-92f5-dfdfe030aaac', 1.0), ('jaɾaːk', 'jaɾaːk_67892484-cc37-4642-b7d8-f72b736f6254', 0.875)]"
nena,nena,nena_23aa9211-d303-4038-9a0f-a0ea57305ae9,"[('na', 'na1_0126d0ce-96ed-408a-bd28-66f3a462840f', 1.0), ('na', 'na3_fa915d92-ea88-4f0a-9ced-ef2f7a30fe8d', 1.0), ('na', 'na2_502c638d-8616-4812-b966-7966da16815b', 1.0), ('ena', 'ena_1f0430bf-ab8c-4fb5-9a88-f621fba7d9c6', 0.8571428571428571), ('na', 'na4_2df851cc-b722-41ba-aac8-b28779debd8c', 1.0)]"
tsananaa,tʃanana:,tsananaa_248cffb7-d6e2-42f6-b09c-eee72262937b,"[('na', 'na4_2df851cc-b722-41ba-aac8-b28779debd8c', 0.9), ('naam', 'naam_1c6836f3-ad20-47d5-bcce-190b8102d9ed', 0.8571428571428571), ('na', 'na3_fa915d92-ea88-4f0a-9ced-ef2f7a30fe8d', 0.9), ('na', 'na1_0126d0ce-96ed-408a-bd28-66f3a462840f', 0.9), ('nʹaa', 'nʹaa_1d906551-ab54-4157-8e62-1fd969e9a667', 0.9285714285714286), ('na', 'na2_502c638d-8616-4812-b966-7966da16815b', 0.9)]"
