entry_id,matches
s’oow_bd149bf3-7f4c-42b9-901c-045655c034c8,"{'s&apos;oow_bd149bf3-7f4c-42b9-901c-045655c034c8': (""s'oow"", 1.0)}"
pooh_bdd27c96-ea96-4676-845e-c97461c4e435,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 0.9444444444444444), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 0.9444444444444444), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 0.875), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 0.9444444444444444)}"
ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb,"{'mỹỹm_97557290-0196-462e-8057-e1ef84dc9ee7': ('mỹỹm', 0.8888888888888888), 'eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 0.8888888888888888), 'ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88': ('ɨ̃:m', 1.0), 'eỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87': ('eỹỹm', 0.8888888888888888), 'eỹỹm1_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 0.8888888888888888), 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de': ('ỹỹm', 1.0)}"
tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5,"{'tsʹaah_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaah', 0.9444444444444444)}"
awäng_bf428c83-f99e-46c5-9eda-3733b60a7d09,"{'wäng_32c1318b-5ca9-4b72-a7b9-e465bcd32c3a': ('wäng', 0.8571428571428571)}"
mehëëm doo_bfd36b12-009d-4741-aa26-24642c4403ca,"{'ji mehëëm doo_41cdd323-ee8c-4975-aba4-daf5052fc895': ('ji mehëëm doo', 0.8695652173913043)}"
s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45,"{'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4': ('sëh', 0.875), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 0.875)}"
p’yym1_c58f3f30-b24e-49b3-89c7-a8dbbcc5fc5b,"{'pyym_48a754db-ea05-4440-bcad-eec33e19477e': ('pyym', 0.9444444444444444)}"
byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 0.8571428571428571), 'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëëh', 0.875), 'bə:h_962a8de8-7f65-4e60-b8a4c16d27943a33': ('bə:h', 0.875), 'bëëh_962a8de8-7f65-4e60-b8a4-c16d27943a32': ('bëëh', 0.875)}"
tatsëë_c7995d79-a53a-4ee3-ba03-b6b43eeea58c,"{'atsëë_e8b38791-7aed-416c-b546-7186f67846fa': ('atsëë', 0.8888888888888888)}"
bahõd2_c7fb0386-4f9c-4e01-b63e-98d57aeff3a4,"{'baho̰:d_5cc0dedf-d5e2-4ecc-bcfd2380f2e3b862': ('baho̰:d', 0.8846153846153846)}"
 =kóm2_c8ff3ede-cd52-435e-aa16-b8e6ad9ac937,"{' =kóm1_b4ef6f78-08bb-4d23-9cba-f68a176930c7': (' =kóm', 1.0)}"
h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7,"{'ho̰:_4113864d-2d85-4f29-909ef8deb4a55024': ('ho̰:', 0.9444444444444444), 'ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559': ('ho:h', 0.9444444444444444)}"
bet’ëëh_ca922974-ef94-4898-9d91-2105dc5d6641,"{'etə̰:h_8b0c5455-57ba-4527-b221f5feb1dc4945': ('etə̰:h', 0.9230769230769231)}"
nabuuj_cb6fe9b5-c752-4979-abff-e6d8db6d476b,"{'abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d': ('abuuj', 0.9090909090909091)}"
h’ëëw/h’yyw_cd431f73-caef-44e2-8c8c-bfdab027a9f5,"{'hëëw/hyyw_e3e69eca-b141-4371-89c7-fb0f3deefb05': ('hÿÿw', 0.9444444444444444)}"
kuruj-du_cee3da30-09cb-4fe7-8929-c2a990e5caa8,"{'kuruj du_cee3da30-09cb-4fe7-8929-c2a990e5caa8': ('kuruj du', 1.0)}"
warahen1_d19ed409-f161-40d6-90a9-dede5c019714,"{'warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8': ('warahen', 1.0), 'warahén_d19ed409-f161-40d6-90a9-dede5c019714': ('warahén', 0.9285714285714286)}"
atëëd2_d301533a-4748-4f8d-bbfc-ef485aae93c3,"{'atə:_0d9d214a-224c-47c4-8261fdf54959927f': ('atə:', 0.8888888888888888)}"
tii2_d3db1b0f-4558-4e63-94dc-a2d6b0d31def,"{'ti1_6e529536-55b7-49da-b65f-093cf90a0686': ('ti', 0.9)}"
mahũũr1_d5012807-382c-4ce2-ae64-fe70e83272d7,"{'mahũũr_d5012807-382c-4ce2-ae64-fe70e83272d7': ('mahũũr', 1.0)}"
wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0,"{'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 0.9), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 0.9), 'wə_a802edee-a71f-41cf-b15a48d2cd10f3e6': ('wə', 1.0)}"
tëëg hood_d8c36eed-f9d1-43ea-a049-1b237a789149,"{'tëëg hõõ_d8c36eed-f9d1-43ea-a049-1b237a789149': ('tëëg hõõ', 0.9166666666666666)}"
hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376,"{'hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576': ('hëë', 0.8571428571428571), 'hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0': ('hɨ:j', 0.875)}"
eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba,"{'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb': ('ỹỹm', 0.8888888888888888), 'ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88': ('ɨ̃:m', 0.8888888888888888), 'e&apos;ỹỹm_f10c9014-71b7-47c5-94e5-6838e40da1fe': (""e'ỹỹm"", 0.9545454545454546), 'eỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87': ('eỹỹm', 1.0), 'eỹỹm1_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 1.0), 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de': ('ỹỹm', 0.8888888888888888)}"
saaj_dc3953b0-31fc-42e9-80cd-d36a8c270fb5,"{'sëëj2_676891fe-11be-4098-ba43-4c4bd187bf1f': ('sëëj', 0.875)}"
nad’ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1,"{'nad&apos;ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1': (""nad'ëëd"", 1.0)}"
kamak_dfae89f9-0470-48cd-9b48-c0d0ab77f609,"{'kamag_bc987b37-12a6-49c4-a1b8209cf0f6a9f7': ('kamag', 0.9)}"
bagä_e27bf773-9778-44d5-936b-d75996aaef64,"{'agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85': ('agä', 0.8571428571428571), 'bag_42869094-4228-4205-b0fbe7d95eddc3b2': ('bag', 0.8571428571428571)}"
hëëw/hyyw_e3e69eca-b141-4371-89c7-fb0f3deefb05,"{'h’ëëw/h’yyw_cd431f73-caef-44e2-8c8c-bfdab027a9f5': ('h’ÿÿw', 0.9444444444444444)}"
hahëëm_e3fd55a7-d7df-464d-8b02-0174750804c5,"{'cahə:m_09e660e5-6ad4-4eb4-a641e96e69c773e5': ('cahə:m', 0.875)}"
eoom_e666abf2-eabe-4681-948b-72a9af0c2ed9,"{'esoom_643f0104-b9a7-4133-b4f9-46670305d01e': ('esoom', 0.8888888888888888), 'ejoom_6619529f-3c74-4534-9c94-58b32e97e01a': ('ejoom', 0.8888888888888888)}"
 =gʹaad_ea75dfe4-c1ed-4061-9274-9d1552506703,"{' =g&apos;aad_ea75dfe4-c1ed-4061-9274-9d1552506703': ("" =g'aad"", 1.0)}"
ajʹyy_ece00d00-4ed6-47ba-9536-ac3be8cafafe,"{'aj&apos;yy_ece00d00-4ed6-47ba-9536-ac3be8cafafe': (""aj'yy"", 1.0), 'j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a': (""j'yy"", 0.8888888888888888)}"
mooh1_f3b52f1a-d90c-47a3-a82e-0f14c1209ae3,"{'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 0.875), 'wooh_26bc7f23-fb0b-4d30-93e4-da9a7933066d': ('wooh', 0.875)}"
hũũt_fcbc9a08-ecac-4e11-b568-cad430854b14,"{'hũ:t_ccfd21a0-acc5-4821-95f9e6b5b9d5570e': ('hũ:t', 1.0)}"
na_0126d0ce-96ed-408a-bd2866f3a4628410,"{'na_502c638d-8616-4812-b9667966da16815c': ('na', 1.0), 'na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e': ('na', 1.0)}"
ema:n_03582b22-b335-4af8-8c232043541e28f9,"{'ebaan_a4743021-4fb5-4c67-a96c-b605a21e6d44': ('ebaan', 0.9)}"
ebo:h_058fbf01-f274-4cf7-a1c28b39c2d69bb2,"{'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 0.8888888888888888)}"
pɛ:_05ad656e-97a8-4319-9d08620ffd56db91,"{'pɛ:c_0cd62ddb-87a1-4f24-a851252d7439844b': ('pɛ:c', 0.8571428571428571)}"
baʃoŋ_061b4156-051a-46d0-8236cd083292686,"{'baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b': ('baʃo:h', 0.8636363636363636)}"
hẽ_081a7a8a-0158-4d80-abaed16c5ebdcef8,"{'hẽ_3bf2f3c2-3b71-4c02-9a24b506631eabbc': ('hẽ', 1.0), 'hẽɲ_63c8102a-b241-4712-a83870b21b5a086f': ('hẽnh', 0.8571428571428571)}"
karaʃ tɨd_08f16d6a-c83c-4cc3-abaf29b1849cf983,"{'karaʃɨd_1586f3ed-3480-4767-8d98e5fd9e2ae9a8': ('karaʃɨd', 0.875)}"
po̰:h_0978090e-f818-4a26-b58cf420dbef4260,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 1.0), 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 0.9444444444444444), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 0.9), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 1.0)}"
cahə:m_09e660e5-6ad4-4eb4-a641e96e69c773e5,"{'hahëëm_e3fd55a7-d7df-464d-8b02-0174750804c5': ('hahëëm', 0.875)}"
pɛ:c_0cd62ddb-87a1-4f24-a851252d7439844b,"{'pɛ:_05ad656e-97a8-4319-9d08620ffd56db91': ('pɛ:', 0.8571428571428571)}"
atə:_0d9d214a-224c-47c4-8261fdf54959927f,"{'atëëd2_d301533a-4748-4f8d-bbfc-ef485aae93c3': ('atëëd', 0.8888888888888888), 'atə:h_7e4715cc-02ed-41de-b7e86d2b30d174ce': ('atə:h', 0.9444444444444444), 'atə:k_e4926732-ea43-4a15-986d9d6de8130da3': ('atə:k', 0.8888888888888888), 'adëë_d39b9583-3673-442f-8a80-19cb72795322': ('adëë', 0.875)}"
kã̰:d_0e39e610-eab0-434f-95dba602eca2041e,"{'g&apos;aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa': (""g'aad"", 0.8636363636363636)}"
haja̰:_0e588062-5b1b-40b9-be2057b3c3c79c72,"{'hajaar_8214f460-f0df-4453-97a7-9b50fa6d0cb4': ('hajaar', 0.875)}"
u:h_1173027f-de25-43fe-b73c8e947d64965e,"{'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4': ('nuuh', 0.8571428571428571), 'du:h_1c1e2650-1809-4f40-a14833b3a9902630': ('du:h', 0.8571428571428571)}"
hɨ̰̃:b_13495014-5582-4f05-84fc3cb0ed8b0ed3,"{'h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49': ('h’ëëb', 0.8636363636363636), 'tahʹỹỹb_979a8c31-a85b-459d-b598-414010f8b465': ('tahʹỹỹb', 0.8571428571428571), 'tah&apos;ỹỹb_979a8c31-a85b-459d-b598-414010f8b465': (""tah'ỹỹb"", 0.8571428571428571)}"
tɨ:p_13f20b79-cfed-486c-8791fb295eb27378,"{'tɨ:_e4e003b3-b87d-4e64-853a137ee8f53b30': ('tɨ:', 0.8571428571428571)}"
karaʃɨd_1586f3ed-3480-4767-8d98e5fd9e2ae9a8,"{'karaʃ tɨd_08f16d6a-c83c-4cc3-abaf29b1849cf983': ('karaʃ tɨd', 0.875)}"
pana̰:_167b4818-2852-44f2-aef766c8c4ba3c2e,"{'panaar_5df6f1bc-f203-4ab8-a0c6-d9a93b1400f2': ('panaar', 0.875), 'pan&apos;aa_09920e5c-4e7b-42e1-b949-ea77191bd8df': (""pan'aa"", 1.0)}"
wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0,"{'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 0.8571428571428571), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 0.8571428571428571)}"
hə̰:w_1925e868-c252-4c83-b71133d6d98f1f6a,"{'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b': ('h’yyw', 0.9), 'hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380': ('hɨ̰̃:w', 0.8636363636363636)}"
aɨ̃:_19e218c6-b4ae-40c8-b4d6d7227c76b973,"{'ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f': ('ahɨ̃:h', 0.9), 'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': ('ahỹỹh', 0.9)}"
mamec_1a267230-fb27-4cf5-b2e1ba438da4a71,"{'mame_1a267230-fb27-4cf5-b2e1-0ba438da4a70': ('mame', 0.8888888888888888)}"
tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,"{'tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e': ('tũ:', 0.9444444444444444), 'tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d': ('tũ', 0.875)}"
hḭ̃:w_1b5889d9-62f6-4a22-b429fbaee69d90ce,"{'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b': ('h’yyw', 0.8636363636363636), 'hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380': ('hɨ̰̃:w', 0.9166666666666666)}"
du:h_1c1e2650-1809-4f40-a14833b3a9902630,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 0.875), 'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4': ('nuuh', 0.875), 'u:h_1173027f-de25-43fe-b73c8e947d64965e': ('u:h', 0.8571428571428571)}"
paʃu:_1cbf64eb-ab01-4630-bed885c997349823,"{'aʃu:_844f59f2-271d-44ac-98c625f13b1b75d0': ('aʃu:', 0.8888888888888888)}"
kabə:_1cd66356-7a6f-4152-b323ad2a5c5aabaf,"{'kabë2_95545367-b996-4a77-88a4-91898494b4b3': ('kabë', 0.9444444444444444)}"
maʃã̰:h_1cea3332-ac1d-44f0-ad978d82420abd3d,"{'maʃa:_481eb163-0cd4-42fd-811554fb20c95b09': ('maʃa:', 0.8846153846153846)}"
cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,"{'cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f': ('cɨ:', 1.0)}"
ʃabu:_1f9956bb-f8c8-4d6b-97f82ccc35787d61,"{'sapuu_aca80f49-f37b-4756-a63b-f87397345f3a': ('sapuu', 0.9)}"
tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,"{'tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7': ('tũ:h', 0.9444444444444444), 'tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d': ('tũ', 0.9285714285714286)}"
hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb,"{'ʌ̃h_76c0c9b7-a018-4dfc-914d28f21d9c1e81': ('ʌ̃h', 0.8571428571428571)}"
jamad_275da60d-aa15-4ba5-9b8a77e7ba77e472,"{'jahamad_6d3a98b8-7a59-4188-ab3b-8ebcdb2d3359': ('jahamad', 0.875)}"
awɨ̰:t_28c22592-67e2-46c3-98ea6d35223f641a,"{'aw’yy_3e061932-3d4a-46c8-9c3e-0879bbb207aa': ('aw’yy', 0.9090909090909091), 'mawyyt_5f74d4a3-54da-44ba-8ba4-d5ab20a32d82': ('mawyyt', 0.875)}"
jə:_2c080526-9fce-432c-a1b147f3bcf43968,"{'jëë_a0520e71-1c6b-440a-bfb4-073d8767e810': ('jëë', 1.0), 'jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6': ('jə:h', 0.9285714285714286)}"
manṵ̃c_2c48a8a4-7fdd-4fe9-96f7ace262c92281,"{'man&apos;uuts_898ee1a2-ed1e-4b76-ae8d-ab5b1600b6d1': (""man'uuts"", 0.9285714285714286)}"
da:p_2c5b7407-1bb9-4ee2-b7438ad9b0f2f317,"{'da:b_6c6f913f-603e-4dd7-99d1c9122d333284': ('da:b', 0.875)}"
ʃʌg_2d575f27-16ba-4d8b-b93bc3707a2b03f9,"{'säg1_6a527141-817f-4a53-a47f-032cdbde864b': ('säg', 1.0)}"
jɔ_319f5a88-6001-437b-9f8edadc0a51d8b,"{'jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c': ('jɔh', 0.9)}"
tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,"{'t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984': (""t'aah"", 0.9)}"
go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b,"{'go:r_78eea66c-9fe0-4ee5-a7ca79a089efa99a': ('go:r', 0.8571428571428571)}"
ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19,"{'ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f': ('ʃḭ:', 0.9285714285714286)}"
wʌ:ɲ_345e0be9-fd6c-4456-b6f4f3418d520ceb,"{'wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5': ('wʌ:', 0.8571428571428571)}"
hã̰:k_349f393a-4584-4d98-8af48b0677f466c0,"{'ha:k_c0fa3ce4-38f4-40ac-bb8c1f8ae64f94a0': ('ha:k', 0.9)}"
hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7,"{'ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf': ('ha', 0.9)}"
tah_396fe9f8-b06b-48e2-92a74335e87b321d,"{'t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984': (""t'aah"", 0.875)}"
hewo:ɲ_397db076-cf3b-4301-9885681cbbd2ec1a,"{'hewooj_397db076-cf3b-4301-9885-681cbbd2ec19': ('hewooj', 0.9166666666666666)}"
ʃɔ:_39949de8-fe17-4f70-b9672053c6b26205,"{'ʃɔ:p_6ed80681-abaa-4ad6-894e771dfb41aa9d': ('ʃɔ:p', 0.8571428571428571), 'ʃɔ̰:_8d669ad1-8a35-4d91-bda3160c4dbf2672': ('ʃɔ̰:', 0.9285714285714286)}"
bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467,"{'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 0.875)}"
hẽ_3bf2f3c2-3b71-4c02-9a24b506631eabbc,"{'hẽ_081a7a8a-0158-4d80-abaed16c5ebdcef8': ('hẽ', 1.0), 'hẽɲ_63c8102a-b241-4712-a83870b21b5a086f': ('hẽnh', 0.8571428571428571)}"
gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c,"{'gõ̰:h_eb41f0ed-d6f9-4d6e-85b336781b9f4841': ('gõ̰:h', 0.8636363636363636)}"
ho̰:_4113864d-2d85-4f29-909ef8deb4a55024,"{'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7': ('h’ooh', 0.9444444444444444), 'ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559': ('ho:h', 0.875)}"
etḛ̃:h_4197a191-56a9-4b31-a19b7db11ecd7572,"{'etḛ̃:k_9ce91b9e-1b17-4b89-bea48a10eba076c2': ('etḛ̃:k', 0.8928571428571429)}"
ma_4264a5f5-d297-4c5e-9ce680ae7193474b,"{'ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a': ('ma', 1.0)}"
bag_42869094-4228-4205-b0fbe7d95eddc3b2,"{'bagä_e27bf773-9778-44d5-936b-d75996aaef64': ('bagä', 0.8571428571428571)}"
gamãg_442a9fb3-e66d-4f8c-a0fc2291cbef737b,"{'kamag_bc987b37-12a6-49c4-a1b8209cf0f6a9f7': ('kamag', 0.8636363636363636)}"
hɨ̃:j_4462532d-74ae-455b-84335a21f802135a,"{'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77': ('hỹỹj', 1.0), 'hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0': ('hɨ:j', 0.9444444444444444), 'ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736': ('ɨ̃:j', 0.8888888888888888)}"
akə:_46f2c675-ccd1-4908-8693cea8ae7dc036,"{'dakə:_72943245-797e-4342-b1592272bb0b1244': ('dakə:', 0.8888888888888888)}"
tahũ:m_480edbaa-0ba8-4eae-968e71ba5dbe2439,"{'ahṵ̃:m_7101b90d-ca9a-4580-9d2ad92b4ebe63d8': ('ahṵ̃:m', 0.8928571428571429), 'tahũ:k_c560af5a-d243-4a19-8738f3c43449f3b9': ('tahũ:k', 0.8571428571428571), 'kahũũm_edb14c07-f4e4-49ef-8e80-ffbedcf5072a': ('kahũũm', 0.8571428571428571)}"
maʃa:_481eb163-0cd4-42fd-811554fb20c95b09,"{'maʃã̰:h_1cea3332-ac1d-44f0-ad978d82420abd3d': ('maʃã̰:h', 0.8846153846153846)}"
hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0,"{'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77': ('hỹỹj', 0.9444444444444444), 'hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376': ('hëëj', 0.875), 'hɨ̃:j_4462532d-74ae-455b-84335a21f802135a': ('hɨ̃:j', 0.9444444444444444)}"
hɨ:h_4a6af09e-19e4-45b8-8276edcd7b1ff9,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 0.8571428571428571), 'hi:h_66d26891-79d8-4e55-bd384345ac314077': ('hi:h', 0.875)}"
nʌ_4b7f5948-bdce-4500-aff6a4162c201a27,"{'nä1_4b7f5948-bdce-4500-aff6-a4162c201a26': ('nä', 1.0)}"
hagã̰:ʃ_4d9901f6-f587-460a-86b1a99f9948abdb,"{'heg’ããs_701ede49-6082-49ba-9bb8-839bb0f857e8': ('heg’ããs', 0.875)}"
bi:ʃ_4e4766cf-1634-41cf-8f2b8a53fcce110e,"{'bii_fb6c7157-1b9b-4d1b-9926-dcdea3043357': ('bii', 0.8571428571428571)}"
pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d,"{'pɔ̰̃:d_708f622c-e2c2-456a-a655df9b7f44ae2': ('pɔ̰̃:d', 0.9166666666666666), 'pɔ̰̃:d_ab0cfaae-c21c-4d6f-a26cb1212aa99937': ('pɔ̰̃:d', 0.9166666666666666)}"
na_502c638d-8616-4812-b9667966da16815c,"{'na_0126d0ce-96ed-408a-bd2866f3a4628410': ('na', 1.0), 'na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e': ('na', 1.0)}"
wɛm_505924e7-a7a4-4f83-97104453b3e9047e,"{'wɛ̃m_d85377b8-bd2e-46c4-b056cf8c3e2a4e88': ('wɛ̃m', 0.9285714285714286)}"
maʃɨ:h_516a18a7-044b-47cb-a43b2b963878253d,"{'mahɨ:h_99331f07-019a-4e63-ba089b2b6308fe5d': ('mahɨ:h', 0.875)}"
do:_53082cdc-d65b-4949-94043a47fd80f8b6,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 0.9285714285714286), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 1.0), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 1.0)}"
jɨ̰:t_5433c61f-5cd9-4e4b-a03d7eacb676ef0f,"{'j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a': (""j'yy"", 0.8888888888888888)}"
bu:j_54613d00-08ea-44ed-b99659610ba3cac7,"{'booj_3c9337be-a478-493e-bed4-c0f035f02c63': ('booj', 0.875), 'abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d': ('abuuj', 0.8888888888888888)}"
ma _54824c04-d384-4521-8a423b26b9a0c86f,"{'ma=_4d9fb59f-a91b-4993-be66-06611c118977': ('ma=', 1.0)}"
jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c,"{'jɔ_319f5a88-6001-437b-9f8edadc0a51d8b': ('jɔ', 0.9)}"
tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3,"{'tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23': ('tɨ:ŋ', 0.9285714285714286)}"
puh_57bb72df-4cf6-4402-bd614bed152962c1,"{'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 1.0), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 0.875)}"
ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736,"{'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77': ('hỹỹj', 0.8888888888888888), 'hɨ̃:j_4462532d-74ae-455b-84335a21f802135a': ('hɨ̃:j', 0.8888888888888888), 'mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac': ('mỹỹj', 0.8888888888888888)}"
ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b,"{'ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64': ('ʃa:h', 1.0)}"
baho̰:d_5cc0dedf-d5e2-4ecc-bcfd2380f2e3b862,"{'bahõd2_c7fb0386-4f9c-4e01-b63e-98d57aeff3a4': ('bahõd', 0.8846153846153846)}"
abə̰:h_61005ddd-f254-40c6-b2cd2f1a0e5ce7b5,"{'apëëh_6a9e3b06-de1f-422d-a058-053dfc248b66': ('apëëh', 0.8636363636363636)}"
bə̰:p_61864f59-37ff-4169-92dcb8034e5db3e4,"{'b&apos;ëëp_61864f59-37ff-4169-92dc-b8034e5db3e3': (""b'ëëp"", 1.0)}"
hẽɲ_63c8102a-b241-4712-a83870b21b5a086f,"{'hẽ_081a7a8a-0158-4d80-abaed16c5ebdcef8': ('hẽ', 0.8571428571428571), 'hẽ_3bf2f3c2-3b71-4c02-9a24b506631eabbc': ('hẽ', 0.8571428571428571)}"
po̰p_663cf027-4684-4541-a231ff7dea821110,"{'po̰:p_d7c15097-e7aa-466b-b75bf54b0e2625db': ('po̰:p', 0.9444444444444444), 'p&apos;oop_225f6321-c78f-4ebb-8e0a-cedffeee98c5': (""p'oop"", 0.9444444444444444)}"
hi:h_66d26891-79d8-4e55-bd384345ac314077,"{'hɨ:h_4a6af09e-19e4-45b8-8276edcd7b1ff9': ('hɨ:h', 0.875)}"
jara:k_67892484-cc37-4642-b7d8f72b736f6255,"{'jarakë2_2374aefe-208a-41a4-82e8-0828d5d0a65f': ('jarakë', 0.875)}"
