entry_id,bibliography,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
jaah_73c5535f-972b-4711-b80a-904d9c468a08,Fieldnotes Epps/Obert; 2018,2018-07-11T00:07:32Z,,jaah,stem,{},,ja:h,['c9f767f7-b1b3-4859-b9bf-21721018cdf4'],,{}
kane_73d83938-7dd3-4d14-8827-94003b6ffa18,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,kane,stem,,,kadnẽʔ,['04ec6095-316f-44b5-ab59-5f5ad24b34b3'],,{}
tat&apos;aah_73df0f03-b64d-4afc-a11b-8558da89c891,Epps/Obert Fieldnotes 2018,2019-01-14T03:46:55Z,2019-01-14T03:46:55Z,tat'aah,stem,"{'Note': ""great-grandson= tatat'aah""}",{'Sil Dict 2011': 'tatʹaah'},tataʔah %OR% tata̰:h,"['28c9eda7-a205-4e1f-8803-3608776f3a4c', '37d35f87-6a25-4537-9dd5-ce21c1e67f8b']","{'tatʹaah_8655a1bc-a95f-4192-a901-75f8cb59008d': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
nu k’ëë_740bd66c-bce6-41f0-b0db-badc43e94128,Fieldnotes Epps/Obert; 2018,2018-07-07T17:41:08Z,,nu k’ëë,phrase,{'Note': 'problem: nũ kǝʔeʔ or  nũ kɨʔɨʔ'},,nũ kǝʔeʔ,['60ce194c-de53-425d-94f3-03645fc7df79'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
ji soog_74595da6-313c-4cb2-b5a7-77ef65a283f6,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,ji soog,phrase,,,jiʔ ʃo:g̚,['0b09a44c-fd6f-44a4-9588-529a36ef66c9'],,{}
ji ma poo oow péh_7461304a-4ba5-4aec-bdc6-221a73962407,Fieldnotes Epps/Obert; 2018,2018-07-27T19:46:56Z,,ji ma poo oow péh,phrase,{},,ji ma po: ˈʔo:w ˈpɛh,['2a168e51-005e-4508-91cf-1ae4015b6b8f'],,{}
ahyyh1_7491ca4e-d841-47c4-9f9e-cfc66b856aa8,SIL Dict 2011,2018-03-08T07:17:52Z,,ahyyh,stem,{},,ahɨ:h,,,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo'}}"
aä̃_74df2d38-d4c9-40fb-98a2-8b980f93bfde,SIL Dict 2011,2018-03-08T07:17:52Z,,aä̃,stem,{},,aʔʌ̃,,,"{'aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
arook1_755a9854-5522-45a5-81f3-48a5d642443c,Fieldnotes Epps/Obert; 2018,2018-03-22T17:09:23Z,,arook,stem,{},,aɾo:k,['3788e05c-3f9f-4d44-bdbe-902018a84899'],,{}
har’ëëng_75809c11-9e9f-4fef-a92c-c3fa46828610,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,har’ëëng,stem,,{'Sil Dict 2011': 'harʹëëng'},haɾəʔəgŋ,['9443f9d5-d1bb-42b8-86ac-1fe40199862a'],"{'harʹëëng_acb44c41-79ab-4a47-b9b0-40038d45c8bf': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
abooh_75980a60-b041-4e09-8baa-7c31b0755126,SIL Dict 2011,2018-03-08T07:17:53Z,,abooh,stem,{},,abo:h,,,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
depaa_75bd1f7c-9858-415e-b5af-2dd2e7fe79ab,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,depaa,stem,,,depa:ʔ,['060c3797-4242-4c5d-93b0-5fa4fa67904f'],,{}
kaan_7614d499-7ba2-4fe8-8764-704e13c61d5f,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,kaan,stem,,,ka:dn,['7bcb7095-c9cd-43ac-a3fd-151040becd4b'],,{}
wah’ëë säg_761d05d9-bb09-467e-b1fc-f9eb4975877a,Fieldnotes Epps/Obert; 2018,2018-07-07T17:52:06Z,,wah’ëë säg,phrase,{'Note': 'problem:  wahˈhǝʔǝʔ ʃʌg˺ or waˈhɨʔɨʔ  ʃʌg'},,wahˈhǝʔǝʔ ʃʌg˺,['21a71259-4fd3-49a8-b2eb-2a178c69ac6b'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
daar_76bad5b4-e619-4d3c-b911-8e14ae184d16,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,daar,stem,,,da:ɾᵊ,['8584726a-d026-40f0-b75b-9cd753040ab7'],,{}
tsararʹẽẽ_7782df10-d3ef-4a40-9740-8e8a32c0d2ad,SIL Dict 2011,2018-03-08T07:17:53Z,,tsararʹẽẽ,stem,{},,ɟaɾaɾḛ̃:,,,"{'9727a434-1d36-4144-bdfa-e890bc9b7624': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}"
eba(h)_7865f86a-bc3f-4cbc-94a2-1b2a25389631,SIL Dict 2011,2018-03-08T07:17:53Z,,eba(h),stem,{},,eba(h),,,"{'fd034ead-ae35-414c-aad2-4b9e0f677a10': {'type': '_component-lexeme', 'variant-type': 'Plural'}}"
anaak_786a66da-ee64-4cd0-b5d7-d98c0ee6d3be,Fieldnotes Epps/Obert; 2018,2018-07-06T19:32:40Z,,anaak,stem,,,,['07fb59c9-0be7-494f-aad7-75903f506c21'],,{}
awʹõõj_787ee2a4-05a5-4f61-8dd9-caf10e842f21,SIL Dict 2011,2018-03-08T07:17:53Z,,awʹõõj,stem,{},,awõ̰:j,,,"{'4f76dc7a-9fac-42a8-9cd2-fb8537beadf1': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
wʹëët_78cc870c-148a-4b0a-b684-18e13bce9b43,SIL Dict 2011,2018-03-08T07:17:53Z,,wʹëët,stem,{},,wə̰:t,,,"{'2c08905d-ed34-4bce-a5d7-9819044844bd': {'type': '_component-lexeme', 'variant-type': 'Ext.(?)'}}"
papuuj_7915d923-4f4c-4561-b7d2-ae701a0032ec,Fieldnotes Epps/Obert; 2018,2018-07-07T17:43:45Z,,papuuj,stem,{},,paˈpu:j,['81d6c196-eabe-45cf-9c25-3f10765bbb5b'],,{}
awaar_7941eab2-6521-4894-ab06-a769c7e59eba,Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:53Z,,awaar,stem,{},"{'Barbosa': 'ʔawaɾ', 'Weir': 'awaal'}",ʔawa:ɾǝ,['f29f17fb-2c81-400d-8bb4-f183d2ff5369'],"{'ʔawaɾ_02cfa92b-6ede-4498-a37c-7f6ef21e91b0': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'cachorro'}, 'awaal_39fa617f-734d-4d5e-866c-120030def907': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1986; dog'}}",{}
aoot_7a2019e0-f465-4197-8fb1-9a054260d1db,Fieldnotes Epps/Obert; 2018,2018-07-09T23:53:19Z,,aoot,stem,{},,ʔaˈʔɔ:t˺,['d59ed63e-455d-4631-afc4-79845c4db181'],,{}
tahʹũũg_7aa8a715-eb2d-4621-9155-2f1f0e2ba1a0,SIL Dict 2011,2018-03-08T07:17:52Z,,tahʹũũg,stem,{},,tahṵ̃:g,,,"{'391d2895-022d-4e26-9e36-1d6993578635': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
eriih_7b220d07-1e11-4f11-b07f-4cefc59183e6,SIL Dict 2011,2018-03-08T07:17:53Z,,eriih,stem,{},,eɾi:h,,,"{'c04f78de-1738-43f9-9aba-fb3f4335aef5': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
gahõh_7b6d0386-b6e8-493c-9fa8-4369a9497543,SIL Dict 2011,2018-03-08T07:17:53Z,,gahõh,stem,{},,gahõh,,,"{'e319da77-1fc1-4adb-91d9-61a158dc0da8': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
samad_7b965db4-8b15-4022-97e1-3380bd18799a,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:56Z,,samad,stem,,,ʃabmãd̚,['28cf09b1-08ef-437e-a7bb-31e8fc298ddf'],,{}
habëë_7bb289f9-6ac8-4f7f-8a8f-363b81b3c205,SIL Dict 2011,2018-03-08T07:17:53Z,,habëë,stem,{},,habə:,,,"{'a5ff997c-ff1b-4fa9-a8d0-3d48dd8bd76a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
kaherʹõõnh_7bbf61e9-e439-4aff-be90-873582668e04,SIL Dict 2011,2018-04-03T22:36:52Z,,kaherʹõõnh,stem,{},,kaheɾõ̰:ɲ,,,"{'karõnh_95ddf4af-ee8c-44db-bddf-51f729601920': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}"
mahyh_7bc16434-7bac-4022-be8d-1787b33858fe,SIL Dict 2011,2018-03-08T07:17:53Z,,mahyh,stem,{},,mahɨh,,,"{'2fdaaa67-fb7c-47a8-a5ae-860572f96d7c': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
sëëw_7c511834-586a-456c-884a-02fda6ccd6aa,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,sëëw,stem,,{'Martins': 'ʃɤːw'},ʃə:w,['5ccc7fd8-e6aa-432b-b538-67270ef1447d'],"{'ʃɤːw_009b3e07-21aa-4c01-aeda-2447f5bc3e94': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
karepé_7c800678-ce5e-401e-abba-a2b95fbbf65c,Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:53Z,,karepé,stem,{},,kaɾeʔˈpɛʔ,['f86c939e-6f98-4cb1-8f10-7a106cd916da'],,"{'karapee _0608a430-217f-4595-8307-b236eef0ae5b': {'type': '_component-lexeme', 'variant-type': 'Plural'}}"
mana2_7cf0d1ff-d22c-4d11-afd0-5c89203d1b2a,SIL Dict 2011,2018-03-08T07:17:53Z,,mana,stem,{},,mana,,,"{'1d552273-f279-489e-9a65-9f0ba9cb6022': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a,Fieldnotes Epps/Obert; 2018,2018-07-04T14:22:00Z,,tahóh,stem,{'Note': '(ji) tahóh'},,taˈhɔ:h,['0ecba83b-2c7c-4379-8471-565bceda5869'],,{}
maj’ëe_7d9b566b-8897-43aa-aa2c-44c3136b2409,Fieldotes Epps/Obert; 2018,2018-07-27T22:55:14Z,,maj’ëe,stem,{},,,['f69a73c7-5733-40ea-9196-3004f374dfc5'],,{}
atsuuk_7ed2ad67-026d-4534-83c1-b37b8b08324d,Fieldnotes Epps/Obert; 2018,2018-07-15T20:43:02Z,,atsuuk,stem,{},{'Martins': 'ɟuːk'},ʔaˈtʃ’u:k˺,['03a706b5-ef04-420c-8fb2-379d85310c4d'],"{'ɟuːk_4490816c-a10c-4d52-a75d-fe876900d6a0': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
tabanas’aa_7ee2ef4a-e224-4290-872c-2655d6eb5060,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,tabanas’aa,stem,,,tabadnãʃaʔaʔ,['3ce25195-3b1c-4c1b-8ffa-e4c799fb6d19'],,{}
t’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,t’ëëng,stem,,"{'Sil Dict 2011': 'tʹëëng', 'Martins': 'tɯ̰ːŋ', 'Barbosa': 'tə̰ːŋ'}",təʔəgŋ,['bab5f98d-d3ed-46f8-95f5-1512fd18bd7e'],"{'tʹëëng_fddfb54c-17be-4610-a9d5-8a92c52ddb9e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'tɯ̰ːŋ_8809f33f-e595-4f96-8d4d-cd4b936414ca': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'tə̰ːŋ_0cda8480-70b4-4ab5-aad4-b1e682a0bf8a': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'anta'}}",{}
hepõ_804ba3dc-742b-4d69-ba4c-969cb0d34c1f,SIL Dict 2011,2018-03-08T07:17:53Z,,hepõ,stem,{},,hepõ,,,"{'8b859c8e-4f06-4162-904c-0b3d029ad246': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
sok (sog?)_80913b3d-28ba-4da4-8c82-93874db73850,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:56Z,,sok (sog?),phrase,,,ʃok̚  ʃog̚,['80811e83-be04-40fd-95f2-a220bf016501'],,{}
wanakud_809c660e-34ea-41f0-bb23-4570f1ea6373,Fieldnotes Epps/Obert; 2018,2018-07-06T19:28:21Z,,wanakud,stem,{},,wanaˈkud˺,['765ef189-3688-4d30-b84d-d69ba2715694'],,{}
awa_81084abe-5872-41b3-bb65-8b687a3b00a1,Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:52Z,,awa,stem,{},{'Martins': 'awaʔ'},awa,['69e7fa0a-9e80-485b-b1e1-85464f8b716e'],,{}
hajaar_8214f460-f0df-4453-97a7-9b50fa6d0cb4,Fieldnotes Epps/Obert; 2018,2018-07-27T23:09:15Z,,hajaar,stem,{},,haˈja:ɾǝ,['cd6b8162-97b0-43ac-b876-69675eeaa301'],,{}
gatoj2_821cf217-373a-468c-809d-befd11a285c3,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,gatoj,stem,,{'Sil Dict 2011': 'gatoj'},k'atoj,['04136b99-da36-48b3-afdb-7c8a47d55bf9'],"{'gatoj1_078662dd-26f4-4367-9768-df5ae4614a59': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
dõm_821df784-fbcb-40de-a505-a26f965d09ed,Fieldnotes Epps/Obert; 2018,2018-07-08T18:00:21Z,,dõm,stem,{},{'Martins': 'dɔ̃m'},dɔ̃m,['febdc428-5f2f-41af-93e6-d42ce69de39d'],"{'dɔ̃m_93459811-747b-4906-8f97-6105912ab61e': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
padäg1_82f3367d-8f49-4938-b2ad-fda2f8534143,SIL Dict 2011,2018-03-08T07:17:53Z,,padäg,stem,{},,padʌg,,,"{'e3697b1e-4f93-4ceb-ad0c-61c4a1dfff2d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}}"
matsehỹỹk_8350fd0c-6736-486f-9b02-85b4d1fe85d4,Fielnotes Epps/Obert; 2018,2018-03-23T15:53:01Z,,matsehỹỹk,stem,{},,mãɉ’eʔˈhɨ̃:k˺,['60386658-4087-43a6-993c-100c8138b09a'],,{}
p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d,Fieldnotes Epps/Obert; 2018,2018-09-03T23:33:33Z,,p’ooh,stem,{},"{'Sil Dict 2011': 'pʹooh', 'Barbosa': 'po̰ːh', 'Martins': 'pɔ̰ːh'}",poʔoh,['86d16bb4-a2a6-4698-85d5-5452423b4cfc'],"{'pʹooh_273cba08-0c9f-4d9f-94d9-781b09b51113': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'po̰ːh2_54d92d11-2e4d-45ab-b4b2-76011f12d6a6': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'pɔ̰ːh_305a16c3-890b-41f0-bce8-2203310fd843': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
awëëh2_8393e2f2-37ff-47c8-a761-cb942a7e9830,SIL Dict 2011,2018-03-22T16:45:13Z,,awëëh,stem,{},,awə̰:h,,,"{'awëh_ad9e6c80-0862-401d-9958-6bba1d783910': {'type': '_component-lexeme', 'variant-type': 'Plural'}}"
basooh1_8408d89c-9412-4407-be64-483c830901dd,SIL Dict 2011,2018-03-08T07:17:53Z,,basooh,stem,{},,baʃo:h,,,"{'ac8a1843-388b-427b-918b-43d78bca995f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
agyyt_844f1202-4d2e-4db2-bdb5-08c5213c41af,Fieldnotes Epps/Obert; 2018,2018-07-10T23:14:38Z,,agyyt,stem,{'Note': 'problem:ʔaˈk’ɨ:t˺ or ʔaˈk’ǝ:t˺'},"{'Weir': 'gʉʉt', 'Sil Dict 2011': 'agyyt/(a)gëëd'}",ʔaˈk’ɨ:t˺,['9b1c0686-0243-47e2-a490-9ac118639250'],"{'gʉʉt_dc396093-f137-47ef-80dc-2bb879a4cf28': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
ëk tyd_84595ae0-72c2-42e8-81cd-c8fa5cba2e10,Fieldnotes Epps/Obert; 2018,2018-09-04T00:48:04Z,,ëk tyd,phrase,{},,,['3966a69b-7909-473a-8ee1-680e9c21c87b'],,{}
wabu_84cbb199-70f7-4c20-a174-1eeec4c14225,Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:53Z,,wabu,stem,{},,,['2fa64abe-8789-4608-b11c-6673593a90a2'],,{}
noo gesas_84eda790-0a62-4669-99fe-ecf1595dc479,SIL Dict 2011,2018-03-08T07:17:53Z,,noo gesas,phrase,{},,no: geʃaʃ,,,"{'1ec2db2b-7969-4b48-aa67-c849aa347849': {'type': '_component-lexeme', 'variant-type': 'Plural'}}"
masʹuunh_8559bd94-3002-47fa-9bdb-d233c00c1b13,SIL Dict 2011,2018-03-08T07:17:53Z,,masʹuunh,stem,{},,maʃṵ:ɲ,,,"{'bde7cccc-62dd-44d2-8f11-219d8b8e40a8': {'type': '_component-lexeme', 'variant-type': 'Plural'}}"
hasus_8597d570-4acf-46a7-b412-a4930d5ecada,Fieldnotes Epps/Obert 2018,2018-03-08T07:17:53Z,,hasus,stem,{},,haʃuʃ,"['bfedbe03-504f-4610-ba22-eabf4554d8bb', '20fae268-d8da-47e2-9773-c4622dc28b8c']",,{}
nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943,Weir 1990; Fieldnotes Epps/Obert; 2018,2018-06-20T05:09:53Z,,nooh,stem,{},"{'Martins': 'nɔ̃:h'}",nɔ̃:h,['82af27d8-5082-4a74-af50-27f58e9f36af'],,{}
waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301,Fieldnotes Epps/Obert; 2018,2018-07-08T17:54:48Z,,waëë,stem,{'Note': 'problem: waʔǝ:ʔ or waʔɨ:ʔ'},,waʔǝ:ʔ,['a246f705-b072-40bb-af1e-a1986882a05f'],,{}
p’eets hẽ_861f321d-8e0a-420b-ade0-944ee4181915,Fieldnotes Epps/Obert; 2018,2018-07-07T17:37:39Z,,p’eets hẽ,phrase,,{'Sil Dict 2011': 'pʹeets hẽ'},peʔeɉ hẽʔ],"['91dcc3b9-cc81-41c9-b099-8363fbeba894', 'b4de4d74-e91d-4833-b897-de1c99703bd9']","{'pʹeets hẽ_ec73ec5a-97dd-47c9-8c8c-1d937b51073f': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
hooj1_8685f141-0aa5-4267-b4cb-681284bbe011,Fieldnotes Epps/Obert; 2018,2018-09-04T00:24:04Z,,hooj,root,{},,ho:j,['81e020cf-ef14-4ff3-a5a9-b97ba22c0054'],,{}
ahoog_86909127-d6a9-47da-afae-0e5865240388,SIL Dict 2011,2018-03-08T07:17:53Z,,ahoog,stem,{},,aho:g,,,"{'ea5a29cc-72ea-4e5c-a30e-950944984663': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
asog_87882610-dbd6-4886-8420-10e5264fbfd6,SIL Dict 2011,2018-03-08T07:17:53Z,,asog,stem,{},,aʃog,,,"{'5e258d04-075c-4fb5-96a5-c8798ff6952f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
kalapéé_87b78cb7-da0a-4921-af02-465002851aad,Weir,2018-06-20T02:55:29Z,,kalapéé,stem,,,,,,"{'null': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': 'child'}}"
anäng_87bfc426-0444-4acf-b0cd-90d0356238ad,SIL Dict 2011,2018-03-08T07:17:52Z,,anäng,stem,{},,anʌŋ,,,"{'95d309a8-a9c1-4233-9460-e9a32e63560f': {'type': '_component-lexeme', 'variant-type': 'Singular'}}"
tyyw_87e0c426-d593-4ca1-8704-61dc46d5dc73,Fieldnotes Epps/Obert; 2018,2018-07-07T18:17:57Z,,tyyw,stem,{},{'Barbosa': 'tɨːw'},tɨ:w,['1dd45883-bae0-4b41-aa55-2236df1eb368'],"{'tɨːw_c9ecfce1-ed8a-4335-8793-9b265a3f6bd5': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
kasʹỹỹn_884bad00-f1bd-4d0d-8a8c-495d4b5d4796,SIL Dict 2011,2018-03-08T07:17:53Z,,kasʹỹỹn,stem,{},,kaʃɨ̰̃:n,,,"{'368c6261-51f4-4250-8989-35349bda0711': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}"
gawar’ëëb/gawar’yyb_88f5442a-e153-4784-ba0c-d6f0dd629fb3,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,gawar’ÿÿb,stem,,,k'awaɾəʔəb̚ k'awaɾɨʔɨb̚,['8a636d4b-32b0-4a71-88fd-0a7404cabc7f'],,{}
awad2_89445911-1a22-4be0-8351-b396b535c72a,Martins,2018-06-20T05:09:54Z,,awad,stem,,,,,,"{'c450b8da-5ae2-4d74-b02b-6159d9ad6a32': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Martins 2005; onça'}}"
aj&apos;eenh_8999f255-71ae-494a-b7f2-80b9925dc4ec,SIL Dict 2011,2018-03-22T18:30:56Z,,aj'eenh,stem,{},,ajḛ:ɲ,,,"{'f04d8c55-09b0-4744-8bbe-2e1ef6eb471f': {'type': '_component-lexeme', 'variant-type': 'Plural'}}"
sëën_89e12256-aa4d-4789-a64e-fc333256a009,Fieldnotes Epps/Obert; 2018,2018-07-06T20:30:39Z,,sëën,stem,{},{'Barbosa': 'ʃəːn'},ʃǝ:dn,['5c784c5b-38e2-421f-add2-dffe0f786aec'],"{'ʃəːn_9ff6ef51-bc0d-4bbc-b462-525c60f0df2f': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
baras’ĩĩnh_8a137ae8-04bc-445f-a244-e594703fa289,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,baras’ĩĩnh,stem,,,baɾaʃĩʔĩɲ,['1c81b13b-ad17-4d36-8f42-8fcf339c823e'],,{}
wii_8a4348e9-3bfb-46f0-8cd1-c70242ed07b9,Fieldnotes Epps/Obert; 2018,2018-07-05T14:22:46Z,,wii,stem,{},{'Martins': 'wiːʔ'},wiː,['c5eddb7f-85c5-4b2b-ba6d-8bcee5483b5e'],"{'wiːʔ_6775cf67-0f92-4ae5-a67c-dcd6102dce40': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
awyb_8a8b6eb1-52f7-4bc3-b7e1-c59a825a8e62,SIL Dict 2011,2018-03-08T07:17:53Z,,awyb,stem,{},,awɨb,,,"{'cc0a093c-aad2-425b-a4e7-8fde32d15024': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
wapëën_8a904b9a-c1a7-49ff-aeea-a5390a5181f6,Fieldnotes Epps/Obert; 2018,2018-07-10T23:36:15Z,,wapëën,stem,{},,waˈpǝ:dn,['00b261d7-dcc3-4ead-a393-e6216cc86b5a'],,{}
dahäng_8ab640ce-f06d-48f7-bdac-ab47cd48ff0a,SIL Dict 2011,2018-03-08T07:17:53Z,,dahäng,stem,{},,dahʌŋ,,,"{'8ac899b5-87a0-4f40-8381-223334c53938': {'type': '_component-lexeme', 'variant-type': 'Causativo'}}"
k’ããts tsyg_8ac18045-bd45-4c72-b53f-1a45c1a34510,Fieldnotes Epps/Obert; 2018,2018-07-06T18:57:18Z,,k’ããts tsyg,phrase,{},,kãʔãɉ˺ tʃ’ɨg˺,['9a9d2855-bda6-44b1-8127-cce238543d8b'],,"{'k’ããts_3a94f9ae-6b60-4f40-8241-3d12b67a67be': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Compound'}}"
kaɾabaʔ2_8ae97929-9a49-4389-8dab-54fb2d7a4e19,Barbosa,2018-06-20T05:09:53Z,,kaɾabaʔ,stem,,,,,,"{'6b4038ef-af5f-4b05-9c65-52c2ab3da3d3': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; arco'}}"
karããj tyd_8af32bd9-77a4-48a4-a78f-3069c07fd4a2,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,karããj tyd,phrase,,,kaɾã:j tɨd̚,['f787c59a-1b3e-4042-b602-fcbbe93eb8aa'],,{}
pasu_8af74d2a-1563-4ce6-8093-50ac023117f5,SIL Dict 2011,2018-03-08T07:17:53Z,,pasu,stem,{},,paʃu,,,"{'c3226410-55bc-4a39-b5d5-665bccb6854d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
hajẽẽw_8b0edc48-833c-490b-b363-8e9f882ac0c8,SIL Dict 2011,2018-03-08T07:17:53Z,,hajẽẽw,stem,{},,hajɛ̃:w,,,"{'390ec086-40fc-48fd-a775-fa235d5583eb': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
kajahaar_8b1b6651-97b4-4f62-bd90-7c6bbbde6a15,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,kajahaar,stem,,,kajaha:ɾᵊ,['96c8c9f1-de52-4a11-8ea7-db8475467392'],,{}
barajaa1_8bcc805c-c353-4304-baca-d3128a24e769,Epps/Obert Fieldnotes 2018,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,barajaa,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'baɾajaːʔ'},ˈbaɾaja:ʔ %OR% baraja:,"['a65dc2f6-4c79-409b-a3c8-c4bd2307b7e9', 'd984594b-4e06-43b6-bd2b-431609ff3c54']","{'baɾajaːʔ_be39ff9b-9dbb-4c1d-a9d1-2057f788873a': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",
tób_8e356cef-e3f2-4646-8e11-7c62d369a9fd,Fieldnotes Epps/Obert; 2018,2018-03-08T07:17:53Z,,tób,stem,{},,tɔb˺,['a3f474ed-1984-4273-8fb6-9d990568bbc3'],,{}
jamog_8e957d4c-e10d-4870-87b6-9dfd6ee44b85,Fieldnotes Epps/Obert; 2018,2019-01-14T03:46:55Z,,jamog,stem,,{'Barbosa': 'jamɔg'},jabmõg̚,['86d77eb4-debf-4e16-8a1c-7b0fb869dc12'],"{'jamɔg_cc35fe75-2dbf-432f-a1fa-1c3e802dd99d': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
tamaa_8f24b528-f97d-4d68-8bb1-3f78a7be44c1,SIL Dict 2011,2018-03-08T07:17:53Z,,tamaa,stem,{},,tama:,,,"{'fab79933-5699-4b6b-a062-a9cb5fc17138': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
awëëj_8ff17ad3-9807-456b-bb12-d3247732d93d,SIL Dict 2011,2018-03-08T07:17:52Z,,awëëj,stem,{},,awə:j,,,"{'af14f041-4eb0-4cc5-a2b4-4eca984911d4': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}"
nu kasewʹỹỹn_905727be-2f8d-48b1-ab46-01a0aeb93aa7,SIL Dict 2011,2018-03-08T07:17:53Z,,nu kasewʹỹỹn,phrase,{},,nu kaʃewɨ̰̃:n,,,"{'55d7c82e-f85a-4179-960d-a5f463c4a251': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}"
