entry_id,bibliography,citation_form,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
mapah_b822e839-8c6d-40df-b269-0a5a65773509,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,mapah,stem,,,mãpah,['484bdda3-653a-4e80-8dfc-8daaa88d5f4c'],,{}
b’aa tooh_b825287d-3aa4-4dc9-9011-07bab380e384,Fieldnotes Epps/Obert 2018,,2018-07-07T18:31:45Z,,b’aa tooh,phrase,{},,baʔa to:h,['488e94db-592f-45b7-9f26-4992cabe0416'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
hehud_b82a47dc-46f1-456c-8ef2-a60b69edde18,Fieldnotes Epps/Obert 2018,,2018-07-15T20:42:03Z,,hehud,stem,{},,heʔˈhud˺,['9894851c-dd8d-47d6-854a-48143a4dd300'],,{}
ehãm_b8594aa4-2eff-46d6-be59-412a2bc8c629,Fieldnotes Epps/Obert 2018,hãm,2018-03-08T07:17:53Z,,ehãm,stem,{},"{'SIL Dict 2011': 'Não indicativo: ehãw, Causativo: ehʹããm'}",ʔeˈhãm,['524de672-cfcd-498f-ad8a-ff63f63e40a6'],,{}
s’ỹỹw_b90d8855-d8de-43c3-a4b2-c876c27d497c,Fieldnotes Epps/Obert 2018,,2018-07-15T20:32:40Z,,s’ỹỹw,stem,{},,ʃɨ̃ʔɨ̃w,['5a40707f-ff6a-4c4b-9e2e-d72bcb4c9a68'],,{}
moo wät_b93d35b5-362a-4a1e-9cc9-ebca8539a59b,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,moo wät,phrase,{},,mɔ̃:ˈwǝt˺,['43443a2c-b52c-4b96-ae12-93d8f95fd8bb'],,{}
edas_b9570cff-1945-4547-b57e-71047f8dc573,Fieldnotes Epps/Obert 2018,das,2018-03-08T07:17:53Z,,edas,stem,{},,ʔeˈdaʃ,['cd5eb76c-c0a8-40be-905c-1cf2da368b56'],,{}
sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,sëh,stem,{},,ʃəh,['844c36b7-77dd-4af0-8a80-7040735b8893'],,{}
taju_b9feb5fe-8bc7-4677-bb98-57e7f4463a3d,Fieldnotes Epps/Obert 2018,,2018-07-27T20:05:35Z,,taju,stem,{},,taˈjuʔ,['cd1bdf95-2c19-4544-bf47-692a2029f954'],,{}
tsʹooh_ba2c8ff0-d117-4d2f-bb75-32e1760fe9de,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,tsʹooh,stem,{},,tʃ’oʔoh,['905f7d66-d1f4-4b4f-9af8-6046f1929d46'],,{}
masook_bad07ccf-c8ca-47a3-b227-48abab0ed633,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,2019-01-14T03:46:55Z,masook,stem,{},{'Sil Dict 2011': 'masook'},mãʃo:k̚,"['9f5d15a5-51ae-43d8-9199-e28dfde91a2b', '2541a40e-9b1f-4d71-a082-76c038d57610']","{'masook1_c48a21f1-805b-46a2-b9e7-706d9679045a': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
ji metyy doo_bb981eb0-8686-4579-88a8-2fd9c910caa5,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,ji metyy doo,phrase,,,jiʔ mẽtɨ:ʔ do:ʔ,['d561a8e1-eb42-4813-8765-62894a516bc3'],,{}
jari_bbaa0f20-3585-42c0-b1c0-d282645f34a0,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jari,stem,,,jaɾiʔ,['b1964713-cd79-41cd-a8ff-7fc4230c8e11'],,{}
rakonan_bc08bf85-fb0c-4686-8a4c-522ff7904200,Fieldnotes Epps/Obert 2018,,2018-06-20T05:09:54Z,,rakonan,stem,{},,ɾakonan,['0cb0fc95-2e15-4b30-9087-5a30543ef0ac'],,{}
karahyyr_bc5a171a-c00c-4782-93b5-020b90692266,Fieldnotes Epps/Obert 2018,,2018-09-04T00:29:22Z,,karahyyr,root,{},,,['cfac1d7b-3671-4f93-bf2f-3027cd011a8c'],,{}
wë puh_bccdd7a1-dbe5-4700-8b3a-cc3e9a91ae38,Fieldnotes Epps/Obert 2018,,2018-07-04T14:49:03Z,,wë puh,phrase,{},,wǝʔ puh,['55f0f337-b969-463e-801d-21fe47b1695b'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
jarana_bd32e479-6d6f-4eb6-9231-117817f4d9e0,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jarana,stem,,{'Sil Dict 2011': 'jarana'},jaɾadnãʔ,['90264752-e438-4aea-80d1-8a33152fd555'],"{'jarana1_7ed1327f-e40d-4e09-8a0e-7b022090c381': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
tsawaaj_bd4ddf53-09b2-485e-bb4b-06c84d176264,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,tsawaaj,stem,,{'Barbosa': 'ɟawaːj'},tʃ'awa:j,['1e5d684b-9692-43d8-bd75-2dc0d213702d'],"{'ɟawaːj_b03fc85e-ed55-4fb1-a5b5-02f36f54c659': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
suked_bd59b4dc-a884-4239-8082-4a8024871370,Fieldnotes Epps/Obert 2018,,2018-07-27T20:20:15Z,,suked,stem,{},,,['1c4ff100-5751-4a42-8911-3f08864bb84d'],,{}
kanapiih_bd918020-46ec-4386-951e-fac4fbba4784,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,kanapiih,stem,,"{'Sil Dict 2011': 'kanapiih', 'Barbosa': 'kanapĩh'}",kadnãpi:h,['3644aa64-8536-418d-a9ed-1b550216ac0e'],"{'kanapiih1_47fe5b8e-3eb3-4166-9d21-9e255bfeb45d': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'kanapĩh_acaedd39-1e2a-40d8-8ed5-c35abb7ae198': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'beiju'}}",{}
awäng_bf428c83-f99e-46c5-9eda-3733b60a7d09,Fieldnotes Epps/Obert 2018,wäng,2018-07-10T11:41:26Z,,awäng,stem,{},,ʔaˈwʌgŋ,['e41ae2a7-355a-4b2e-9a7c-0063e3aec580'],,{}
kamaag hood_bfcbd753-6acb-4a87-8983-edc001ca8493,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,kamaag hood,phrase,{'Note': 'lit morto-lugar'},,kabmã:g̚ ho:d̚,['fea59cc2-6cf0-4fbb-af6e-d277b4133602'],,{}
mehëëm doo_bfd36b12-009d-4741-aa26-24642c4403ca,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,mehëëm doo,phrase,,,mẽhə:bm do:ʔ,['1b3de5e7-5978-487c-9201-aad5e9e3d093'],,{}
awyp_c03f1cde-a2d3-4391-b4fb-7570ba1cd909,Fieldnotes Epps/Obert 2018,wyp,2018-03-08T07:17:53Z,,awyp,stem,{'Note': 'check noun status'},"{'Weir': 'ʔawɨp', 'SIL Dict 2011': 'Não indicativo: awyb'}",ʔaˈwɨp˺,['cc0a093c-aad2-425b-a4e7-8fde32d15024'],"{'ʔawɨp_01681d16-ebbc-4e5a-bea3-69455f2eb76e': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
wuug_c0870f59-5f40-4989-a45d-50672fc64c3e,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,wuug,stem,,,wu:g̚,['692c2550-3bed-4d32-9d02-cbf3dd73e5e1'],,{}
wawii_c1914a3d-013e-48cb-a439-131acd70b45e,Fieldnotes Epps/Obert 2018,,2018-07-27T20:36:04Z,,wawii,stem,{},,,['1bb9a9d1-2914-4dc6-9b3b-893787ea37d7'],,{}
mabëng_c197d537-44e1-4a6f-abe7-fa15aead02e7,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,mabëng,stem,,{'Barbosa': 'mabəŋ'},mãbəgŋ,['d2037ec6-96f8-4116-acb4-69375e82081a'],"{'mabəŋ_2e0a7a92-fed2-4403-94ac-b9bf1c602912': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
ji etook doo %OR% ji etook doo hood_c1ddf700-e8d5-4369-a3ea-1e2cd3593151,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,2019-01-14T03:46:55Z,ji etook doo (pestle) %OR% ji etook doo hood (mortar),phrase,{'Note': 'v. etook [pilar]'},{},jiʔ ʔeto:k̚ do:ʔ,"['78afa6f4-9915-4e6d-9e46-e39ad3b58ca2', '848e9ef3-9586-479e-a8f1-aae802cdfba4']",{},
 =tsyym_c1e709fa-6d3b-4ad6-b4aa-725e949fa179,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,, =tsyym,stem,{},,tʃ’ɨ:bm,['5959e1f7-66f6-4b2e-a04b-005053e9df1a'],,{}
patug_c1f04c5c-89ef-403c-988f-4236d1de4a15,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:56Z,,patug,stem,,"{'Barbosa': 'patuk', 'Sil Dict 2011': '(pa)tug', 'SIL Dict 2011': 'Plural: patʹuuk, 1S Possessivo: patuk ỹỹ'}",patug̚,['26c894d3-bb0d-41f6-9e29-5a2ee36f6773'],"{'patuk2_2e68cc00-c5fe-4d28-ae84-197a9603094c': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'patug1_68ff8d38-34fa-472c-87a3-4bada7ef12a6': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'patuk1_19d93933-7d2f-4546-8ad9-1659bbd4153a': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'marido'}}",{}
s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,s’ëëh,stem,,,ʃəʔəh,['431cc8ac-d472-4e0d-ac50-391d9f9f1415'],,{}
gas’yys_c31e8d45-61a7-47bf-b5aa-296c58a8d731,Fieldnotes Epps/Obert 2018,,2018-07-10T15:47:27Z,,gas’yys,stem,{'Note': 'problem: k’aˈʃǝʔǝʃ or k’aˈʃ ɨ̃ʔ ɨ̃ʃ'},,k’aˈʃǝʔǝʃ,['dffbda04-3a7b-4ada-b977-704815a62858'],,{}
dawÿÿt_c3758ea2-d00a-4913-904a-8eee6d7c0ae1,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,dawÿÿt,stem,{'Note': 'problem:  daˈwǝ:ʔ or dawˈɨ:ʔ'},,daˈwǝ:ʔ,['82cbb80d-ed11-47dc-9f68-af19cb7de65d'],,{}
jag_c3965c56-0a44-4337-9442-b76f3f1ecc37,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jag,stem,,"{'Sil Dict 2011': 'jag', 'SIL Dict 2011': '1S Possessivo: jak ỹỹ'}",jag̚,['c81f7c4e-93f1-41f5-8a57-a48a3d93d9a3'],"{'jag1_01f9bb3f-592f-4c82-b820-5c534600a288': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
gatang_c3d5c7cf-15fc-4c13-a443-47272ec2577e,Fieldnotes Epps/Obert 2018,,2018-07-09T13:41:12Z,,gatang,stem,{},,k’aʔˈtagŋ,['ff68d43e-f3d1-40a4-bd63-4cd4f7b2ac23'],,{}
tsäng_c466f8d0-c63e-4dce-83d9-8000648a6ee9,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,tsäng,stem,{},{'Barbosa': 'ɟʌŋ'},tʃ’ǝgŋ,['cc9f34a8-de79-4840-9302-2b6a98a2c2e8'],"{'ɟʌŋ_09ce3a4d-30ad-4a1c-be7f-7d36d99bd019': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
hawoonh_c4822651-6418-430f-a956-7ab380a06bff,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,hawoonh,stem,{},,hawo:ɲ,['17f67f9a-bf1d-4a22-a828-01b248ae8f4d'],,{}
manayyn_c4a009b5-b17a-4f90-8a6d-7a9563252e24,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,manayyn,stem,{},{'Weir': 'manaɨɨn'},manaʔɨ:dn,['451fd2cd-70b4-4785-a743-cd90333bd2fb'],"{'manaɨɨn_0519d13e-de74-4be6-9a95-081baa8e3956': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
rimaw_c4b1c39e-d94e-4ae7-90e4-c3298b833a96,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,rimaw,stem,,,ɾibmãw,['5634076d-37d1-4dbb-a469-cd13e28dda52'],,{}
aw’yy nuuh_c4e8f44d-6deb-45e8-87ca-8a86b31912eb,Fieldnotes Epps/Obert 2018,,2018-07-15T20:25:53Z,,aw’yy nuuh,phrase,{},,aˈwɨʔɨʔ nu:h,['dbe0e39f-6614-48f0-a4f3-ebb77b6d2798'],,{}
jÿÿ_c53e1be6-fcc4-4b25-8462-e9e376e1f553,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jÿÿ,stem,,,jɨ:ʔ jə:ʔ,['013f4eff-1cf3-473c-bf7a-a02d9b379b32'],,{}
wéén tÿÿg_c58137ca-5fbf-4bf7-9557-d9503bd26be0,Fieldnotes Epps/Obert 2018,,2018-09-04T00:46:00Z,,wéén tÿÿg,phrase,{},{'Barbosa': 'təːg'},,['7ab7912a-ba94-4a25-bb50-ddcf8a772df9'],"{'tÿÿg_b227568f-8dc2-4857-96ad-54678f3975b5': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}, 'təːg_d66c1b30-0dde-4131-8a4c-b3729eefddf7': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'lenha'}}",{}
byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,byyh,stem,{},{'Cartilhas': 'byy'},bɨ:h,"['cfb04c8a-6cd8-4c8c-a5a3-72eaae768e47', '1e80c501-cd40-4f09-a72e-f4891a1c0322', '4fd97584-ad17-4148-a15d-da46fdd42003']","{'byy_f9c7c3ad-da4f-4387-9548-a0bbcc776ce5': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}}",{}
ajuuj_c636872d-4da0-470d-930a-3449077f4643,Fieldnotes Epps/Obert 2018,,2018-07-15T20:24:06Z,,ajuuj,stem,{},,aˈju:j,['abf4734a-c5e3-4c9b-b4bf-daef551444aa'],,{}
kaj-pa_c75e2b47-943e-494b-84fa-6a2c5cd7d6d3,Fieldnotes Epps/Obert 2018,,2018-07-27T22:48:34Z,,kaj-pa,stem,{},,,['2e82c00e-bd6a-47be-8c9b-1adfdfe824b6'],,{}
tatsëë_c7995d79-a53a-4ee3-ba03-b6b43eeea58c,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:56Z,,tatsëë,stem,,,taʔtʃə:ʔ,['0c01efa9-7c05-4e60-8a84-3a9381794ee1'],,{}
bahõd_c7fb0386-4f9c-4e01-b63e-98d57aeff3a4,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,2019-01-14T03:46:55Z,bahõd,stem,{},{'Sil Dict 2011': 'bahõd'},bahõd̚,"['c8174336-67f8-4b35-9ae7-d3326e70f811', '67b3cc34-0db1-4cb8-bd91-4336b8616c96']","{'bahõd1_7dc2be21-5b5d-4801-b1af-d8ef1d40de67': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
gamatsih_c81030cf-af27-4010-b3eb-e745b2f13d26,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,gamatsih,stem,,,k'abmãɟih,['b3a9c3ed-6375-4eac-ac14-eba997b909cf'],,{}
h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,h’ooh,stem,,"{'Martins': 'ho̰ːh', 'Weir': 'hxóóh', 'Sil Dict 2011': 'hʹooh'}",hoʔoh,['bfdc9110-4da5-460e-a610-c90b3f4e6aa0'],"{'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'hxóóh2_b044b02d-9a90-4a89-97f6-6723b314e380': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'hxóóh1_178bc5f8-645e-425a-95ce-d0d549384d8d': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1986; 1990; canoe'}}",{}
ejooh_c974a407-e86b-4fe2-9a3d-fadf2bbb7e83,Fieldnotes Epps/Obert 2018,jooh,2018-03-08T07:17:52Z,,ejooh,stem,{},"{'Sil Dict 2011': '(a/e)jooh, Não indicativo: (a/e)jóh', 'Weir': 'yóóh', 'SIL Dict 2011': 'Não indicativo: ejóh'}",ʔeˈjo:h,"['bbf9ec9e-d88d-4144-b402-b8c622e69cac', 'bd47bb0a-aca3-43ae-bb06-6cd7379e2948']","{'ajooh_6b941ece-fe4f-4d4e-a905-9b463ae697d4': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'yóóh_610712e1-1290-4290-82f3-37d1b18d75d4': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:52Z,,aỹỹh,stem,{},"{'SIL Dict 2011': 'Não indicativo: aä̃, Não indicativo: aä̃h'}",ʔaˈʔɨ̃:h,,,
gyyj_ca272553-839d-43eb-b187-20be948754f3,Fieldnotes Epps/Obert 2018,,2018-06-20T05:09:54Z,,gyyj,stem,{},"{'Martins': 'gɯːj', 'Weir': 'kɨːj'}",k’ɨ:j,['9c645386-7abf-4605-9da2-a61424ff0549'],"{'gɯːj_23115afe-da53-4a27-bc35-b9c7d1324594': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'kɨːj_52c5aada-536f-45aa-a6e7-20ab26391e30': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
jaw’ëëj_ca32c043-64c6-4e57-bc22-bf16c5a11551,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jaw’ëëj,stem,,{'Sil Dict 2011': 'jawʹëëj'},jawəʔəj,['f2830f31-931d-40cd-b8cb-627d1284a204'],"{'jawʹëëj_7fe321e9-23f6-4491-9470-7bad482bbd8e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
bebuu kóm_ca3c72b0-2bff-4c90-9d48-a0ade79d3177,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,bebuu kóm,phrase,{'Note': 'raiz de paxiuba- tem pontinhos'},,bebu:ʔ kɔbm,['4dd66dc6-a2b9-4b82-a62f-9dff23046b2e'],,{}
bet’ëëh_ca922974-ef94-4898-9d91-2105dc5d6641,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,bet’ëëh,stem,,,betəʔəh,['0c5f10eb-2f76-4189-9c44-8391926c7f43'],,{}
nabuuj_cb6fe9b5-c752-4979-abff-e6d8db6d476b,Fieldnotes Epps/Obert 2018,,2018-07-06T18:59:24Z,,nabuuj,stem,{'Note': '(ji) nabuuj'},,naˈbu:j,['439b0ade-ce1c-48c9-83ac-8deba397e943'],,{}
maa newyy_cd04d1f4-798e-4386-a0b1-32115fafe1fc,Fieldnotes Epps/Obert 2018,,2018-07-10T12:15:12Z,,maa newyy,phrase,{},,mã: neʔˈwǝ:ʔ,['b84cd77c-3713-4b45-8b23-b33d562e63f4'],,{}
h’ÿÿw_cd431f73-caef-44e2-8c8c-bfdab027a9f5,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,h’ÿÿw,stem,,,həʔəw hɨʔɨw,['de38ba2f-aa3c-4b27-a236-b9137128a31a'],,{}
dejëp doo sapanang_ce7f36f4-c947-4f55-a671-bca112964da8,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,dejëp doo sapanang,phrase,,,dejəp̚ do:ʔ ʃapadnãŋ,['c00a85c6-ec83-40fc-bce5-fb19c87c2477'],,{}
karaweng-weng_d1f591ae-c4a3-4fbb-b389-ebee5796aee9,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,karaweng-weng,stem,,,kaɾawegŋ wegŋ,['ff76be3a-d4e0-455b-9637-1e4527a55c00'],,{}
kejëm doo_d261fa7b-8471-4574-9d0f-7ea415f23a8f,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,kejëm doo,phrase,,,kejəbm do:ʔ,['f6c7d831-0212-4649-80db-46c90a146a3f'],,{}
atëëd_d301533a-4748-4f8d-bbfc-ef485aae93c3,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,atëëd,stem,,{'Sil Dict 2011': 'atëëd'},ʔatə:d̚,['ecea21e5-7367-4762-bd5c-6881a835e7d5'],"{'atëëd1_95b72b78-8ccd-4c61-a213-45127865783a': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
tii_d3db1b0f-4558-4e63-94dc-a2d6b0d31def,Fieldnotes Epps/Obert 2018,,2018-04-04T19:21:41Z,,tii,stem,{'Note': '(ta) tii'},"{'Barbosa': 'tatiʔ', 'Cartilhas': 'ti', 'Weir': 'tatɨʔ'}",ti:ʔ,['bcf4b8f9-29c4-469e-8b4e-e719da0062ae'],"{'tatiʔ_0585473a-015e-4c8d-8204-f0cdcdef9673': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'tii1_487f32cf-ecef-4acb-b46f-049fe7ed4361': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'ti_6e529536-55b7-49da-b65f-093cf90a0686': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'tatɨʔ_bff6445e-d390-4aad-ab41-55bd70892fac': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
jahuun_d45899a6-5980-4a1c-86ef-a41ea8848147,Fieldnotes Epps/Obert 2018,,2018-07-27T20:48:35Z,2018-07-27T20:48:35Z,jahuun,stem,{},"{'Martins': 'jahuːn', 'Barbosa': 'jahuːn'}",jahu:n,"['518f9bc6-e4aa-43fd-9858-6ff78eefe803', '102ca3d3-aa4b-4aef-92c5-a1dba5a1f1f4']","{'jahuːn1_96adc364-2c67-4c22-b66e-b19f9cc7368b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",
ji yd makametëëk doo_d46a034f-0c4b-45be-a0e2-6eb34d95ab3b,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,ji yd makametëëk doo,phrase,,,jiʔ ʔɨd̚ mãkabmẽtə:k̚ do:ʔ,['c3db2917-c255-4eae-94d3-52993e397baf'],,{}
jaw’ëëj yb_d4cdd465-b55a-4bd7-8f21-2ceac090d175,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jaw’ëëj yb,phrase,,,jawəʔəj ʔɨb̚,['ab9ad476-f6b1-45ed-ae99-e665b17d239b'],,{}
datés_d4d8658e-0692-4022-8f66-d7ff445c29c8,Fieldnotes Epps/Obert 2018,,2018-07-07T17:58:14Z,,datés,stem,{},,daˈtɛʃ],['d0178027-9a04-4739-8553-10b961b353eb'],,{}
wë_d683ed0f-5336-42bd-973a-dd2b94750fd0,Fieldnotes Epps/Obert 2018,,2018-07-08T16:55:04Z,2018-07-08T16:55:04Z,wë,stem,{},{'Martins': 'wɤʔ'},wǝʔ,"['adf27902-6efd-4e69-a91a-66586dcfce7f', 'f2196210-d7e3-488e-a17b-3e4913285f27']","{'wɤʔ_9acd178b-0827-43db-8efb-131bced2c948': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",
tsiw_d6f851ea-76b0-4c5d-a0a5-24e88039b1b9,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,tsiw,stem,,,tʃ'iw,['b1b0ad84-6b77-44ef-b51d-4e759fdded91'],,{}
gakyyt_d7ffc2f2-96d2-4489-8dba-332f78a9d1f0,Fieldnotes Epps/Obert 2018,,2018-07-09T23:54:57Z,,gakyyt,stem,{},,k’aˈkɨʔɨt˺,['c618c974-47d2-492e-9887-26444a16f0dd'],,{}
hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,hëëj,stem,{},{'Barbosa': 'hə:j'},hǝ:j,['3e07042d-6ad2-4334-a9dd-65ffa7f1cc5f'],"{'hə:j_dcce0c15-b25b-4991-88a9-5dc42079fd0c': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'mato'}}",{}
ta=tym_d9031622-383f-4139-84bb-f30c04f84fcd,Fieldnotes Epps/Obert 2018,,2018-07-27T19:51:16Z,,ta=tym,stem,{},,tɨbm,['b4a5156d-052f-43d4-b5e9-ad9d32c991c0'],"{'h’ëëb tym_e85dddba-34fd-4ea5-af27-e708019a241b': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",{}
ehyyb_dafde805-1e00-43a5-a7df-5bb17a060379,Fieldnotes Epps/Obert 2018,hyyb,2018-07-08T18:49:01Z,,ehyyb,stem,{'Note': 'problem: ʔeˈhɨ:b˺ or  ʔeˈhǝ:b˺'},,ʔeˈhɨ:b˺,['f8ab77ba-c4a2-4858-aa5e-3221924757f1'],,{}
bakuuj_db3327f2-ee1c-4fee-b454-d1e886110587,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,bakuuj,stem,,,baku:j,['5fbfd5a1-5a70-48d6-88ab-48feff876d61'],,{}
puuw_dba9c1c2-cc38-4314-b9f5-c5df5138a06a,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,puuw,stem,,,pu:w,['b2f0ca08-28b8-4881-9382-37a98905fe32'],,{}
sasõm_dc2f33b4-b656-4d8d-bed8-224abc74d1a0,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,sasõm,stem,,,ʃaʃõm,['89ba2452-d0f9-43c8-b1b4-f696740c68bb'],,{}
saaj_dc3953b0-31fc-42e9-80cd-d36a8c270fb5,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,saaj,stem,,,ʃa:j,['31323593-4bac-4949-95a5-b636e5b278e7'],,{}
epóh_dca109c5-da4e-472e-84e8-927a1bcab4fb,Fieldnotes Epps/Obert 2018,póh,2018-03-08T07:17:53Z,,epóh,stem,{},,ʔeˈpɔh,"['dc17573e-4b44-4ed8-827a-975638a69a0e', 'ac582354-6bc9-404a-b94d-beae0d9cf86b']",,{}
wakaar_dd93a5b2-8f23-49e2-bd6c-9c0e0d7b83b3,Fieldnotes Epps/Obert 2018,,2018-07-27T20:44:27Z,,wakaar,stem,{},,,['dde0c9a9-9ba8-4496-bd24-a5ef292a7e20'],,{}
makahe bëh_dd945543-0b14-435c-bb3f-30f393078ef0,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,makahe bëh,phrase,,,mãkaheʔ bəh,['ecd9c0a4-ce4e-453e-aa39-5d3fd19f4bea'],,{}
ëk_ddd21a10-4d81-464a-a237-cf3195a8f0c5,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,ëk,stem,,{'Barbosa': 'ʔək'},ʔək̚,['7100abc4-9bd6-43f5-941c-96428bf53eb3'],"{'ʔək_4736ff14-7951-4702-8420-4b761777ed50': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
