entry_id,bibliography,citation_form,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
gagoos_de997ca7-a685-4d77-b111-15c3c63971fc,Fieldnotes Epps/Obert 2018,,2018-07-10T00:11:03Z,,gagoos,stem,{},,k’aʔˈk’o:ʃ,['ffdf2416-6710-43d8-87b9-8e418a0f463f'],,{}
kewan t’ëëh_dec39ffe-7d21-44ce-b1db-304de4924879,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,kewan t’ëëh,phrase,,,kewadn təʔəh,['eb30efea-efb1-4c1e-8c9a-d7cb19730b98'],,{}
ehë̃p_df3af308-6431-4a3e-aea7-e9264917d791,Fieldnotes Epps/Obert 2018,hë̃p,2019-01-14T03:46:55Z,,ehë̃p,stem,,{'Martins': 'hɯ̃p'},ʔehə̃p̚,['4778e212-2f81-4496-b99d-294b71d6a3fa'],"{'hɯ̃p_ceabb022-1ecb-48b9-b5d2-01c836094d5f': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
kamak_dfae89f9-0470-48cd-9b48-c0d0ab77f609,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,kamak,stem,,,kabmãk̚,['6742a5d0-c7fd-42f3-a056-1a241a027690'],,{}
tsyym gagỹỹw_e22fef50-ce5d-4409-b5a1-f114f7d50ea0,Fieldnotes Epps/Obert 2018,,2018-07-15T20:21:53Z,,tsyym gagỹỹw,phrase,{},,tʃ’ɨ:bm k’aˈk’ɨ̃:w,['e65aa258-c9d8-4ddc-aab0-06c359092ae7'],,{}
bagä_e27bf773-9778-44d5-936b-d75996aaef64,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,bagä,stem,{},,baʔˈk’ǝʔ,['d7b4dcc9-b1f5-4cf8-83bc-9c62e88d5739'],,{}
nehãw_e28b3457-b326-4d75-8e50-d800e365a895,Fieldnotes Epps/Obert 2018,,2018-07-05T13:46:40Z,,nehãw,stem,{},,neʔhãw,['b25a8442-d86c-468d-a6e1-f8c40de75dde'],,{}
dapuuh_e2fa23b4-ba19-43c9-bbbb-954097c46f42,Fieldnotes Epps/Obert 2018,,2018-07-10T23:18:37Z,,dapuuh,stem,{},,daˈpu:h,['0ab4eeb0-d256-4a06-a0c1-9bcbe90ba9e0'],,{}
ana_e31f4062-bf6c-4316-ba96-271f1e728541,Fieldnotes Epps/Obert 2018,na,2018-03-08T07:17:53Z,,ana,stem,{},,ʔaˈnaʔ,['3aca7581-be15-4193-a1e2-d61ef473d34a'],,{}
jabarato_e37808c2-72a0-408b-ba1f-a90b65dd3c81,Fieldnotes Epps/Obert 2018,,2018-07-27T23:04:37Z,,jabarato,stem,{},,jabaɾaˈtoʔ,['d0714ff3-13cd-4553-a3c4-6ab362b7f866'],,{}
hÿÿw_e3e69eca-b141-4371-89c7-fb0f3deefb05,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,hÿÿw,stem,,,hə:w hɨ:w,['3015ede9-223e-4b61-8d13-e3ee3cd7bfd9'],,{}
hahëëm_e3fd55a7-d7df-464d-8b02-0174750804c5,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,hahëëm,stem,{},{'SIL Dict 2011': 'Não indicativo: hahëëw'},haˈhǝ:bm,['cf16c452-b4b1-40f1-87b8-b62a8dcdda71'],,{}
mar’ããs ma_e484acce-74a9-4e3c-a1be-ab05b83c5614,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,mar’ããs ma,phrase,,,mãɾãʔãʃ mãʔ,['8dc79657-958d-44e9-bcfb-6c9c0157e696'],,{}
b’aa bód_e56b6ecc-a8f7-4458-8e40-6c4736adab82,Fieldnotes Epps/Obert 2018,,2018-07-08T17:10:54Z,,b’aa bód,phrase,{},,baʔah bɔd˺,['627d8689-d518-4f95-a30f-342caba19d42'],,{}
eoom_e666abf2-eabe-4681-948b-72a9af0c2ed9,Fieldnotes Epps/Obert 2018,,2018-07-10T13:12:30Z,,eoom,stem,{},,ʔeˈʔo:bm,['d53098d4-b052-402e-9be3-46b003f67c0a'],,{}
gadep’aah_e6ee1ebc-3879-4131-aaac-57b58e115be0,Fieldnotes Epps/Obert 2018,,2018-07-10T23:08:56Z,,gadep’aah,stem,{},,k’adeˈpaʔah,['87619968-796b-456c-bb8a-d6c609145a1e'],,{}
h’ëëb tym_e85dddba-34fd-4ea5-af27-e708019a241b,Fieldnotes Epps/Obert 2018,,2018-07-27T19:58:36Z,,h’ëëb tym,phrase,{'Note': 'problem: hǝʔǝb tɨbm or hɨʔɨb  tɨbm'},,hǝʔǝb tɨbm,['0ae94279-77ea-4c59-9569-2bf818736740'],,"{'ta=tym_d9031622-383f-4139-84bb-f30c04f84fcd': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}, 'h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
kapuuh_e90c36ba-3868-47da-8357-f8826991dcad,Fieldnotes Epps/Obert 2018,,2018-07-10T11:39:11Z,,kapuuh,stem,{},,kaˈpu:h,['1e96cb4e-b745-4527-bb7c-e7f3780dcf62'],,{}
kanés_e9993a8e-4b5d-4020-ba21-8dcd58e347b8,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,kanés,stem,{},,keʔnɛ̃ʃ,['957ee017-c193-4430-a1ac-41dcf18997e3'],,{}
 =gʹaad_ea75dfe4-c1ed-4061-9274-9d1552506703,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,, =gʹaad,stem,{},{'Barbosa': 'baga̰ːd'},taʔˈkaʔad˺,['113018d1-8a45-4e64-8548-ea228a767a93'],,{}
jëëpits_eb704e72-9f60-4593-a8e4-b26a718a0183,Fieldnotes Epps/Obert 2018,,2018-07-15T20:08:06Z,,jëëpits,stem,{'Note': 'problem: jǝ:piɉ˺ or jǝ:pǝ:ɉ˺'},,jǝ:piɉ˺,['a18af3d6-d2b1-4fc0-aa21-f677209d5d19'],,{}
ajʹyy_ece00d00-4ed6-47ba-9536-ac3be8cafafe,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,ajʹyy,stem,{},"{'Martins': 'ʔajɯːʔ', 'SIL Dict 2011': 'ajʹyy, Plural: ajyy'}",ʔaˈjɨʔɨʔ,['a6102523-aca3-4fbb-8d7a-08cf7a87e9fa'],"{'ajyy_df084789-d41c-4e8a-9b94-bded23eaa2d8': {'type': '_component-lexeme', 'variant-type': 'Plural'}, 'ʔajɯːʔ_479ecbff-3f1d-44fc-907e-91ca5906164b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
sawyym_ee869356-dc53-4210-9fa0-608972e8e311,Fieldnotes Epps/Obert 2018,,2018-07-27T23:12:12Z,,sawyym,stem,{},{'Barbosa': 'ʃawiːm'},ʃaˈwɨ:bm,['de1b80ce-c0a1-4ca7-b1cd-85f08ce75416'],"{'ʃawiːm_3304d40a-0ff3-4883-8eb2-39d590ec7ac6': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
karahon boj_eecec626-b989-43bf-9319-61e477fa651f,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,karahon boj,phrase,,,kaɾahodn boj,['623433c4-1d6c-4fce-a333-4ffb212c76ea'],,{}
sagõõh yb_f083511e-addf-40a3-a079-eb13664e75e9,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,sagõõh yb,phrase,{'Note': 'lit. estrela-pai'},,ʃaʔkõ:h ʔɨb̚,['7dcfdba2-85a0-4d7b-8c78-61ae089477d7'],,{}
parako_f0ce7f61-8215-40c6-8517-c80a35ded67f,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,parako,stem,,,paɾakoʔ,['23876bc5-cb02-4860-8ce7-3957dbf9c715'],,{}
pä_f147e3d8-5601-4640-b31b-4fd6d06fa113,Fieldnotes Epps/Obert 2018,,2018-07-08T17:50:53Z,,pä,stem,{},"{'Martins': 'pʌʔ', 'Barbosa': 'pʌʔ'}",pʌʔ,['93f18a2c-6f34-4158-bdb4-2cf41a496210'],"{'pʌʔ1_cad2429f-304a-437a-ac65-bad608ba9e61': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
samỹỹj_f2424339-1bdb-47b7-8946-f46a9d8685e2,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,samỹỹj,stem,,{'Weir': 'ʃamɨːj'},ʃabmɨ̃:j,['f774eb9b-d3b4-4be6-b75c-62eb83c2bd23'],"{'ʃamɨːj_20f68242-8fb8-4ac0-8e64-e117d15b6046': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
hëp_f26a22e6-6630-411c-8f0f-240d649e6f57,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,hëp,phrase,{},,həp,['450e5b32-0196-4d6e-869a-fef32594922f'],,{}
kurid_f2e1c000-9369-44af-abbb-74551674cbcf,Fieldnotes Epps/Obert 2018,,2018-07-27T22:53:48Z,,kurid,stem,{},,,['b6a35499-1a28-4e89-98ad-3a850f8b828a'],,{}
ji makoot doo_f30f481a-0ab2-41d2-98dd-da990f69c020,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,ji makoot doo,phrase,,,jiʔ mãko:t̚ do:ʔ,['a2112781-19ff-4388-ad3b-ac8c2f5a40ab'],,{}
mooh_f3b52f1a-d90c-47a3-a82e-0f14c1209ae3,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:52Z,,mooh,stem,{},{'Weir': 'mooh'},mɔ̃:h,"['221e6436-7db1-4f75-9fca-2ed8b869232e', '5476275b-a9c8-40f2-ad43-5657776bb111']","{'mooh2_3ffff461-ca95-48c1-818b-de080e69b22b': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1986; by means of'}}",{}
b’aa patuuh_f41bfeac-969b-452c-923a-8744d160d591,Fieldnotes Epps/Obert 2018,,2018-07-08T17:13:07Z,,b’aa patuuh,phrase,{},,baʔah paˈtu:h,['e94f2a4a-2b0c-479b-85cf-033f7b6c91d1'],,{}
 =dab_f62551f3-a0a5-4ba4-93d1-54fcd72b4088,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,, =dab,stem,{},{'Weir': 'dab'},dab˺,['8c804958-f401-4cb4-834d-f68b70f4021d'],"{'dab_743da3f0-1447-4165-a2ee-5679ce305399': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{}
kawewʹaam_f6a8428b-b48d-4651-ac4d-28fa4ca4aafc,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,kawewʹaam,stem,{},,kaweʔ`waʔabm,['daf94fd2-a6da-4158-8b50-c554d3d9cd7b'],,{}
jawaraah_f756f1e6-f236-4c54-acc9-915b99f10ba4,Fieldnotes Epps/Obert 2018,,2018-07-27T20:24:09Z,,jawaraah,stem,{},,,['331de161-2cdb-4dde-96ea-28db0a6d28ee'],,{}
tÿÿg yb_f8951250-2fb0-48b9-b08c-6e0875754bde,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,tÿÿg yb,phrase,{'Note': 'lit fogo-pai'},,tə:g̚ ʔɨb̚,['9068c69b-0cd3-4422-b34b-e0c0473cc182'],,{}
dõn_f8aa9537-e5b1-447e-b490-141ff2218678,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,dõn,stem,{},,dõn,['eecdf965-0dfa-439b-9d66-bc36ac5865bb'],,{}
 =hooh_fa7ac57e-791f-4525-9c54-71001ec97629,Fieldnotes Epps/Obert 2018,,2018-07-07T14:43:30Z,, =hooh,stem,{},,hɔ:h,['6b2ff4fa-cb5b-4d7a-92b1-0c0446cfdfc6'],,{}
pong jé_fadaa0b0-6f45-41cc-9141-fa00934632fc,Fieldnotes Epps/Obert 2018,,2018-03-22T17:10:49Z,,pong jé,stem,{},,pogŋ jɛʔ,['53146169-ac77-4722-9116-40e9a81a306a'],,{}
hũũt_fcbc9a08-ecac-4e11-b568-cad430854b14,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,hũũt,stem,{},{'Martins': 'hũːt'},hũ:t˺,['ccbbc6d2-0db8-4a06-b1e9-e09291e496a6'],"{'hũːt2_2dab5f66-5578-47a2-bee1-414855d0f8eb': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
w’eets_fcd31ae9-c266-4ab2-a2ef-60eb3eff61c3,Fieldnotes Epps/Obert 2018,,2018-07-27T22:38:40Z,,w’eets,stem,{},"{'Sil Dict 2011': 'wʹeets', 'Barbosa': 'wɛːɟ'}",,['85b71c4a-063f-43d5-9d1e-4a54c6553fde'],"{'wʹeets_574901cb-b566-4eb9-a4ef-ed3b3331ef75': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'wɛːɟ_6884ab96-6eac-4ba5-928f-9d985edf2221': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
her’oot_fcd85a56-cfb3-4e88-b636-3a81739ffd26,Fieldnotes Epps/Obert 2018,,2018-07-09T23:51:42Z,2018-07-09T23:51:42Z,her’oot,stem,{},"{'Sil Dict 2011': 'herʹoot, herót', 'SIL Dict 2011': 'Não indicativo: merʹood'}",heˈɾoʔot˺,"['6fa82561-043e-4219-ac78-208d19594928', 'b0b1821a-b002-42b1-8e13-ebec54ae67bd', '4fa64b65-6c56-41ec-8d5b-fc6912a436ac']","{'herʹoot_d42677cf-1d23-49c3-b1ed-1d7c4b59b99c': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
karaj’aah_fcec02bf-7c8a-4731-97ef-941063dabe16,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,karaj’aah,stem,{},,kaɾaˈjaʔah,['d44e8be5-b420-4d7f-8581-de437fe74b65'],,{}
matadeeh doo_fd50f769-044b-4495-ada5-d35df21409b8,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,matadeeh doo,phrase,,,mãtade:h do:ʔ,['54f6aad2-e7ad-4f86-adb3-376354799375'],,{}
jeriih_fe86d66f-64e6-4f0a-a39d-960b1baf9ba4,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:55Z,,jeriih,stem,,,jeɾi:h,['d0cd3629-3ec5-4041-a1e5-4321544f48fa'],,{}
adoos_fea54376-31de-48f3-a357-35305ea6a55d,Fieldnotes Epps/Obert 2018,doos,2018-03-08T07:17:53Z,,adoos,stem,{},,ʔaˈdo:ʃ,['ae968bc9-bdd0-4a90-82eb-5d6a50140766'],,{}
heju_fedba8b8-eb2a-485b-921b-5cf055f61895,Fieldnotes Epps/Obert 2018,,2018-07-09T13:43:36Z,,heju,stem,{},,heˈjuʔ,['d0a41f29-94de-4c97-a1ad-81b049e1ede3'],,{}
j’ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5,Fieldnotes Epps/Obert 2018,,2019-01-14T03:46:56Z,,j’ooh,stem,,{'Sil Dict 2011': 'jʹooh'},joʔoh,['b0db2efd-e199-42a1-969e-94d3131b1479'],"{'jʹooh_88a205a3-9984-4a54-9fe3-064317482daa': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
ta=bóg_ffd05df4-c222-4abc-9780-d5e06413c1f1,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,ta=bóg,stem,{},,bɔg˺,['3469ae1b-cc4e-4316-8f5b-f6ad6e92225f'],,{}
tsananaa_248cffb7-d6e2-42f6-b09c-eee72262937b,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2020-01-08T15:57:35Z,tsananaa,stem,{},{'Sil Dict 2011': 'tsananaa'},canana:,"['b71f8e84-f4a4-49b2-8f8b-e4e22f4e5fc6', 'b71f8e84-f4a4-49b2-8f8b-e4e22f4e5fc6']","{'tsananaa_248cffb7-d6e2-42f6-b09c-eee72262937b': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
nuu me_5921bae6-4777-4444-be41a1db8d4ba21e,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-12-05T23:48:02Z,nuu me,phrase,{},{'Sil Dict 2011': 'nuu me'},nu: me,"['cd09681e-9844-4f3d-8ca5-67a43f1a3b79', 'cd09681e-9844-4f3d-8ca5-67a43f1a3b79']","{'nuu me_5921bae6-4777-4444-be41-a1db8d4ba21d': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
tä_5ea024ce-8d5b-461c-ae9697daffe5dbb1,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-12-21T20:47:34Z,tä,stem,{},"{'Barbosa': 'tʌʔ', 'Weir': 'tʉ́', 'Sil Dict 2011': 'tä'}",tʌ,"['71a959cb-ec10-4807-9737-5effea2f547c', '71a959cb-ec10-4807-9737-5effea2f547c']","{'tʌʔ_41669841-777f-4779-84d5-7b7bd263f7c5': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'comida'}, 'tʉ́1_d009493f-0c14-4cfc-a8a5-0d54484ed84b': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1990; food'}, 'tä_5ea024ce-8d5b-461c-ae96-97daffe5dbb0': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
hẽnh_63c8102a-b241-4712-a83870b21b5a086f,Fieldnotes Epps/Obert 2019,,2018-03-22T21:31:03Z,2019-11-25T02:14:33Z,hẽnh,stem,{},{'Sil Dict 2011': 'hẽnh'},hɛ̃ɲ,"['84d82e2b-10a2-4d5b-bf3b-843910321938', '84d82e2b-10a2-4d5b-bf3b-843910321938']","{'hẽnh_63c8102a-b241-4712-a838-70b21b5a086e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'noo hẽnh_02548d67-7403-4ae6-be8f-4064def13b13': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",
wapad_6d1f39e4-a447-4cba-b3ffb4b8f1eed9af,Fieldnotes Epps/Obert 2019,,2018-06-20T05:09:53Z,2019-12-04T23:37:44Z,wapad,stem,{},{'Martins': 'wapad'},wa'pad,"['00044171-b90b-4bf3-a830-42baef578fee', '00044171-b90b-4bf3-a830-42baef578fee']","{'wapad_6d1f39e4-a447-4cba-b3ff-b4b8f1eed9ae': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",
mahang_6da7140a-20bc-4055-a9dd9fe336967a75,Fieldnotes Epps/Obert 2019,,2018-06-20T05:09:53Z,2020-01-08T18:44:41Z,mahang,stem,{},{'Weir': 'mahang'},mahaŋ,"['280d9220-4451-4b31-81f9-a767b1ad7ea8', '280d9220-4451-4b31-81f9-a767b1ad7ea8']","{'mahang_6da7140a-20bc-4055-a9dd-9fe336967a74': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",
takʹëp_713254c9-c9a3-408e-89d8f85183abb1e9,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-12-02T13:43:44Z,takʹëp,stem,{},"{'Martins': 'takɤ̰p', 'Sil Dict 2011': 'takʹëp'}",takə̰p,"['e51b5395-a1b4-44d8-84cd-019a3371d037', 'e51b5395-a1b4-44d8-84cd-019a3371d037']","{'takɤ̰p_05bff17e-0f67-47a7-8c0f-aaeb5194a218': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'takʹëp_713254c9-c9a3-408e-89d8-f85183abb1e8': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
naëënh_8604bf25-763e-4f74-9f621229dc8c1306,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-12-30T14:02:49Z,naëënh,stem,{},"{'Sil Dict 2011': 'naëënh', 'SIL Dict 2011': 'Não indicativo: naëëj'}",naə:ɲ,"['194b2515-9d18-4079-a9d9-9d90c46fc9f5', '194b2515-9d18-4079-a9d9-9d90c46fc9f5']","{'naëënh_8604bf25-763e-4f74-9f62-1229dc8c1305': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
né hẽ_8b6c97f9-bff4-4755-a9b13d71dbc9938f,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-21T21:27:03Z,né hẽ,phrase,{},{'Sil Dict 2011': 'né hẽ'},nɛ hɛ̃,"['8ec1dc6a-55f8-4841-83c9-2a234566d43a', '8ec1dc6a-55f8-4841-83c9-2a234566d43a', '9281defd-b7dd-47a2-a0d2-f382d56a9aa8']","{'né hẽ_8b6c97f9-bff4-4755-a9b1-3d71dbc9938e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
soo_8d4ce206-887a-448d-a7db8239d7cbecd0,Fieldnotes Epps/Obert 2019,,2018-03-21T15:10:53Z,2019-12-15T22:58:39Z,soo,stem,{},"{'Martins': 'ʃoːʔ', 'Sil Dict 2011': 'soo'}",ʃo:,"['10c3e729-69b1-41ac-b7bb-5c81a0eee289', '10c3e729-69b1-41ac-b7bb-5c81a0eee289']","{'ʃoːʔ_634a34c1-ac25-46b2-88d0-2498c1253e6f': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'soo1_8d4ce206-887a-448d-a7db-8239d7cbeccf': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
hadoo_91228118-6e36-4bb1-8876c6ca8cf2491e,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-05T20:24:56Z,hadoo,stem,{},"{'Sil Dict 2011': 'hadoo', 'SIL Dict 2011': 'Plural: hedoo, Não indicativo: hado'}",hado:,"['5394f9cf-abdc-4e3e-a300-29ef95af4cd3', '5394f9cf-abdc-4e3e-a300-29ef95af4cd3']","{'hadoo_91228118-6e36-4bb1-8876-c6ca8cf2491d': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
sa_9258a56c-b681-4637-922dc15c3cc4d778,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-05T15:08:12Z,sa,stem,{},{'Sil Dict 2011': 'sa'},ʃa,"['4f7f47b8-b326-4da4-92a7-42a2292270f8', '4f7f47b8-b326-4da4-92a7-42a2292270f8']","{'sa_9258a56c-b681-4637-922d-c15c3cc4d777': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
t’õp_9cceec82-ec11-4fd0-9417c81d9b1b5b72,Fieldnotes Epps/Obert 2019,,2019-12-04T23:26:30Z,2019-12-04T23:28:37Z,t’õp,stem,{},{'Barbosa': 'tɔ̰̃ːp'},tʔɔ̃p,"['a666ad75-f16d-4256-a561-377b5438bd63', 'eacb683c-23cd-4617-b02c-de892129d7bf']","{'tɔ̰̃ːp2_9cceec82-ec11-4fd0-9417-c81d9b1b5b71': {'type': '_component-lexeme', 'variant-type': ''}}",
adyyk_a8313ccc-413c-4657-b4ef14f1259891a4,Fieldnotes Epps/Obert 2019,dyyk,2018-03-08T07:17:52Z,2020-01-08T15:18:16Z,adyyk,stem,{},"{'Cartilhas': 'dyyk', 'Sil Dict 2011': 'adyyk', 'SIL Dict 2011': 'Plural: adʹyyk, Não indicativo: adyg'}",adɨ:k,"['fc0c1443-58ce-424e-b411-917a8b0275d0', 'fc0c1443-58ce-424e-b411-917a8b0275d0']","{'dyyk_6a1391bb-1f7a-4415-8f8e-23390fb46721': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'adyyk_a8313ccc-413c-4657-b4ef-14f1259891a3': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
is_aabbc7a1-8b5c-4a46-a8f8348d31b31614,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-05T16:00:18Z,is,stem,{},"{'Sil Dict 2011': 'is', 'SIL Dict 2011': 'Não indicativo: its'}",iʃ,"['0333597e-bcd2-4496-a061-30b0c534634b', '0333597e-bcd2-4496-a061-30b0c534634b', 'fe46e5c1-feb7-4b39-8ac4-316fb20f54f0']","{'is_aabbc7a1-8b5c-4a46-a8f8-348d31b31613': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
ỹỹ_b5117bd5-2007-42dc-8931e60f4bb08b71,Fieldnotes Epps/Obert 2018,,2018-03-08T07:17:53Z,,ỹỹ,stem,,"{'Weir': 'ỹỹh', 'Sil Dict 2011': 'ỹỹh/ỹ'}",ɨ̃:h,['100f0c7d-1293-4388-92a5-114850f3136e'],"{'ỹỹh_b5117bd5-2007-42dc-8931-e60f4bb08b70': {'type': '_component-lexeme', 'variant-type': 'SIL 2011; Weir 1984; Barbosa 2005'}}",{}
kapỹỹj_c53cf0e0-0078-4164-94672f4e98268e6e,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2020-01-11T16:28:15Z,kapỹỹj,stem,{},{'Sil Dict 2011': 'kapỹỹj'},kapɨ̃:j,"['53b25d44-42ea-4911-a93d-5e5d7ce8b07a', '53b25d44-42ea-4911-a93d-5e5d7ce8b07a']","{'kapỹỹj_c53cf0e0-0078-4164-9467-2f4e98268e6d': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
aʃo:p_fb0ac1ce-3487-4841-8c1e1d831b4bedca,Fieldnotes Epps/Obert 2019,ʃo:p,2018-03-08T07:17:52Z,2019-11-21T21:20:50Z,aʃo:p,stem,{},"{'Martins': 'ʔaʃoːp', 'Sil Dict 2011': ""asoop, Misc Var: as'oob"", 'SIL Dict 2011': 'Plural: asʹoop'}",aʃo:p,"['ff3c1d3f-d6c2-41ac-97d2-91bfeff55db5', 'ff3c1d3f-d6c2-41ac-97d2-91bfeff55db5']","{'ʔaʃoːp_db2e58e0-1b35-4b39-9593-40e2679f821f': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'subir do porto'}, 'asoop_fb0ac1ce-3487-4841-8c1e-1d831b4bedc9': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
jajé_ff33ec40-692f-454d-915fee99245cc6f8,Fieldnotes Epps/Obert 2019,,2018-03-27T03:09:54Z,2019-12-31T13:57:30Z,jajé,stem,{},{'Sil Dict 2011': 'jajé'},jajɛ,"['68581f10-629c-47c8-b21e-dc12a51f30a7', '68581f10-629c-47c8-b21e-dc12a51f30a7']","{'jajé     _ff33ec40-692f-454d-915f-ee99245cc6f7': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d,Fieldnotes Epps/Obert 2019,buuj,2019-12-21T22:19:57Z,2019-12-21T22:20:35Z,abuuj,root,{},{},abu:j,['a217ba9d-eb0f-47c2-8161-361bd3a993cd'],"{'tÿÿg yb gabuuj_56450a3f-79eb-42ae-a019-69e52ec13302': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",
adëë_d39b9583-3673-442f-8a80-19cb72795322,Fieldnotes Epps/Obert 2019,dëë,2019-11-21T21:30:21Z,2019-11-21T21:31:47Z,adëë,root,{},{},adə:,['c613bf26-21a5-4dfe-99b9-ec5429feb361'],{},
ahajẽẽ_9ce5dcd1-ded8-4107-bf32-c30a03613752,Fieldnotes Epps/Obert 2019,hajẽẽ,2019-12-15T22:36:16Z,2019-12-15T22:38:07Z,ahajẽẽ,root,{},{},a'ha'jɛ̃:,['f7fb3e10-1ac1-4d24-b85c-cf7bf3993cb0'],{},
