entry_id,matches,def
hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376,"{'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77': ('hỹỹj', 'brother;irmão'), 'hɨ̃:j_4462532d-74ae-455b-84335a21f802135a': ('hɨ̃:j', 'formiga.sp'), 'hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0': ('hɨ:j', 'comida.farelo')}",forest;mato
ehyyb_dafde805-1e00-43a5-a7df-5bb17a060379,"{'eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 'fear;ter.medo'), 'eỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87': ('eỹỹm', 'fear;ter.medo')}",breath;respirar
eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba,"{'ehyyb_dafde805-1e00-43a5-a7df-5bb17a060379': ('ehyyb', 'breath;respirar'), 'e&apos;ỹỹm_f10c9014-71b7-47c5-94e5-6838e40da1fe': (""e'ỹỹm"", 'scare;causar.medo'), 'eỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87': ('eỹỹm', 'fear;ter.medo')}",fear;ter.medo
puuw_dba9c1c2-cc38-4314-b9f5-c5df5138a06a,"{'bo̰:w_58f3af21-562e-4ed9-a323803b746fa4b7': ('bo̰:w', 'coruja.sp')}",bastard.plantain;bananeira do mato
saaj_dc3953b0-31fc-42e9-80cd-d36a8c270fb5,"{'sëëj2_676891fe-11be-4098-ba43-4c4bd187bf1f': ('sëëj', 'scorpion;escorpião')}",skirt;saia
epóh_dca109c5-da4e-472e-84e8-927a1bcab4fb,"{'ebo:h_058fbf01-f274-4cf7-a1c28b39c2d69bb2': ('ebo:h', 'caçar')}",eat.fruit;comer.fruta
nad’ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1,"{'nad&apos;ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1': (""nad'ëëd"", 'small;pequeno')}",small;pequeno
ëk_ddd21a10-4d81-464a-a237-cf3195a8f0c5,"{'ag_702442e0-1dd7-4ab1-a6a8-7f142bf7e823': ('ag', 'fruit;fruta')}",gourd.dipper;cuia
ehë̃p_df3af308-6431-4a3e-aea7-e9264917d791,"{'ehab_e92f47c7-413d-4a3d-8c1f-019ff0dd12ed': ('ehab', 'scrape.manioc;raspar.mandioca')}",grate;ralar
kamak_dfae89f9-0470-48cd-9b48-c0d0ab77f609,"{'gamãg_442a9fb3-e66d-4f8c-a0fc2291cbef737b': ('gamãg', 'espécie de pássaro'), 'kamag_bc987b37-12a6-49c4-a1b8209cf0f6a9f7': ('kamag', 'defunto')}",strangler.vine;apui
ana_e31f4062-bf6c-4316-ba96-271f1e728541,"{'adëë_d39b9583-3673-442f-8a80-19cb72795322': ('adëë', 'lean;encostar')}",come;vir
hëëw/hyyw_e3e69eca-b141-4371-89c7-fb0f3deefb05,"{'h’ëëw/h’yyw_cd431f73-caef-44e2-8c8c-bfdab027a9f5': ('h’ÿÿw', 'achiote;urucum')}",white.fronted.capuchin;caiarara
sawyym_ee869356-dc53-4210-9fa0-608972e8e311,"{'cawɨb_648111f5-c15d-4352-891c4045cc48f03': ('cawɨb', 'peixe-rebeca; bodó')}",black.palm;bacaba
pä_f147e3d8-5601-4640-b31b-4fd6d06fa113,"{'pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045': ('pa', 'lado'), 'pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9': ('pa:h', 'passado'), 'bʌ_8df25412-204a-46bc-a7873ef67101e1ce': ('bʌ', 'na.frente'), 'pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792': ('pə:', 'cobra.sp'), 'bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëh', '2PL;2PL')}",stone;pedra
hëp_f26a22e6-6630-411c-8f0f-240d649e6f57,"{'h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49': ('h’ëëb', 'chest;peito')}",
mooh1_f3b52f1a-d90c-47a3-a82e-0f14c1209ae3,"{'bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467': ('bɔ:h', 'sobrinha'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'w&apos;oo_a56a5c20-7c47-4248-b98b-44682b0b31f4': (""w'oo"", 'back;costas'), 'wooh_26bc7f23-fb0b-4d30-93e4-da9a7933066d': ('wooh', '?;sapo.da.noite')}",hand;mão
dõn_f8aa9537-e5b1-447e-b490-141ff2218678,"{'dɔ:n_0872e55d-b5b9-4180-a82adb40318848d6': ('dɔ:n', 'sup.with.finger'), 'tón1_a00d1bb1-25e3-4c3d-953c-57dd3b546cd4': ('tón', 'hold.in.hand')}",hummingbird.big;beija.flor.grande
hũũt_fcbc9a08-ecac-4e11-b568-cad430854b14,"{'hood_53da5edb-5f86-4600-8bbe-1d02414790f6': ('hood', 'beach;praia'), 'hũ:t_ccfd21a0-acc5-4821-95f9e6b5b9d5570e': ('hũ:t', 'derreter (n.i. huːd)')}",tobaco;tabaco
j&apos;ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5,"{'jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c': ('jɔh', 'zagaia'), 'jṵ:_eef40a70-5ad0-4fc4-bc3411960085d1f4': ('jṵ:', 'espécie de árvore')}",gen.affine
na_0126d0ce-96ed-408a-bd2866f3a4628410,"{'na̰:_1d906551-ab54-4157-8e621fd969e9a668': ('na̰:', 'na.qual.de'), 'nʌ_4b7f5948-bdce-4500-aff6a4162c201a27': ('nʌ', 'ainda'), 'na_502c638d-8616-4812-b9667966da16815c': ('na', 'NEG;NEG'), 'na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e': ('na', 'come n.i.'), 'nä1_4b7f5948-bdce-4500-aff6-a4162c201a26': ('nä', 'ainda')}",me.da
jʌ̃g_01bb2edb-ff6e-420e-894a77ac8c58ea1b,"{'jag2_c3965c56-0a44-4337-9442-b76f3f1ecc37': ('jag', 'hammock;rede'), 'jəŋ_df0ab2f6-c78d-4ce7-b9409f522b137faa': ('jəŋ', 'sapo.sp')}",esmagar; forma marcada
habə_021ba618-79ea-4d99-8a2330e1b5b60c41,"{'hapäh_9e969d72-f8b2-48ba-83ac-3472669f4a98': ('hapäh', 'see;ver'), 'hamʌh_611ef3be-8c5e-49a9-94c9f1121405e644': ('hamʌh', 'vamos')}",espantar
ema:n_03582b22-b335-4af8-8c232043541e28f9,"{'ebaan_a4743021-4fb5-4c67-a96c-b605a21e6d44': ('ebaan', 'thick.surface;grosso.superficie'), 'ewə:n_cf2ba2cf-1b12-4871-8529c04cfe09aa60': ('ewə:n', 'correr.atrás')}",peneirar
ebo:h_058fbf01-f274-4cf7-a1c28b39c2d69bb2,"{'epóh_dca109c5-da4e-472e-84e8-927a1bcab4fb': ('epóh', 'eat.fruit;comer.fruta')}",caçar
pɛ:_05ad656e-97a8-4319-9d08620ffd56db91,"{'pɛh_ee911202-c9b9-436e-8f4e23aff9b0cbb7': ('pɛh', 'tipo.de'), 'péh_ee911202-c9b9-436e-8f4e-23aff9b0cbb6': ('péh', 'tipo.de')}",farinha
baʃoŋ_061b4156-051a-46d0-8236cd083292686,"{'masug_14f4dbd3-bbac-4f9e-b5f5-3da0f0b5daa1': ('masug', 'fishing.stick;vara.pesca'), 'baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b': ('baʃo:h', 'odor.da.transpiração')}",ter.cheiro
baroʃ_075922fd-9874-48ce-8813f6705117c88e,"{'maru:ʃ_9e8a8696-6179-4389-bd3e277c6064a6bb': ('maru:ʃ', 'moça')}",aguado
ga̰c_07f4b7eb-2a95-4855-9a4d8837b5a4006f,"{'k’ããts_3a94f9ae-6b60-4f40-8241-3d12b67a67be': ('k’ããts', 'soil;terra')}",areia
ʃũ:c_07fc6bd3-d3a8-4027-99452f8878c2efaa,"{'ʃuʃ_3202a661-7935-4b2c-8a56eee0585ad266': ('ʃuʃ', 'be.dirty'), 'ʃõc_bda18a4b-25b2-46d9-a02e8c971679f675': ('ʃõc', 'gafanhoto.sp')}",cordão.umbilical
hẽ_081a7a8a-0158-4d80-abaed16c5ebdcef8,"{'hẽ_3bf2f3c2-3b71-4c02-9a24b506631eabbc': ('hẽ', 'ADV')}",levantar.coisa
dɔ:n_0872e55d-b5b9-4180-a82adb40318848d6,"{'dõn_f8aa9537-e5b1-447e-b490-141ff2218678': ('dõn', 'hummingbird.big;beija.flor.grande'), 'tón1_a00d1bb1-25e3-4c3d-953c-57dd3b546cd4': ('tón', 'hold.in.hand')}",sup.with.finger
kata:_0885df11-e1f7-4582-8731d877f55fbab8,"{'gada_79da67ca-9ef7-4e25-99343fa80326f1e8': ('gada', 'esperar')}",encontrar-se
po̰:h_0978090e-f818-4a26-b58cf420dbef4260,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta'), 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 'nose;nariz'), 'bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467': ('bɔ:h', 'sobrinha'), 'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 'espuma'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616': ('pɔ:', 'nariz'), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 'peixe.sp'), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 'espécie de árvore'), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta')}",roça
juŋ_0d01b43a-977f-4bee-acd817cc25699b52,"{'jõŋ_35e20f56-2cd9-4561-a9a450ff279c8974': ('jõŋ', 'be.many (n.i. yõoh)')}",be.dark
atə:_0d9d214a-224c-47c4-8261fdf54959927f,"{'atə:h_7e4715cc-02ed-41de-b7e86d2b30d174ce': ('atə:h', 'estar.caindo'), 'adëë_d39b9583-3673-442f-8a80-19cb72795322': ('adëë', 'lean;encostar')}",estar.no.fogo
kã̰:d_0e39e610-eab0-434f-95dba602eca2041e,"{'kad3_2bb9853a-cde8-48bc-bb30-42d80bf6419d': ('kad', 'pat.uncle;tio paterno'), 'kaat4_2f663e30-e5e2-4436-aa3a-06247ad235b6': ('kaat', 'mat.aunt;tia materna'), 'kaan_7614d499-7ba2-4fe8-8764-704e13c61d5f': ('kaan', 'cacao;cacau'), 'g&apos;aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa': (""g'aad"", 'headwater;cabeçeira')}",terra
hɨ̰̃:b_13495014-5582-4f05-84fc3cb0ed8b0ed3,"{'h’ëëb_2d2a4415-053e-4b4e-bf26-6a3fb35e5a49': ('h’ëëb', 'chest;peito')}",peixe
jɨh_139d6300-9038-4939-9dd29b3662f07316,"{'jëë_a0520e71-1c6b-440a-bfb4-073d8767e810': ('jëë', 'peach.palm;pupunha'), 'jə:_2c080526-9fce-432c-a1b147f3bcf43968': ('jə:', 'close'), 'jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6': ('jə:h', 'return n.i.'), 'jəŋ_df0ab2f6-c78d-4ce7-b9409f522b137faa': ('jəŋ', 'sapo.sp'), 'j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a': (""j'yy"", 'son.Voc;filho.Voc'), 'ji_5c846915-d6fc-437b-8c7d-67cffc4f1362': ('ji', 'one;a.gente')}",espécie de pássaro
tɨ:p_13f20b79-cfed-486c-8791fb295eb27378,"{'tyb_3bb6a7d0-a26b-4813-80a8-80538d6f0eff': ('tyb', 'egg;ovo')}",lay.egg
jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c,"{'jaah_73c5535f-972b-4711-b80a-904d9c468a08': ('jaah', 'who;quem'), 'jëë_a0520e71-1c6b-440a-bfb4-073d8767e810': ('jëë', 'peach.palm;pupunha'), 'j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378': ('j’aa', 'faeces;fezes'), 'jə:_2c080526-9fce-432c-a1b147f3bcf43968': ('jə:', 'close'), 'jʌh_b0d8a76b-9203-4a28-8c7fec22668b2dc1': ('jʌh', 'mira; alvo'), 'jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6': ('jə:h', 'return n.i.')}",espécie de fruta
pana̰:_167b4818-2852-44f2-aef766c8c4ba3c2e,"{'pan&apos;aa_09920e5c-4e7b-42e1-b949-ea77191bd8df': (""pan'aa"", 'descendents;descendentes')}",para
wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7,"{'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 'alligator;jacare'), 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0': ('wë', 'sky;céu'), 'ma_4264a5f5-d297-4c5e-9ce680ae7193474b': ('ma', 'pertences'), 'wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5': ('wʌ:', 'espécie de árvore'), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 'mato caído'), 'wə_a802edee-a71f-41cf-b15a48d2cd10f3e6': ('wə', 'ao.lado'), 'ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a': ('ma', 'make')}",grelo.de.buriti
wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0,"{'wʌ:ɲ_345e0be9-fd6c-4456-b6f4f3418d520ceb': ('wʌ:ɲ', 'ir para o porto (pl wʌ̰ːɲ)'), 'mɨ:j_79d22043-a50a-490e-92dc1dc765665622': ('mɨ:j', 'lar'), 'wã̰:j_b7f7bcc6-d22c-4598-833adf8db3b72e72': ('wã̰:j', 'coroca'), 'mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac': ('mỹỹj', 'temporary.camp;acampamento.temporário')}",espécie de cobra
hə̰:w_1925e868-c252-4c83-b71133d6d98f1f6a,"{'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b': ('h’yyw', 'achiote; Bixa orellana;urucum; Bixa orellana'), 'hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380': ('hɨ̰̃:w', 'o que não presta mais')}",caiarara
ʃʌʃ_19c9d3c1-cce8-426f-a5bbc966bae6d008,"{'ʃaʃ_2e94cda9-c5b9-4f52-9502e8a4b4e49a0d': ('ʃaʃ', 'aracu-branco')}",aracu
tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 'NEG;NEG'), 'tooh_6043f2b6-842d-49d1-9764-2fd9ab21b3ba': ('tooh', 'white.lipped.peccary;queixada'), 'du:h_1c1e2650-1809-4f40-a14833b3a9902630': ('du:h', 'nádegas'), 'tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e': ('tũ:', 'floor;ground'), 'tu_983b21ad-1243-49cf-850fb9211c029c38': ('tu', 'esteio'), 'tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d': ('tũ', 'floor;ground')}",no.chão
hḭ̃:w_1b5889d9-62f6-4a22-b429fbaee69d90ce,"{'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b': ('h’yyw', 'achiote; Bixa orellana;urucum; Bixa orellana'), 'hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380': ('hɨ̰̃:w', 'o que não presta mais')}",som de quebrar
du:h_1c1e2650-1809-4f40-a14833b3a9902630,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 'NEG;NEG'), 'tooh_6043f2b6-842d-49d1-9764-2fd9ab21b3ba': ('tooh', 'white.lipped.peccary;queixada'), 'nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('nooh', 'mouth;boca'), 'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4': ('nuuh', 'head;cabeça'), 'tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7': ('tũ:h', 'no.chão'), 'tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e': ('tũ:', 'floor;ground'), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 'be (n.i. do)'), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 'the.one'), 'tu_983b21ad-1243-49cf-850fb9211c029c38': ('tu', 'esteio'), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 'take'), 'noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('noo', 'mouth;boca')}",nádegas
paʃu:_1cbf64eb-ab01-4630-bed885c997349823,"{'baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b': ('baʃo:h', 'odor.da.transpiração')}",espalhar
kabə:_1cd66356-7a6f-4152-b323ad2a5c5aabaf,"{'kabë2_95545367-b996-4a77-88a4-91898494b4b3': ('kabë', 'coatamundi;quati')}",balançar.na.rede
maʃã̰:h_1cea3332-ac1d-44f0-ad978d82420abd3d,"{'maʃa:_481eb163-0cd4-42fd-811554fb20c95b09': ('maʃa:', 'ajudar')}",xerimbabo
na̰:_1d906551-ab54-4157-8e621fd969e9a668,"{'na_0126d0ce-96ed-408a-bd2866f3a4628410': ('na', 'me.da'), 'nʌ_4b7f5948-bdce-4500-aff6a4162c201a27': ('nʌ', 'ainda'), 'na_502c638d-8616-4812-b9667966da16815c': ('na', 'NEG;NEG'), 'na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e': ('na', 'come n.i.'), 'nä1_4b7f5948-bdce-4500-aff6-a4162c201a26': ('nä', 'ainda')}",na.qual.de
dama:h_1e32b3cf-ef09-4674-ac8611cdeb57e935,"{'tama_d841c6e5-6cae-4f89-a59a6873a985a44e': ('tama', 'construir')}",centopéia
cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,"{'s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275': ('s’ỹỹ', 'left;esquerda'), 'ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19': ('ʃi:', 'com'), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 'camarão'), 'cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f': ('cɨ:', 'pupunha'), 'ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f': ('ʃḭ:', 'beliscar (ʃiʔ inf; ʃḭːʔ n.i.)')}",embrulho de folha
ena_1f0430bf-ab8c-4fb5-9a88f621fba7d9c7,"{'enʌh_202b8b72-addc-461d-bc6f61c26dcf54fc': ('enʌh', 'têm'), 'edah_ac55eff6-e4fa-45d2-a17d90446273b3f1': ('edah', 'estar.perto')}",vir.vezes
ʃabu:_1f9956bb-f8c8-4d6b-97f82ccc35787d61,"{'sapuu_aca80f49-f37b-4756-a63b-f87397345f3a': ('sapuu', 'soft;fofo')}",umbigo
enʌh_202b8b72-addc-461d-bc6f61c26dcf54fc,"{'ena_1f0430bf-ab8c-4fb5-9a88f621fba7d9c7': ('ena', 'vir.vezes'), 'edah_ac55eff6-e4fa-45d2-a17d90446273b3f1': ('edah', 'estar.perto'), 'edëng_860a5da2-298a-4c6e-a638-812c28b0d9b4': ('edëng', 'greet;comprimentar')}",têm
tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,"{'tooh_6043f2b6-842d-49d1-9764-2fd9ab21b3ba': ('tooh', 'white.lipped.peccary;queixada'), 'tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7': ('tũ:h', 'no.chão'), 'du:h_1c1e2650-1809-4f40-a14833b3a9902630': ('du:h', 'nádegas'), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 'be (n.i. do)'), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 'the.one'), 'tu_983b21ad-1243-49cf-850fb9211c029c38': ('tu', 'esteio'), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 'take'), 'tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d': ('tũ', 'floor;ground')}",floor;ground
ʃã̰:n_256f7d52-7743-4413-9b3bc73ca66b9c96,"{'sëën_89e12256-aa4d-4789-a64e-fc333256a009': ('sëën', 'hair;cabelo')}",chifre
ju_268efbd6-8e22-4f0a-b085761f16553758,"{'ooj_abc3063b-7d75-430c-9300-005e926c6475': ('ooj', 'ash;cinzas'), 'jṵ:_eef40a70-5ad0-4fc4-bc3411960085d1f4': ('jṵ:', 'espécie de árvore')}",fogo
hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb,"{'hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7': ('hã', 'DAT'), 'ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf': ('ha', 'REL;REL')}",tocar flauta; forma marcada
jə:_2c080526-9fce-432c-a1b147f3bcf43968,"{'jaah_73c5535f-972b-4711-b80a-904d9c468a08': ('jaah', 'who;quem'), 'jëë_a0520e71-1c6b-440a-bfb4-073d8767e810': ('jëë', 'peach.palm;pupunha'), 'j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378': ('j’aa', 'faeces;fezes'), 'jɨh_139d6300-9038-4939-9dd29b3662f07316': ('jɨh', 'espécie de pássaro'), 'jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c': ('jʌ:', 'espécie de fruta'), 'jʌh_b0d8a76b-9203-4a28-8c7fec22668b2dc1': ('jʌh', 'mira; alvo'), 'jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6': ('jə:h', 'return n.i.'), 'j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a': (""j'yy"", 'son.Voc;filho.Voc')}",close
manṵ̃c_2c48a8a4-7fdd-4fe9-96f7ace262c92281,"{'man&apos;uuts_898ee1a2-ed1e-4b76-ae8d-ab5b1600b6d1': (""man'uuts"", 'uneiuxi.river;rio.uneiuxi')}",rio Unieuxi
da:p_2c5b7407-1bb9-4ee2-b7438ad9b0f2f317,"{'da:b_6c6f913f-603e-4dd7-99d1c9122d333284': ('da:b', 'fazer rede')}",for.no.reason
ʃʌg_2d575f27-16ba-4d8b-b93bc3707a2b03f9,"{'säg1_6a527141-817f-4a53-a47f-032cdbde864b': ('säg', 'old;velho'), 'tsäng_c466f8d0-c63e-4dce-83d9-8000648a6ee9': ('tsäng', 'clay;barro'), 'ʃʌ̃k_9b694680-1ac9-4aca-a46437162aab0090': ('ʃʌ̃k', 'tamatá')}",mandioca.massa
ʃaʃ_2e94cda9-c5b9-4f52-9502e8a4b4e49a0d,"{'ʃʌʃ_19c9d3c1-cce8-426f-a5bbc966bae6d008': ('ʃʌʃ', 'aracu')}",aracu-branco
pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,"{'pä_f147e3d8-5601-4640-b31b-4fd6d06fa113': ('pä', 'stone;pedra'), 'pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9': ('pa:h', 'passado'), 'bʌ_8df25412-204a-46bc-a7873ef67101e1ce': ('bʌ', 'na.frente'), 'pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792': ('pə:', 'cobra.sp'), 'pã̰:_9fab38fa-5fc0-4ee4-b82ec53f098b21ad': ('pã̰:', 'devido'), 'bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëh', '2PL;2PL')}",lado
ɨɲ_314efd94-d358-473e-b24ce05b4d9e7dd9,"{'ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736': ('ɨ̃:j', 'mulheres')}",sister
jɔ_319f5a88-6001-437b-9f8edadc0a51d8b,"{'jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c': ('jɔh', 'zagaia')}",on;em.cima
ʃuʃ_3202a661-7935-4b2c-8a56eee0585ad266,"{'ʃũ:c_07fc6bd3-d3a8-4027-99452f8878c2efaa': ('ʃũ:c', 'cordão.umbilical'), 'ʃõc_bda18a4b-25b2-46d9-a02e8c971679f675': ('ʃõc', 'gafanhoto.sp')}",be.dirty
tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,"{'t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984': (""t'aah"", 'son;filho'), 't’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': ('t’ëëng', 'tapir;anta'), 'tah_396fe9f8-b06b-48e2-92a74335e87b321d': ('tah', 'o.próximo'), 'tʌ_5ea024ce-8d5b-461c-ae9697daffe5dbb1': ('tä', 'food;comida'), 'tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f': ('tʌ̃h', 'irmão.novo'), 't&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': (""t'ëëng"", 'tapir;anta'), 'tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59': ('tëëng', 'firewood;lenha')}",tapuru
go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b,"{'gó_32db9835-81bc-4809-83fb-6b662dc0682a': ('gó', 'in;dentro'), 'gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c': ('gɔ̰̃:', 'macaco-prego'), 'gõ̰:h_eb41f0ed-d6f9-4d6e-85b336781b9f4841': ('gõ̰:h', 'caba.ovo')}",arrancar
ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19,"{'s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275': ('s’ỹỹ', 'left;esquerda'), 'cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc': ('cɨ:', 'embrulho de folha'), 'cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f': ('cɨ:', 'pupunha'), 'ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f': ('ʃḭ:', 'beliscar (ʃiʔ inf; ʃḭːʔ n.i.)')}",com
wʌ:ɲ_345e0be9-fd6c-4456-b6f4f3418d520ceb,"{'wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0': ('wə:j', 'espécie de cobra')}",ir para o porto (pl wʌ̰ːɲ)
hã̰:k_349f393a-4584-4d98-8af48b0677f466c0,"{'ha:k_c0fa3ce4-38f4-40ac-bb8c1f8ae64f94a0': ('ha:k', 'surucucu')}",stop.to.rest
mu:ɲ_35d0254a-73e3-4fbc-8f5995f2104a384,"{'booj_3c9337be-a478-493e-bed4-c0f035f02c63': ('booj', 'traira.fish;traíra'), 'bu:j_54613d00-08ea-44ed-b99659610ba3cac7': ('bu:j', 'feitiço')}",rolinha
jõŋ_35e20f56-2cd9-4561-a9a450ff279c8974,"{'juŋ_0d01b43a-977f-4bee-acd817cc25699b52': ('juŋ', 'be.dark'), 'jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c': ('jɔh', 'zagaia')}",be.many (n.i. yõoh)
e:_3721b800-dbe1-4f4c-a11becaeda9dda0a,"{'ɛ:_875e56c4-82d8-40d5-8e1cc1ccfd207728': ('ɛ:', 'father')}",papai
aʃã:m_38063eab-2670-4f78-a5432dcdf1d18be5,"{'asëm_dc855a5e-e265-4869-9faa-8947234d666a': ('asëm', 'be.arrogant;ser.orgulhoso')}",dançar.no.dabucurí
hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7,"{'haa_6a83eb37-c1ab-4dc2-8210-1d9195abca43': ('haa', '1sg.POSS.PL;1sg.POSS.PL'), 'hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576': ('hëë', 'paddle;remo'), 'hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb': ('hʌ̃h', 'tocar flauta; forma marcada'), 'ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf': ('ha', 'REL;REL')}",DAT
