entry_id,matches,def
daar_76bad5b4-e619-4d3c-b911-8e14ae184d16,"{'tə̰:r_b73b72e2-30b4-4809-99089d868d068772': ('tə̰:r', 'filho/a')}",cicada.sp;cigarra.sp
anaak_786a66da-ee64-4cd0-b5d7-d98c0ee6d3be,"{'adʌk_774abf52-37f4-472c-9e05d6566bafdff': ('adʌk', 'estar')}",yummy;gostoso
sëëw_7c511834-586a-456c-884a-02fda6ccd6aa,"{'s’ỹỹw_b90d8855-d8de-43c3-a4b2-c876c27d497c': ('s’ỹỹw', 'taoca;taoca')}",shaman;pajé
tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a,"{'tahoh_a4a0b6ab-42e7-4223-95dc11ad8b23e9ef': ('tahoh', 'cortar cabelo')}",pimple;espinha
maj’ëe_7d9b566b-8897-43aa-aa2c-44c3136b2409,"{'maj’ëeh_7d9b566b-8897-43aa-aa2c-44c3136b2409': ('maj’ëeh', 'toad;sapo')}",toad;sapo
atsuuk_7ed2ad67-026d-4534-83c1-b37b8b08324d,"{'asok_3b09d234-1d9d-43fa-8d85-1600b775eff2': ('asok', 'collect.manioc;arrancar.mandioca')}",itch;coçar
t’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12,"{'tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388': ('tëg', 'tooth;dente'), 't&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984': (""t'aah"", 'son;filho'), 'tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445': ('tyyg', 'fire;fogo'), 'tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a': ('tʌ̰:h', 'tapuru'), 'tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3': ('tɨŋ', 'support'), 'tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23': ('tɨ:ŋ', 'assoalho'), 't&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': (""t'ëëng"", 'tapir;anta'), 'tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59': ('tëëng', 'firewood;lenha')}",tapir;anta
awa_81084abe-5872-41b3-bb65-8b687a3b00a1,"{'awëh_ad9e6c80-0862-401d-9958-6bba1d783910': ('awëh', 'eat;comer')}",eat;comer
dõm_821df784-fbcb-40de-a505-a26f965d09ed,"{'t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239': ('t’õõm', 'disposable.basket;cesto.descartável'), 't&apos;õõm_6945fd07-f2f1-4af1-a00a-c25ab150e2a3': (""t'õõm"", 'woven.traditional.backpack;panacu'), 'tõm_9c34cae8-d703-4bd1-b57d-7a96c6a5281a': ('tõm', 'drop;gota')}",tail;rabo
p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d,"{'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 'nose;nariz'), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 'roça'), 'bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467': ('bɔ:h', 'sobrinha'), 'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 'espuma'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616': ('pɔ:', 'nariz'), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 'peixe.sp'), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 'espécie de árvore'), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta')}",hot.pepper;pimenta
nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 'NEG;NEG'), 'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4': ('nuuh', 'head;cabeça'), 'du:h_1c1e2650-1809-4f40-a14833b3a9902630': ('du:h', 'nádegas'), 'nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1': ('nɔ̃:', 'dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.)'), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 'be (n.i. do)'), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 'the.one'), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 'take'), 'noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('noo', 'mouth;boca')}",mouth;boca
hooj1_8685f141-0aa5-4267-b4cb-681284bbe011,"{'hooj2_96c60cce-1d22-4b41-8ed3-e5948e58cd74': ('hooj', 'grandmother;avó'), 'hɔ̃:j_f27ab227-b4d9-44ac-b8bb36a951f02a81': ('hɔ̃:j', 'escrever n.i.')}",white.cará;cará.branco
sëën_89e12256-aa4d-4789-a64e-fc333256a009,"{'ʃã̰:n_256f7d52-7743-4413-9b3bc73ca66b9c96': ('ʃã̰:n', 'chifre')}",hair;cabelo
wapëën_8a904b9a-c1a7-49ff-aeea-a5390a5181f6,"{'wapad_6d1f39e4-a447-4cba-b3ffb4b8f1eed9af': ('wapad', 'piaba.fish;piaba'), 'mapa:d_f3c7d2d0-2b4f-4816-989082193821aa5c': ('mapa:d', 'espécie de taioba')}",turn.around;virar
tób_8e356cef-e3f2-4646-8e11-7c62d369a9fd,"{'tõm_9c34cae8-d703-4bd1-b57d-7a96c6a5281a': ('tõm', 'drop;gota')}",house;casa
hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576,"{'haa_6a83eb37-c1ab-4dc2-8210-1d9195abca43': ('haa', '1sg.POSS.PL;1sg.POSS.PL'), 'hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7': ('hã', 'DAT'), 'hɨ:h_4a6af09e-19e4-45b8-8276edcd7b1ff9': ('hɨ:h', 'DEM'), 'ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf': ('ha', 'REL;REL')}",paddle;remo
tatoog_93f60423-0ba3-41f6-8740-087e56257443,"{'tatɔk_543193f1-37f9-46ea-8153ae2c27968998': ('tatɔk', 'picar')}",granddaughter;neta
awät_94af7d8a-ba5e-4b2b-9ef7-cfa69923b978,"{'awad3_62a55d3c-fa39-4a7a-8dbf-01f9b2c196bd': ('awad', 'jaguar;onca')}",walk;andar
kabë2_95545367-b996-4a77-88a4-91898494b4b3,"{'kabə:_1cd66356-7a6f-4152-b323ad2a5c5aabaf': ('kabə:', 'balançar.na.rede')}",coatamundi;quati
hooj2_96c60cce-1d22-4b41-8ed3-e5948e58cd74,"{'hooj1_8685f141-0aa5-4267-b4cb-681284bbe011': ('hooj', 'white.cará;cará.branco'), 'hɔ̃:j_f27ab227-b4d9-44ac-b8bb36a951f02a81': ('hɔ̃:j', 'escrever n.i.')}",grandmother;avó
mỹỹm_97557290-0196-462e-8057-e1ef84dc9ee7,"{'wyyw_53e36f05-f876-4b30-9d3d-4be4ec11a4ec': ('wyyw', 'tocandira;tocandira'), 'wɨm_d70249ce-c638-4f54-9217c3728f3fc3e6': ('wɨm', 'quatipuru'), 'wɨ̰:m_eda10c90-25f4-4535-b7cf80e5d874e629': ('wɨ̰:m', 'siririca'), 'wëëm_990d5cb5-98be-420d-9662-a39d1662fc24': ('wëëm', 'bat;morcego')}",stone.axe;machado.de.pedra
tahʹỹỹb_979a8c31-a85b-459d-b598-414010f8b465,"{'tah&apos;ỹỹb_979a8c31-a85b-459d-b598-414010f8b465': (""tah'ỹỹb"", 'fish;peixe')}",fish;peixe
nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 'NEG;NEG'), 'nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('nooh', 'mouth;boca'), 'du:h_1c1e2650-1809-4f40-a14833b3a9902630': ('du:h', 'nádegas'), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 'be (n.i. do)'), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 'the.one'), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 'take'), 'noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('noo', 'mouth;boca')}",head;cabeça
masoo_9ce33e0d-aa4c-444b-921e-bcdca4f98778,"{'baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b': ('baʃo:h', 'odor.da.transpiração')}",hold;segurar
hapäh_9e969d72-f8b2-48ba-83ac-3472669f4a98,"{'habə_021ba618-79ea-4d99-8a2330e1b5b60c41': ('habə', 'espantar')}",see;ver
syyj_9f339257-1bc7-4ea1-897f-ad0099dbb709,"{'sëëj2_676891fe-11be-4098-ba43-4c4bd187bf1f': ('sëëj', 'scorpion;escorpião')}",grease;gordura
warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8,"{'warahen1_d19ed409-f161-40d6-90a9-dede5c019714': ('warahen', 'policeman;policía'), 'warahén_d19ed409-f161-40d6-90a9-dede5c019714': ('warahén', 'policeman;policía')}",soldier;soldado
jëë_a0520e71-1c6b-440a-bfb4-073d8767e810,"{'jaah_73c5535f-972b-4711-b80a-904d9c468a08': ('jaah', 'who;quem'), 'j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378': ('j’aa', 'faeces;fezes'), 'jɨh_139d6300-9038-4939-9dd29b3662f07316': ('jɨh', 'espécie de pássaro'), 'jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c': ('jʌ:', 'espécie de fruta'), 'jə:_2c080526-9fce-432c-a1b147f3bcf43968': ('jə:', 'close'), 'jʌh_b0d8a76b-9203-4a28-8c7fec22668b2dc1': ('jʌh', 'mira; alvo'), 'jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6': ('jə:h', 'return n.i.'), 'j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a': (""j'yy"", 'son.Voc;filho.Voc')}",peach.palm;pupunha
ajäm_a28f3a39-1a03-4329-9382-9bab24145953,"{'ajəm_e532759c-75f9-441c-967df4322a5dd35d': ('ajəm', 'at.night')}",dance;dançar
ebaan_a4743021-4fb5-4c67-a96c-b605a21e6d44,"{'ema:n_03582b22-b335-4af8-8c232043541e28f9': ('ema:n', 'peneirar')}",thick.surface;grosso.superficie
amaaj_a5a8c5a4-ff77-48be-a14c-a8dd2d196e96,"{'awə:ɲ_5d354e7a-373f-43e7-a04d51fa7ec24098': ('awə:ɲ', 'descer.para.rio')}",piranha;piranha
takod2_a630902b-b26a-4906-870e-2c4c62b001b1,"{'takod_b4a9928d-a6e7-43f6-8956769d02980cfa': ('takod', 'ambaiba.sp')}",bamboo;taboca
tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445,"{'tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388': ('tëg', 'tooth;dente'), 't’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': ('t’ëëng', 'tapir;anta'), 'tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3': ('tɨŋ', 'support'), 'tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23': ('tɨ:ŋ', 'assoalho'), 't&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': (""t'ëëng"", 'tapir;anta'), 'tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59': ('tëëng', 'firewood;lenha')}",fire;fogo
wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5,"{'mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc': ('mä', 'ucuqui;ucuqui'), 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0': ('wë', 'sky;céu'), 'wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7': ('wã:', 'grelo.de.buriti'), 'ma_4264a5f5-d297-4c5e-9ce680ae7193474b': ('ma', 'pertences'), 'wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5': ('wʌ:', 'espécie de árvore'), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 'mato caído'), 'wə_a802edee-a71f-41cf-b15a48d2cd10f3e6': ('wə', 'ao.lado'), 'ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a': ('ma', 'make')}",alligator;jacare
ooj_abc3063b-7d75-430c-9300-005e926c6475,"{'ju_268efbd6-8e22-4f0a-b085761f16553758': ('ju', 'fogo')}",ash;cinzas
wajats2_ad8e1685-a540-42c7-a1a6-345f1d62a409,"{'wajats_ad8e1685-a540-42c7-a1a6-345f1d62a409': ('wajats', 'manatee;peixe-boi')}",manatee;peixe-boi
awëh_ad9e6c80-0862-401d-9958-6bba1d783910,"{'awa_81084abe-5872-41b3-bb65-8b687a3b00a1': ('awa', 'eat;comer'), 'awäng_bf428c83-f99e-46c5-9eda-3733b60a7d09': ('awäng', 'grow;crescer')}",eat;comer
gód2_afb44df8-075a-40c9-8eed-b4be294caa89,"{'gód_afb44df8-075a-40c9-8eed-b4be294caa89': ('gód', 'mat.uncle;tio materno')}",mat.uncle;tio materno
ỹ_acdb0c0b-2c0f-454f-91d1-eea4498bebf7,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 'fire.ant;formiga.de.fogo'), 'ɨh_75c83f39-6f85-4520-ac431d873a3fc10': ('ɨh', 'sleep n.i.'), 'ỹỹ_b5117bd5-2007-42dc-8931e60f4bb08b71': ('ỹỹ', '1sg;1sg')}",
agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85,"{'akə:_46f2c675-ccd1-4908-8693cea8ae7dc036': ('akə:', 'enterrado')}",lie.in.hammock;deitar.rede
 =kóm1_b4ef6f78-08bb-4d23-9cba-f68a176930c7,"{' =kóm2_c8ff3ede-cd52-435e-aa16-b8e6ad9ac937': (' =kóm', 'thigh;coxa')}",root;raiz
j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378,"{'jaah_73c5535f-972b-4711-b80a-904d9c468a08': ('jaah', 'who;quem'), 'jëë_a0520e71-1c6b-440a-bfb4-073d8767e810': ('jëë', 'peach.palm;pupunha'), 'jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c': ('jʌ:', 'espécie de fruta'), 'jə:_2c080526-9fce-432c-a1b147f3bcf43968': ('jə:', 'close'), 'jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6': ('jə:h', 'return n.i.')}",faeces;fezes
mapah1_b822e839-8c6d-40df-b269-0a5a65773509,"{'mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6': ('mabaah', 'bee;abelha'), 'mabëng_c197d537-44e1-4a6f-abe7-fa15aead02e7': ('mabëng', 'green.acouchi;cutiara')}",papaya;mamão
ehãm_b8594aa4-2eff-46d6-be59-412a2bc8c629,"{'ehab_e92f47c7-413d-4a3d-8c1f-019ff0dd12ed': ('ehab', 'scrape.manioc;raspar.mandioca')}",sharp;amolado
s’ỹỹw_b90d8855-d8de-43c3-a4b2-c876c27d497c,"{'sëëw_7c511834-586a-456c-884a-02fda6ccd6aa': ('sëëw', 'shaman;pajé')}",taoca;taoca
sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4,"{'s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 'dream;sonho'), 'tsäng_c466f8d0-c63e-4dce-83d9-8000648a6ee9': ('tsäng', 'clay;barro'), 'ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b': ('ʃa:h', 'sobrinho (pl ʃa̰ːh)'), 'ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64': ('ʃa:h', 'be.hungry'), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 'camarão'), 'ʃa_9258a56c-b681-4637-922dc15c3cc4d778': ('sa', '3PL.POSS;3PL.POSS')}",coals;brasa
tsʹooh_ba2c8ff0-d117-4d2f-bb75-32e1760fe9de,"{'ʃo:_8d4ce206-887a-448d-a7db8239d7cbecd0': ('soo', 'woodpecker;pica-pau'), 'ʃɔ̰:_8d669ad1-8a35-4d91-bda3160c4dbf2672': ('ʃɔ̰:', 'estar sentado')}",flower;flor
masook2_bad07ccf-c8ca-47a3-b227-48abab0ed633,"{'masug_14f4dbd3-bbac-4f9e-b5f5-3da0f0b5daa1': ('masug', 'fishing.stick;vara.pesca')}",manioc.meal;farinha
pud_bc1dd6d3-4e78-41a7-888f-9200c232f3bc,"{'puud_6aac88b8-8517-4460-9bb1-0a8642d54dab': ('puud', 'song.dabucuri;canto.dabucuri')}",kapiwaya;kapiwaya
pëëw_bc51e1f0-68ce-4051-b925-7b7eef2ce693,"{'p’yym1_c58f3f30-b24e-49b3-89c7-a8dbbcc5fc5b': ('p’yym', 'curare;curare'), 'bə:w_972164d7-37ea-414b-a588f329a9ce02f9': ('bə:w', 'espécie de cobra'), 'pə:w_afd1d56f-ca8f-4cca-9561cec36292ec9e': ('pə:w', 'espécie de árvore'), 'paam_507b60c0-f8bd-4deb-87bd-f5e13faedf4a': ('paam', 'REMOT.PAST;PASS.REMOT'), 'pyym_48a754db-ea05-4440-bcad-eec33e19477e': ('pyym', 'snake.poison;veneno.cobra')}",loincloth;tanga
s’oow_bd149bf3-7f4c-42b9-901c-045655c034c8,"{'s&apos;oow_bd149bf3-7f4c-42b9-901c-045655c034c8': (""s'oow"", 'blowgun;zarabatana')}",blowgun;zarabatana
pooh_bdd27c96-ea96-4676-845e-c97461c4e435,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta'), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 'roça'), 'bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467': ('bɔ:h', 'sobrinha'), 'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 'espuma'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616': ('pɔ:', 'nariz'), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 'peixe.sp'), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 'espécie de árvore'), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta')}",nose;nariz
ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb,"{'yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a': ('yb', 'father;pai'), 'ɨm_73d74d6f-08f3-463a-adc337a43c4c0787': ('ɨm', 'ficar'), 'ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88': ('ɨ̃:m', 'fear;ter.medo'), 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de': ('ỹỹm', 'esposa')}",wife;esposa
tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5,"{'s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 'dream;sonho'), 'ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b': ('ʃa:h', 'sobrinho (pl ʃa̰ːh)'), 'ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64': ('ʃa:h', 'be.hungry'), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 'camarão'), 'ʃa_9258a56c-b681-4637-922dc15c3cc4d778': ('sa', '3PL.POSS;3PL.POSS'), 'tsʹaah_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaah', 'stingray;arraia')}",stingray;arraia
awäng_bf428c83-f99e-46c5-9eda-3733b60a7d09,"{'awëh_ad9e6c80-0862-401d-9958-6bba1d783910': ('awëh', 'eat;comer')}",grow;crescer
wuug_c0870f59-5f40-4989-a45d-50672fc64c3e,"{'wog_498db3e4-f431-454a-9be0-f767c01c3ed5': ('wog', 'belly;barriga')}",charm;feitiço
mabëng_c197d537-44e1-4a6f-abe7-fa15aead02e7,"{'mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6': ('mabaah', 'bee;abelha'), 'mapah1_b822e839-8c6d-40df-b269-0a5a65773509': ('mapah', 'papaya;mamão')}",green.acouchi;cutiara
s’ëëh_c2500249-3e46-4056-8e86-6d258b177a45,"{'s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275': ('s’ỹỹ', 'left;esquerda'), 'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4': ('sëh', 'coals;brasa'), 'tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaa', 'stingray;arraia'), 'ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b': ('ʃa:h', 'sobrinho (pl ʃa̰ːh)'), 'ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64': ('ʃa:h', 'be.hungry'), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 'camarão'), 'tsʹaah_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaah', 'stingray;arraia')}",dream;sonho
jag2_c3965c56-0a44-4337-9442-b76f3f1ecc37,"{'jʌ̃g_01bb2edb-ff6e-420e-894a77ac8c58ea1b': ('jʌ̃g', 'esmagar; forma marcada'), 'jəŋ_df0ab2f6-c78d-4ce7-b9409f522b137faa': ('jəŋ', 'sapo.sp')}",hammock;rede
padə:k1_c3d960d6-c8b1-4659-b1e3-8e2b632633bb,"{'badɨ:k_ec4b457c-f57d-40da-9afc1a28497674a1': ('badɨ:k', 'socar terra'), 'panyyg1_b438b097-40f8-45db-98fc-91e5ba708d20': ('panyyg', 'story;história')}",?
tsäng_c466f8d0-c63e-4dce-83d9-8000648a6ee9,"{'säg1_6a527141-817f-4a53-a47f-032cdbde864b': ('säg', 'old;velho'), 'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4': ('sëh', 'coals;brasa'), 'ʃʌg_2d575f27-16ba-4d8b-b93bc3707a2b03f9': ('ʃʌg', 'mandioca.massa')}",clay;barro
p’yym1_c58f3f30-b24e-49b3-89c7-a8dbbcc5fc5b,"{'pëëw_bc51e1f0-68ce-4051-b925-7b7eef2ce693': ('pëëw', 'loincloth;tanga'), 'pə:w_afd1d56f-ca8f-4cca-9561cec36292ec9e': ('pə:w', 'espécie de árvore'), 'pyym_48a754db-ea05-4440-bcad-eec33e19477e': ('pyym', 'snake.poison;veneno.cobra')}",curare;curare
byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6,"{'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëëh', '2PL;2PL'), 'pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792': ('pə:', 'cobra.sp'), 'bə:h_962a8de8-7f65-4e60-b8a4c16d27943a33': ('bə:h', 'suco'), 'bëëh_962a8de8-7f65-4e60-b8a4-c16d27943a32': ('bëëh', 'suco'), 'bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëh', '2PL;2PL'), 'bii_fb6c7157-1b9b-4d1b-9926-dcdea3043357': ('bii', 'breast;seios')}",skin;pele
bahõd2_c7fb0386-4f9c-4e01-b63e-98d57aeff3a4,"{'baho̰:d_5cc0dedf-d5e2-4ecc-bcfd2380f2e3b862': ('baho̰:d', 'temporal')}",amazonian.marsh.rat;rato.de.água
gamatsih_c81030cf-af27-4010-b3eb-e745b2f13d26,"{'kamasi_557c586d-90af-49ad-b78b-b719e6d0ae25': ('kamasi', 'sloth;bicho.preguiça')}",tick;carrapato
 =kóm2_c8ff3ede-cd52-435e-aa16-b8e6ad9ac937,"{' =kóm1_b4ef6f78-08bb-4d23-9cba-f68a176930c7': (' =kóm', 'root;raiz')}",thigh;coxa
h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7,"{'ho̰:_4113864d-2d85-4f29-909ef8deb4a55024': ('ho̰:', 'inambu pequeno'), 'ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559': ('ho:h', 'fígado'), 'hɔ:h_f900068e-bcdb-4841-8547ba76b0bd11bf': ('hɔ:h', 'virilha')}",canoe;canoa
aỹỹh_c99a1e11-f4d3-4fbd-b8e4-ef98dc3ac38b,"{'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': ('ahỹỹh', 'sing.bird;cantar.pássaro')}",
h’ëëw/h’yyw_cd431f73-caef-44e2-8c8c-bfdab027a9f5,"{'hëëw/hyyw_e3e69eca-b141-4371-89c7-fb0f3deefb05': ('hÿÿw', 'white.fronted.capuchin;caiarara')}",achiote;urucum
ỹỹn2_cd68549e-1a6e-4765-94fe-b4d379bdf417,"{'ɨd_81932843-b81d-48e9-988fc34c461ec696': ('ɨd', 'parte.baixa'), 'ə:n_eb201827-9f6d-4018-a8dde4f259bf9839': ('ə:n', 'mother'), 'ëën_fe7eb662-ab08-4960-beed-46e3474784d5': ('ëën', 'mother.Voc;mãe.Voc')}",mother;mãe
kuruj-du_cee3da30-09cb-4fe7-8929-c2a990e5caa8,"{'kuruj du_cee3da30-09cb-4fe7-8929-c2a990e5caa8': ('kuruj du', 'vulture;urubu')}",vulture;urubu
oow2_d04af342-ffb6-4ca8-806b-a630870f74ee,"{'õm_31f249cf-2b84-428d-8cd9-657c8d35e6f4': ('õm', '2SG;2SG'), 'ɔ:w_7b46d0e4-14b6-4aba-9b6d703bd75a6886': ('ɔ:w', 'grandfather')}",grandfather;avô
warahen1_d19ed409-f161-40d6-90a9-dede5c019714,"{'warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8': ('warahen', 'soldier;soldado'), 'warahén_d19ed409-f161-40d6-90a9-dede5c019714': ('warahén', 'policeman;policía')}",policeman;policía
tii2_d3db1b0f-4558-4e63-94dc-a2d6b0d31def,"{'tɨ_aff14eee-a080-4359-931b8e0eba6379bb': ('tɨ', 'rosto'), 'tɨ:_e4e003b3-b87d-4e64-853a137ee8f53b30': ('tɨ:', 'fish'), 'ti1_6e529536-55b7-49da-b65f-093cf90a0686': ('ti', 'and.then;então')}",DEM.prox;DEM;prox
mahũũr1_d5012807-382c-4ce2-ae64-fe70e83272d7,"{'mahũũr_d5012807-382c-4ce2-ae64-fe70e83272d7': ('mahũũr', 'sweet.manioc;macaxeira')}",sweet.manioc;macaxeira
wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0,"{'mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc': ('mä', 'ucuqui;ucuqui'), 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 'alligator;jacare'), 'wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7': ('wã:', 'grelo.de.buriti'), 'ma_4264a5f5-d297-4c5e-9ce680ae7193474b': ('ma', 'pertences'), 'wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5': ('wʌ:', 'espécie de árvore'), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 'mato caído'), 'wə_a802edee-a71f-41cf-b15a48d2cd10f3e6': ('wə', 'ao.lado'), 'ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a': ('ma', 'make'), 'mäh_63073248-c558-4fc1-8f4c-63527c9e11c7': ('mäh', 'RPT;relatado (abreviação?)')}",sky;céu
tsiw_d6f851ea-76b0-4c5d-a0a5-24e88039b1b9,"{'ʃim_8fcc8ace-4a78-4e08-b476999f1c035aad': ('ʃim', 'partir (hab ʃḭːm)')}",cicada.sp;cigarra.sp
