headword,ipa,entry_id,matches
tsʹoog,tʃo̰:g,tsʹoog_9e1ed034-5c26-4a40-a9ed-6952de801cd2,"[('tsʹooh', 'tsʹooh_ba2c8ff0-d117-4d2f-bb75-32e1760fe9de', 0.875)]"
maruus,maru:ʃ,maruus_9e8a8696-6179-4389-bd3e-277c6064a6ba,"[('maɾuʃ', 'maɾuʃ_d8e843eb-0a99-4a26-963c-fcf20299fb1f', 0.9545454545454546)]"
hapäh,hapʌh,hapäh_9e969d72-f8b2-48ba-83ac-3472669f4a98,"[('pʌʔ', 'pʌʔ1_cad2429f-304a-437a-ac65-bad608ba9e61', 0.9), ('pä', 'pä_f147e3d8-5601-4640-b31b-4fd6d06fa113', 0.9)]"
agä,agʌ,agä1_9e97d488-8f8e-490b-89a8-290893ddccc7,"[('pagä', 'pagä_ad273850-e38f-4dc0-99c6-e480470ff15f', 0.8571428571428571), ('bagä', 'bagä_e27bf773-9778-44d5-936b-d75996aaef64', 0.8571428571428571), ('agä', 'agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85', 1.0), ('gä', 'gä_8c3e9683-efa0-43fd-b2c6-7fb130828ae8', 1.0)]"
syyj,ʃɨ:j,syyj_9f339257-1bc7-4ea1-897f-ad0099dbb709,"[('sëëj', 'sëëj1_ea18d5a2-e0a3-4174-859f-b42bbb3d5e93', 0.875), ('sëëj', 'sëëj2_676891fe-11be-4098-ba43-4c4bd187bf1f', 0.875)]"
warahen,warahen,warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8,"[('warahen', 'warahen1_d19ed409-f161-40d6-90a9-dede5c019714', 1.0)]"
ʃəːn,ʃə:n,ʃəːn_9ff6ef51-bc0d-4bbc-b462-525c60f0df2f,"[('sëën', 'sëën_89e12256-aa4d-4789-a64e-fc333256a009', 1.0), ('ʉʉn', 'ʉʉn_eb201827-9f6d-4018-a8dd-e4f259bf9838', 0.8571428571428571), ('ʃɤːʔ', 'ʃɤːʔ_77981701-bff1-498b-a88b-f2ff0d46a7a2', 0.8571428571428571)]"
tón,tɔn,tón_a00d1bb1-25e3-4c3d-953c-57dd3b546cd4,"[('atón', 'atón_bc968ce0-9509-4ec9-b8d1-a524b3bef356', 0.8571428571428571)]"
dó,dɔ,dó2_a08df22d-80e3-4118-9cee-83f37742f065,"[('dó', 'dó1_b34c70de-07c4-4851-930b-b7d6ef30937c', 1.0)]"
sigõõh,ʃigo:̃h,sigõõh_a0ff43b0-a745-4f28-a13b-b693eab760a5,"[('goːʔ', 'goːʔ_335d28a8-83a8-4e3e-9f34-2756b1b9ea7a', 0.875), ('gʹõõh', 'gʹõõh_eb41f0ed-d6f9-4d6e-85b3-36781b9f4840', 0.8636363636363636)]"
tsabud,tʃabud,tsabud_a11cacd5-6a89-4610-a116-102feb4799f7,"[('ɟabud', 'ɟabud_c59dda44-a224-4265-8c63-5a694be26e01', 1.0)]"
kajamaah,kajama:h,kajamaah_a1977c14-2ca4-4b0e-b40a-5f0653e2e6c0,"[('baːh', 'baːh_596a8d5b-6bfc-4eab-af6a-25899b14ff12', 0.875)]"
taso,taʃo,taso_a1fdbd00-3580-4c9e-9ee9-4c8fd4f4ded0,"[('so', 'so_72a73287-e2c7-4dff-9dc7-0822773c112e', 1.0), ('soo', 'soo1_8d4ce206-887a-448d-a7db-8239d7cbeccf', 0.9), ('ʃoːʔ', 'ʃoːʔ_634a34c1-ac25-46b2-88d0-2498c1253e6f', 0.9)]"
mɨɨm,mɨ:m,mɨɨm2_a2418be7-62d2-404b-8f3e-6ebd2c5de915,"[('myym', 'myym_632462d5-0968-40f4-a457-813d01824927', 1.0), ('mỹỹm', 'mỹỹm_97557290-0196-462e-8057-e1ef84dc9ee7', 0.9444444444444444), ('ɨɨm', 'ɨɨm_d43b320e-3a28-431e-897d-97757c461f9f', 0.8571428571428571)]"
saramah?,ʃaramah,saramah?_a2519fe9-0a2c-4903-bc8e-dfcd093afe4e,"[('ma', 'ma3_54731d58-1347-4780-981b-8e439d93d277', 0.9), ('rama', 'rama_2bfdf4f7-0c51-480a-938a-c1dcea2924f9', 0.9444444444444444), ('ma', 'ma1_4264a5f5-d297-4c5e-9ce6-80ae7193474a', 0.9), ('ma', 'ma2_d9520bd1-d3cc-41e0-a4b4-ca44534c8219', 0.9)]"
ajäm,ajʌm,ajäm_a28f3a39-1a03-4329-9382-9bab24145953,"[('ejäm', 'ejäm_617a8588-a4c9-4f09-9bac-7006c8e84e31', 0.8571428571428571), ('ajʉm', 'ajʉm_e532759c-75f9-441c-967d-f4322a5dd35c', 0.875)]"
jawii,jawi:,jawii_a2ec988a-b045-49a0-8f4c-f240b2ebbe7d,"[('wiːʔ', 'wiːʔ_6775cf67-0f92-4ae5-a67c-dcd6102dce40', 1.0), ('wii', 'wii_8a4348e9-3bfb-46f0-8cd1-c70242ed07b9', 1.0)]"
dén,dɛn,dén_a34486b3-8510-4e08-b3a3-222244121a73,"[('dɛn', 'dɛn_d2b3947a-62a9-499f-a2db-b953e9ae2cd0', 1.0)]"
gaah,ga:h,gaah_a3c75190-8a05-4f88-928a-b902d20e8ad0,"[('gʉʉh', 'gʉʉh_94b140c8-32b8-4618-846e-6d093fbdb67d', 0.875)]"
sarin,ʃarin,sarin_a3e45e2f-99e7-44d1-a279-20f03a1e0d70,"[('ʃaɾiʔ', 'ʃaɾiʔ_9bab4546-0543-401f-9870-1f73db2dbb5d', 0.8888888888888888)]"
maa ena,ma: ena,maa ena_a462059e-7c9b-4426-90f3-c6f15c6241c3,"[('na', 'na1_0126d0ce-96ed-408a-bd28-66f3a462840f', 1.0), ('na', 'na3_fa915d92-ea88-4f0a-9ced-ef2f7a30fe8d', 1.0), ('ena', 'ena_1f0430bf-ab8c-4fb5-9a88-f621fba7d9c6', 1.0), ('nena', 'nena_23aa9211-d303-4038-9a0f-a0ea57305ae9', 0.8571428571428571), ('na', 'na2_502c638d-8616-4812-b966-7966da16815b', 1.0), ('na', 'na4_2df851cc-b722-41ba-aac8-b28779debd8c', 1.0)]"
ebaan,eba:n,ebaan_a4743021-4fb5-4c67-a96c-b605a21e6d44,"[('emaan', 'emaan_03582b22-b335-4af8-8c23-2043541e28f8', 0.9), ('paːn', 'paːn_e4920278-36b2-4b6c-b266-9c72f3055cce', 0.875), ('baad', 'baad_068ae71c-c922-438c-9569-dad5b2122f74', 0.875)]"
tahoh,tahoh,tahoh_a4a0b6ab-42e7-4223-95dc-11ad8b23e9ee,"[('hʹooh', 'hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7', 0.875), ('tahóh', 'tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a', 0.9), ('h’ooh', 'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7', 0.875), ('tahoːh', 'tahoːh_bccaeab6-2645-401a-a5e2-394defe8de7d', 0.9545454545454546), ('hoːh', 'hoːh_a8ed36ac-b900-49b9-9623-69d3aa0f1558', 0.9285714285714286), ('ho̰ːh', 'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d', 0.875)]"
kadoo,kado:,kadoo_a513c054-bea8-4c2d-8908-2cad00d509c8,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
awas,awaʃ,awas_a6203a13-3843-4ad1-87a4-8df273641d0a,"[('awa', 'awa_81084abe-5872-41b3-bb65-8b687a3b00a1', 0.8571428571428571)]"
takod,takod,takod2_a630902b-b26a-4906-870e-2c4c62b001b1,"[('takod', 'takod1_b4a9928d-a6e7-43f6-8956-769d02980cf9', 1.0), ('ɟakod', 'ɟakod_c6a20b3f-d2ad-402a-bcf7-ced8a9d76729', 0.9090909090909091)]"
asëëk,aʃə:k,asëëk_a66ea5e8-0c6b-4415-bf0f-ed7c04faaca2,"[('asëk', 'asëk_fcd2a200-7c82-4ef6-8810-d5f7c93bd8fc', 0.9444444444444444), ('aëëk', 'aëëk_c92360d1-bfc8-45ff-acd1-12983ebc7aee', 0.8888888888888888), ('ʃɤːʔ', 'ʃɤːʔ_77981701-bff1-498b-a88b-f2ff0d46a7a2', 0.8571428571428571)]"
eëëk,eə:k,eëëk_a6772535-05f5-4859-8007-ff6a89c86664,"[('ʔək', 'ʔək_4736ff14-7951-4702-8420-4b761777ed50', 0.9), ('aëëk', 'aëëk_c92360d1-bfc8-45ff-acd1-12983ebc7aee', 0.8571428571428571), ('ëk', 'ëk_ddd21a10-4d81-464a-a237-cf3195a8f0c5', 0.9)]"
mabaah,maba:h,mabaah2_a7203acf-034b-4299-9e1a-f9382783d0ae,"[('bëëh', 'bëëh1_962a8de8-7f65-4e60-b8a4-c16d27943a32', 0.875), ('paah', 'paah_5d6b8726-aa64-4b93-9329-884a1e4b1af8', 0.875), ('mabaah', 'mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6', 1.0), ('mapah', 'mapah1_b822e839-8c6d-40df-b269-0a5a65773509', 0.8636363636363636), ('bʹaah', 'bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d', 0.9444444444444444), ('bʉʉh', 'bʉʉh_48d9cff6-c6db-4cc8-83db-4adadfe1b13d', 0.875), ('baːh', 'baːh_596a8d5b-6bfc-4eab-af6a-25899b14ff12', 1.0), ('bëëh', 'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae', 0.875), ('mapah', 'mapah2_4ec81927-89b0-4a12-bec2-73014ae75de4', 0.8636363636363636)]"
getsëk,getʃək,getsëk_a7a832cd-2d78-4d1b-9e52-5a79e3c734ce,"[('tsëk', 'tsëk_af17fc38-6498-4d80-a76e-ee0c115cd3ab', 1.0), ('ketsëk', 'ketsëk_fd6da278-89a5-4bbf-92ab-6535f4c01f91', 0.9166666666666666)]"
tä̃h,tʌ̃h,tä̃h_a7c9df87-679d-4f00-b9d6-c15af816ae8e,"[('ä̃h', 'ä̃h_76c0c9b7-a018-4dfc-914d-28f21d9c1e80', 0.8571428571428571), ('tʌːh', 'tʌːh_30c25497-a03a-44a1-a1e1-9f49cffe7b53', 0.875)]"
wë,wə,wë1_a802edee-a71f-41cf-b15a-48d2cd10f3e5,"[('wë', 'wë2_df16da3e-09a9-4ab3-9833-a005e73eb941', 1.0), ('wɤʔ', 'wɤʔ_9acd178b-0827-43db-8efb-131bced2c948', 1.0), ('wë', 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0', 1.0), ('wɤːʔ', 'wɤːʔ_9485bb49-c230-459f-b30e-231a60b19150', 0.9), ('wëë', 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5', 0.9)]"
gʹaad hẽnh,ga̰:d hẽɲ,gʹaad hẽnh_a823ec1b-7c9e-457a-8b30-7bd4fa76f088,"[('hẽ', 'hẽ1_081a7a8a-0158-4d80-abae-d16c5ebdcef7', 0.8571428571428571), ('hẽnh', 'hẽnh_63c8102a-b241-4712-a838-70b21b5a086e', 1.0), ('hẽ', 'hẽ2_3bf2f3c2-3b71-4c02-9a24-b506631eabbb', 0.8571428571428571)]"
kããn s’ëëb,ka:̃n ʃə̰:b,kããn s’ëëb_a88957b3-2fb8-4636-9c28-fc547cc51306,"[('s’yyb', 's’yyb_93f3b98a-9634-4f16-9471-67ae1cd527af', 0.9)]"
nu mam’ets,nu mamḛtʃ,nu mam’ets_a8c51389-ad02-44b3-918d-af90e6e438ba,"[('mamets', 'mamets_1a267230-fb27-4cf5-b2e1-0ba438da4a70', 0.9615384615384616), ('w’eets', 'w’eets _fcd31ae9-c266-4ab2-a2ef-60eb3eff61c3', 0.8636363636363636), ('wʹeets', 'wʹeets_574901cb-b566-4eb9-a4ef-ed3b3331ef75', 0.8636363636363636)]"
hoːh,ho:h,hoːh_a8ed36ac-b900-49b9-9623-69d3aa0f1558,"[('ho̰ːh', 'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d', 0.9444444444444444), ('hɔːh', 'hɔːh_f900068e-bcdb-4841-8547-ba76b0bd11be', 0.875), ('hʹooh', 'hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7', 0.9444444444444444), ('hʹoo', 'hʹoo2_4113864d-2d85-4f29-909e-f8deb4a55023', 0.875), ('h’ooh', 'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7', 0.9444444444444444)]"
d'uuj,dṵ:j,d&apos;uuj_aa238362-6f1a-4a52-a41b-27843f79a688,"[('d’uuj', 'd’uuj_9b865bc0-e7e1-48b9-91d4-0903c2f55f8c', 1.0)]"
ewʹoop,ewo̰:p,ewʹoop_aa484e52-5ec5-4386-8ced-13080fe509af,"[('wʹoo', 'wʹoo_7129100e-d981-4dd4-bc48-1b86037bb2d4', 0.8888888888888888)]"
tyyg,tɨ:g,tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445,"[('tɨːŋ', 'tɨːŋ_e2b5fecf-076d-455e-afca-70e5369e1d22', 0.875), ('tɨɨ', 'tɨɨ_e4e003b3-b87d-4e64-853a-137ee8f53b2f', 0.8571428571428571)]"
wëë,wə:,wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5,"[('wɤːj', 'wɤːj_17bd0a2e-c26a-47a3-88c5-d757cac06a9f', 0.8571428571428571), ('waëë', 'waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301', 0.8571428571428571), ('wë', 'wë1_a802edee-a71f-41cf-b15a-48d2cd10f3e5', 0.9), ('wɤːʔ', 'wɤːʔ_9485bb49-c230-459f-b30e-231a60b19150', 1.0), ('wë', 'wë2_df16da3e-09a9-4ab3-9833-a005e73eb941', 0.9), ('wë', 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0', 0.9), ('wɤʔ', 'wɤʔ_9acd178b-0827-43db-8efb-131bced2c948', 0.9)]"
watoːɾ,wato:r,watoːɾ_aab6381d-36d6-4393-8125-63736f1d57b6,"[('watuːɾ', 'watuːɾ_6c6d6af3-914f-4223-af5b-893f529f5156', 0.9166666666666666)]"
kajero,kajero,kajero1_ab07f191-a5da-4848-bfbc-82ba4420609d,"[('kajero', 'kajero2_6b30fdcb-86a6-436d-af31-21759a33458b', 1.0)]"
pɔ̰̃ːd,pɔ̰̃:d,pɔ̰̃ːd2_ab0cfaae-c21c-4d6f-a26c-b1212aa99936,"[('pɔ̰̃ːd', 'pɔ̰̃ːd1_708f622c-e2c2-456a-a655-0df9b7f44ae1', 1.0), ('pɔ̰̃ːn', 'pɔ̰̃ːn_4efe0b96-672b-40ed-9e97-49828ac4667c', 0.9166666666666666)]"
kyyh,kɨ:h,kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884,"[('yyh', 'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8', 0.8571428571428571)]"
maliiy,mari:j,maliiy_abf85421-63bf-4020-8f2d-353872522fae,"[('rii', 'rii_fe01223b-1dfb-48ca-b4be-80ae1b04e1db', 0.8571428571428571), ('mariij', 'mariij_666383bb-b09a-4b6f-ac6e-83dcafaf8ed5', 1.0)]"
dawug,dawug,dawug1_ac591af6-0795-4611-a12b-d1011e5600b1,"[('wuug', 'wuug_c0870f59-5f40-4989-a45d-50672fc64c3e', 0.9285714285714286)]"
harʹëëng,harə̰:ŋ,harʹëëng_acb44c41-79ab-4a47-b9b0-40038d45c8bf,"[('har’ëëng', 'har’ëëng_75809c11-9e9f-4fef-a92c-c3fa46828610', 1.0)]"
pagä,pagʌ,pagä_ad273850-e38f-4dc0-99c6-e480470ff15f,"[('agä', 'agä1_9e97d488-8f8e-490b-89a8-290893ddccc7', 0.8571428571428571), ('gä', 'gä_8c3e9683-efa0-43fd-b2c6-7fb130828ae8', 1.0), ('agä', 'agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85', 0.8571428571428571), ('bagä', 'bagä_e27bf773-9778-44d5-936b-d75996aaef64', 0.875)]"
awëh,awəh,awëh_ad9e6c80-0862-401d-9958-6bba1d783910,"[('wë', 'wë1_a802edee-a71f-41cf-b15a-48d2cd10f3e5', 0.9), ('wë', 'wë2_df16da3e-09a9-4ab3-9833-a005e73eb941', 0.9), ('wë', 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0', 0.9), ('kawëh', 'kawëh_1ed49874-cf31-4bdc-b76e-7f3ae9b5ce23', 0.8888888888888888), ('wɤʔ', 'wɤʔ_9acd178b-0827-43db-8efb-131bced2c948', 0.9)]"
esoos,eʃo:ʃ,esoos_add3968e-1af1-48bc-8f56-5f24adf3025e,"[('ʃoːʔ', 'ʃoːʔ_634a34c1-ac25-46b2-88d0-2498c1253e6f', 0.8571428571428571), ('soo', 'soo1_8d4ce206-887a-448d-a7db-8239d7cbeccf', 0.8571428571428571), ('etsoos', 'etsoos_16359e87-c88a-48ca-b5dd-a04ea7d5f6cd', 0.9090909090909091)]"
dokyyh,dokɨ:h,dokyyh_aebd2424-5dde-472b-b19f-3b6a55834e5a,"[('kyyh', 'kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884', 1.0), ('yyh', 'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8', 0.8571428571428571)]"
ji tsyym sahõnh hẽ,ji tʃɨ:m ʃahõɲ hẽ,ji tsyym sahõnh hẽ_aeffdfca-557a-4b2e-84d8-63802e1f73f5,"[('hẽnh', 'hẽnh_63c8102a-b241-4712-a838-70b21b5a086e', 0.8571428571428571), ('sahõnh (hẽ)', 'sahõnh (hẽ)_55883422-b63e-469c-8862-43624dc70b16', 0.9090909090909091), ('hẽ', 'hẽ2_3bf2f3c2-3b71-4c02-9a24-b506631eabbb', 1.0), ('hẽ', 'hẽ1_081a7a8a-0158-4d80-abae-d16c5ebdcef7', 1.0)]"
kamara,kamara,kamara_af85b9e0-1a4c-4e8f-8374-b9591d91f1fc,"[('ra', 'ra_691deaf6-11ec-4636-828c-82636a8e4eac', 1.0), ('kamarab', 'kamarab_9834bf06-b6ae-4946-9bdc-ee67fec8e3be', 0.9230769230769231)]"
adëb,adəb,adëb_af8db4b9-6dae-4999-9503-d81a5bfa101e,"[('nadëb', 'nadëb2_7a84a8e6-b357-468d-9c18-010e50f252a2', 0.8888888888888888), ('nadëb', 'nadëb1_64797e4a-07d3-4f0b-a899-0a27e395ea25', 0.8888888888888888)]"
j’ããr,ja̰:̃r,j’ããr_afb2c658-3980-4715-a1ca-bed049b872a9,"[('jã̰ːɾ', 'jã̰ːɾ_84285bfb-a147-47a4-a0d0-30818be5a223', 0.9166666666666666)]"
gód,gɔd,gód2_afb44df8-075a-40c9-8eed-b4be294caa89,"[('gód', 'gód1_c8bf4c45-4267-46ab-b762-3812481e1fef', 1.0)]"
ty,tɨ,ty2_aff14eee-a080-4359-931b-8e0eba6379ba,"[('tɨɨ', 'tɨɨ_e4e003b3-b87d-4e64-853a-137ee8f53b2f', 0.9), ('ty', 'ty1_661588a1-d6ed-4426-a16d-c316492616e3', 1.0)]"
ɟawaːj,tʃawa:j,ɟawaːj_b03fc85e-ed55-4fb1-a5b5-02f36f54c659,"[('wɤːj', 'wɤːj_17bd0a2e-c26a-47a3-88c5-d757cac06a9f', 0.875), ('tsawaaj', 'tsawaaj_bd4ddf53-09b2-485e-bb4b-06c84d176264', 1.0), ('wã̰ːj', 'wã̰ːj_b7f7bcc6-d22c-4598-833a-df8db3b72e71', 0.9), ('waa', 'waa1_36bdcbb1-66cb-47fc-a7ce-1204359c2a61', 0.8571428571428571)]"
hxóóh,hɔ̰:h,hxóóh2_b044b02d-9a90-4a89-97f6-6723b314e380,"[('h’ooh', 'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7', 0.9), ('hɔ̃ːh', 'hɔ̃ːh_b51b4e2e-351b-48eb-a8b3-66978cee8e77', 0.9), ('hɔːh', 'hɔːh_f900068e-bcdb-4841-8547-ba76b0bd11be', 0.9444444444444444), ('hóh', 'hóh_8d4bb317-f8b3-4aad-955a-878306ba217e', 0.875), ('hʹooh', 'hʹooh_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7', 0.9), ('ho̰ːh', 'ho̰ːh_44f1f84c-e4df-4217-88eb-ef261c0b564d', 0.9)]"
tsapap,tʃapap,tsapap_b158b9b9-46e9-4298-9779-2b01c1e2d72a,"[('tsapab', 'tsapab_8da01899-013b-4338-b5c2-89a27f1a2718', 0.9166666666666666)]"
hyb n’aa newëë,hɨb na̰: newə:,hyb n’aa newëë_b19ae730-3f6e-42da-b0b5-1354d9e044d1,"[('wɤːj', 'wɤːj_17bd0a2e-c26a-47a3-88c5-d757cac06a9f', 0.8571428571428571), ('waëë', 'waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301', 0.8571428571428571), ('wë', 'wë1_a802edee-a71f-41cf-b15a-48d2cd10f3e5', 0.9), ('wɤːʔ', 'wɤːʔ_9485bb49-c230-459f-b30e-231a60b19150', 1.0), ('wë', 'wë2_df16da3e-09a9-4ab3-9833-a005e73eb941', 0.9), ('wëë', 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5', 1.0), ('wë', 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0', 0.9), ('wɤʔ', 'wɤʔ_9acd178b-0827-43db-8efb-131bced2c948', 0.9)]"
tuʔ,tu,tuʔ2_b248ee55-a422-4c2e-80f5-bd1273f20230,"[('tuʔ', 'tuʔ1_642a1cd9-3436-4208-94d8-0df53611f237', 1.0), ('tu', 'tu_983b21ad-1243-49cf-850f-b9211c029c37', 1.0)]"
makaw,makaw,makaw_b24906ef-a2ca-4269-ba43-42bf64eb4f27,"[('kawa', 'kawa_0431db34-f253-491d-bb2e-bcb885fdcd8d', 0.8571428571428571), ('kʹaaw', 'kʹaaw_8aae375a-cd2c-4685-85d4-10982a359288', 0.875)]"
hetsyyd doo,hetʃɨ:d do:,hetsyyd doo_b252c124-b4cc-4123-ba55-830489440869,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
banʹoo,bano̰:,banʹoo_b28597b2-bb8b-4ed0-b970-d41b6317903c,"[('nxoo', 'nxoo_4b7dce3a-006c-458c-ba0c-bb5e1c53defd', 1.0), ('noo', 'noo_fd121132-52a5-48ea-bd08-47e6db5af53b', 0.9285714285714286), ('nooh', 'nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943', 0.875)]"
biin,bi:n,biin1_b2e517bb-acfb-4a33-9270-f9596069cab5,"[('biin', 'biin2_d5f5134a-adda-4de8-949a-b01dde299ee5', 1.0), ('biin', 'biin3_e6e5bae8-d2ad-412e-b701-c994681eb9d5', 1.0)]"
dó,dɔ,dó1_b34c70de-07c4-4851-930b-b7d6ef30937c,"[('dó', 'dó2_a08df22d-80e3-4118-9cee-83f37742f065', 1.0)]"
doo,do:,doo3_b37dc192-f0fc-4fc4-acf9-e4423cdd81e1,"[('dooh', 'dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920', 0.9285714285714286), ('dooh', 'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4', 0.9285714285714286), ('doo', 'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5', 1.0), ('doo', 'doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d', 1.0), ('doːh', 'doːh1_d9caa3ff-06cc-413b-a9c7-398060ef979c', 0.9285714285714286), ('doo', 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1', 1.0)]"
wɔːw,wɔ:w,wɔːw_b43560f7-1fc8-4600-a763-8c285c65977f,"[('óów', 'óów_7b46d0e4-14b6-4aba-9b6d-703bd75a6885', 0.8571428571428571)]"
agä,agʌ,agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85,"[('gä', 'gä_8c3e9683-efa0-43fd-b2c6-7fb130828ae8', 1.0), ('pagä', 'pagä_ad273850-e38f-4dc0-99c6-e480470ff15f', 0.8571428571428571), ('bagä', 'bagä_e27bf773-9778-44d5-936b-d75996aaef64', 0.8571428571428571), ('agä', 'agä1_9e97d488-8f8e-490b-89a8-290893ddccc7', 1.0)]"
takod,takod,takod1_b4a9928d-a6e7-43f6-8956-769d02980cf9,"[('takod', 'takod2_a630902b-b26a-4906-870e-2c4c62b001b1', 1.0), ('ɟakod', 'ɟakod_c6a20b3f-d2ad-402a-bcf7-ced8a9d76729', 0.9090909090909091)]"
ỹỹh,ɨ:̃h,ỹỹh_b5117bd5-2007-42dc-8931-e60f4bb08b70,"[('yyh', 'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8', 0.9285714285714286)]"
hɔ̃ːh,hɔ̃:h,hɔ̃ːh_b51b4e2e-351b-48eb-a8b3-66978cee8e77,"[('hxóóh', 'hxóóh2_b044b02d-9a90-4a89-97f6-6723b314e380', 0.9), ('hóh', 'hóh_8d4bb317-f8b3-4aad-955a-878306ba217e', 0.875), ('hɔːh', 'hɔːh_f900068e-bcdb-4841-8547-ba76b0bd11be', 0.9444444444444444)]"
kanatëë,kanatə:,kanatëë_b52f3773-bc20-403b-8bbc-23b463b34b49,"[('atëë', 'atëë_0d9d214a-224c-47c4-8261-fdf54959927e', 0.8888888888888888), ('tëëng', 'tëëng_973a6d9c-adec-4a58-98e0-2ac2c9961a59', 0.8571428571428571)]"
nahëëh,nahə:h,nahëëh_b54a9153-964b-464c-a3e5-72767ea0d315,"[('hɨɨh', 'hɨɨh1_4a6af09e-19e4-45b8-8276-00edcd7b1ff8', 0.875), ('hɨɨh', 'hɨɨh2_20301e80-fb96-4e39-b432-945f8939c012', 0.875), ('hëë', 'hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576', 0.9285714285714286)]"
gehõk,gehõk,gehõk_b5552c55-9b4f-4af3-b075-530fed54518b,"[('hɔ̃k', 'hɔ̃k_7ee84e60-c92c-46bb-bfdb-1ba24ed847f4', 0.875)]"
adʹaap,ada̰:p,adʹaap_b6087de4-9aff-4376-b037-e35865967b9f,"[('daap', 'daap_2c5b7407-1bb9-4ee2-b743-8ad9b0f2f316', 0.9444444444444444)]"
kawerii,kaweri:,kawerii_b720f0b6-f708-4a0a-9112-7536ef9695e3,"[('rii', 'rii_fe01223b-1dfb-48ca-b4be-80ae1b04e1db', 1.0)]"
j’aa,ja̰:,j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378,"[('ja̰ːʔ', 'ja̰ːʔ_6b9116ec-f02f-4b64-8159-8be45e5e7321', 1.0), ('jaah', 'jaah_73c5535f-972b-4711-b80a-904d9c468a08', 0.875)]"
