entry_id,headword,morph_type,pronunciation,variant_of,these_vars,note,sense,date,date_modified
 =dab_f62551f3-a0a5-4ba4-93d1-54fcd72b4088, =dab,stem,dab˺,,,{'bibliography': 'SIL 2011;  Fieldnotes Epps/Obert; 2018'},['8c804958-f401-4cb4-834d-f68b70f4021d'],2018-03-08T07:17:53Z,2018-07-07T14:53:51Z
 =g&apos;aad_ea75dfe4-c1ed-4061-9274-9d1552506703, =g'aad,stem,taʔˈkaʔad˺,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['113018d1-8a45-4e64-8548-ea228a767a93'],2018-03-08T07:17:53Z,2020-01-22T21:25:03Z
 =hooh_fa7ac57e-791f-4525-9c54-71001ec97629, =hooh,stem,hɔ:h,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['6b2ff4fa-cb5b-4d7a-92b1-0c0446cfdfc6'],2018-07-07T14:43:30Z,2018-07-07T14:54:11Z
 =kóm1_b4ef6f78-08bb-4d23-9cba-f68a176930c7, =kóm,stem,kɔbm,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['9e4aac3d-a335-44e5-b2e2-e7e8d10a8df6'],2018-03-23T16:07:18Z,2018-07-07T18:46:57Z
 =kóm2_c8ff3ede-cd52-435e-aa16-b8e6ad9ac937, =kóm,stem,kɔbm,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['afac9822-bc45-4171-bcc1-148111de1839'],2018-07-06T21:08:19Z,2018-07-07T18:48:54Z
 =tsyym_c1e709fa-6d3b-4ad6-b4aa-725e949fa179, =tsyym,stem,tʃ’ɨ:bm,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['5959e1f7-66f6-4b2e-a04b-005053e9df1a'],2018-03-08T07:17:53Z,2018-07-07T14:54:25Z
[ji] wahëë_1a55a25e-11fb-4fd6-acf0-565fecd058a8,[ji] wahëë,phrase,jiʔ  wahə:ʔ,,,,['dd96ef39-6955-46ff-9a0c-cd2e3915751e'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
a _98d55498-71bc-4897-91983842f5c02b30,a=,proclitic,ʔa,,"{'a=2_a3b0444d-bbca-4fd6-8dcb-0e21c4ac2a94': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{'bibliography': 'SIL 2011; Weir 1984'},['c918bbb6-bb97-4ac6-8b02-0e1553b1f487'],2018-03-08T07:17:53Z,2020-01-22T21:20:00Z
a=2_a3b0444d-bbca-4fd6-8dcb-0e21c4ac2a94,a=,proclitic,,"{'a=1_98d55498-71bc-4897-9198-3842f5c02b2f': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,,2019-11-06T14:45:50Z,2019-11-06T14:45:50Z
aä̃_74df2d38-d4c9-40fb-98a2-8b980f93bfde,aä̃,stem,aʔʌ̃,"{'bed4129c-a622-42e6-81b2-2372039e7c4f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
aä̃h_cc1d9e62-4139-45c2-8acc-9b552effdc3d,aä̃h,stem,aʔʌ̃h,"{'bed4129c-a622-42e6-81b2-2372039e7c4f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ããh_687bdf1f-bff9-478e-97f1-33aacaf092cf,ããh,stem,ʔã:h,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['5caea26e-b8c8-43f9-9cbf-544fd6c6f5c6'],2018-03-08T07:17:53Z,2018-07-10T23:57:31Z
ab&apos;aap_fb163b95-c7fc-49f2-a57f-52ccffdb1ec2,ab'aap,stem,aba̰:p,,,{'bibliography': 'SIL 2011'},['da1d6aab-2ab4-4ac5-b3a9-f21cdd6ef115'],2018-03-08T07:17:52Z,2020-01-22T21:21:34Z
ab&apos;ëëh_61005ddd-f254-40c6-b2cd-2f1a0e5ce7b4,ab'ëëh,stem,abə̰:h,,,{'bibliography': 'SIL 2011'},['af5b17b1-8339-44fa-aace-571fa3b52be2'],2018-03-08T07:17:52Z,2020-01-22T21:21:12Z
ab&apos;ii_f51c2d5a-deec-4c2c-9958-e47868ad495d,ab'ii,stem,abḭ:,"{'a5fa8680-0856-417b-b767-0627f3da7a37': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2020-01-22T21:21:29Z
abaa_a63cbbfd-f8a0-4c22-91de-25701e663018,abaa,stem,aba:,"{'fd034ead-ae35-414c-aad2-4b9e0f677a10': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2019-12-26T16:32:47Z
abaah_3bf47a35-c68f-4f2b-ae4a-3d5fbfc00be2,abaah,stem,aba:h,"{'fd034ead-ae35-414c-aad2-4b9e0f677a10': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
abaanh_cf5c8b30-9e96-42af-a731-e2fa95c608df,abaanh,stem,aba:ɲ,"{'da1d6aab-2ab4-4ac5-b3a9-f21cdd6ef115': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
abang_c231c7a7-80a3-4ddf-91a7-d9852624e44d,abang,stem,abaŋ,,,{'bibliography': 'SIL 2011'},['fd034ead-ae35-414c-aad2-4b9e0f677a10'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
abëëh_6e59c75d-2c2e-434c-b175-579c2363b6c5,abëëh,stem,abə:h,"{'af5b17b1-8339-44fa-aace-571fa3b52be2': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2020-01-22T21:21:12Z
abi_c8927501-771f-4db0-afa6-9ca9ca67d32b,abi,stem,abi,"{'a5fa8680-0856-417b-b767-0627f3da7a37': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
abii_bd3c588b-d116-42fc-b238-1c92088338e2,abii,stem,abi:,,,{'bibliography': 'SIL 2011'},['a5fa8680-0856-417b-b767-0627f3da7a37'],2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
abok_3f0ad664-b876-46e5-a273-9d4bf73b784f,abok,stem,abok,,,{'bibliography': 'SIL 2011'},['55535f72-0df3-46a6-afb5-b7548ad7a287'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
abong_b38517f0-46a2-413f-8d38-3a185a63b3c6,abong,stem,aboŋ,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
aboo_35be7096-61b9-46e8-a14b-3a6eedcc31c8,aboo,stem,abo:,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
abooh_75980a60-b041-4e09-8baa-7c31b0755126,abooh,stem,abo:h,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d,abuuj,root,abu:j,,"{'tëëg yb gabuuj_56450a3f-79eb-42ae-a019-69e52ec13302': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['a217ba9d-eb0f-47c2-8161-361bd3a993cd'],2019-12-21T22:19:57Z,2019-12-21T22:20:35Z
adʹaap_b6087de4-9aff-4376-b037-e35865967b9f,adʹaap,stem,ada̰:p,,,{'bibliography': 'SIL 2011'},['ebfaf44d-4e1d-42c1-94d7-3da29c46d943'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
adʹẽẽb_7d5408c4-713b-432c-86ec-8b9a573d8468,adʹẽẽb,stem,adḛ̃:b,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
adʹyyk_1d10f37c-f112-4be6-bd67-9d50e4e71caa,adʹyyk,stem,adɨ̰:k,"{'fc0c1443-58ce-424e-b411-917a8b0275d0': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
adäg_d289f0e6-47b0-44cd-86fb-ad0272176d13,adäg,stem,adʌg,"{'e3697b1e-4f93-4ceb-ad0c-61c4a1dfff2d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
adäk2_13ad5580-ea3b-40e8-8104-6231cb60a98d,adäk,stem,adʌk,"{'996be76d-d27f-4c52-972f-368f85e36642': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,,,2018-03-08T07:17:53Z,2019-11-21T22:05:08Z
adäk1_774abf52-37f4-472c-9e05-0d6566bafdfe,adäk,stem,adʌk,,,{'bibliography': 'SIL 2011'},['e3697b1e-4f93-4ceb-ad0c-61c4a1dfff2d'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
adäng_6578aad5-11c4-4780-ab89-5f33251e5c3e,adäng,stem,adʌŋ,"{'51108a9e-cc11-4cfa-a735-744da668a4aa': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
adẽ_feb78c65-64e1-4a77-b195-9c73ece43108,adẽ,stem,adɛ̃,,"{'adẽẽ_b5b121da-8daf-42a8-bb9e-a95c5c8b0bda': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{'bibliography': 'SIL 2011'},['43f96be7-1ea9-44dd-93fd-c547fd72a028'],2018-03-08T07:17:52Z,2018-06-20T01:39:30Z
adëb_af8db4b9-6dae-4999-9503-d81a5bfa101e,adëb,stem,ʔadǝb˺,,,{'bibliography': 'Fieldnotes Epps/Obert 2018'},['967dd8eb-840d-4ec3-bbf1-79adc3a6e411'],2018-07-05T13:34:42Z,2018-07-06T18:52:20Z
adëë_d39b9583-3673-442f-8a80-19cb72795322,adëë,root,adə:,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['c613bf26-21a5-4dfe-99b9-ec5429feb361'],2019-11-21T21:30:21Z,2019-11-21T21:31:47Z
adëëh hỹng_989b21e0-acb9-4328-a6ee-5a7508189a0a,adëëh hỹng,phrase,ʔaˈdǝ:h hɨ̃ŋ,,"{'???_db4ae79c-798a-4209-b026-517e5edf7160': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}","{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': 'hỹng necessary?'}",['d0ea0e92-b63d-499e-a71b-8d214de7f646'],2018-03-08T07:17:53Z,2018-07-10T00:29:09Z
adoo _ffb10994-9087-43c5-a1e5-3f3380e7547a,adoo,stem,ado:,"{'5e258d04-075c-4fb5-96a5-c8798ff6952f': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-07-01T20:49:28Z
adoos_fea54376-31de-48f3-a357-35305ea6a55d,adoos,stem,ʔaˈdo:ʃ,,,{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018'},['ae968bc9-bdd0-4a90-82eb-5d6a50140766'],2018-03-08T07:17:53Z,2018-07-07T18:13:52Z
adyg_2e052b4b-7f72-4fa2-a40e-142713b2261c,adyg,stem,adɨg,"{'fc0c1443-58ce-424e-b411-917a8b0275d0': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
adyyk_a8313ccc-413c-4657-b4ef-14f1259891a3,adyyk,stem,adɨ:k,,,"{'bibliography': 'Epps/Obert; Fieldnotes 2019, SIL 2011'}",['fc0c1443-58ce-424e-b411-917a8b0275d0'],2018-03-08T07:17:52Z,2020-01-08T15:18:16Z
aee_3d4097da-3f43-4698-ba2e-27aa24c0da6b,aee,stem,ae:,"{'e24b937d-f986-4e73-a3bd-5b6b59a0a01a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
aeeh_09e8dc25-0156-4bd0-991f-71b4cf82372a,aeeh,stem,ae:h,"{'e24b937d-f986-4e73-a3bd-5b6b59a0a01a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
aeh_3d0b7e07-8f49-48f7-afb4-c7e4cf0c3802,aeh,stem,ʔeh,,"{'ewëëh_68759777-dfed-4334-bd06-2065377188aa': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'eh_bafaa222-1b97-400f-970f-c2db6aa620ac': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018'},"['e24b937d-f986-4e73-a3bd-5b6b59a0a01a', '0cd8054f-f383-43b9-a8f7-77956756bf4c']",2018-03-08T07:17:52Z,2018-07-08T18:12:44Z
ag_702442e0-1dd7-4ab1-a6a8-7f142bf7e823,ag,stem,ʔag˺,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['f8d9eace-9a72-4d0e-a480-eedc9a00cc00'],2018-03-08T07:17:52Z,2018-07-10T15:42:08Z
agʹëëm_6c7780ef-c5f7-4b37-aeb1-04d62d9fcad3,agʹëëm,stem,agə̰:m,"{'cb6e0add-0958-4286-a975-1f7436e47ba6': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85,agä,stem,ʔaˈk’ʌʔ,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['f04d8c55-09b0-4744-8bbe-2e1ef6eb471f'],2018-07-10T15:40:55Z,2018-07-10T15:41:33Z
agëëd_0077e8c6-ecaf-409e-9076-3ac5e8752c89,agëëd,stem,,"{'agyyt_844f1202-4d2e-4db2-bdb5-08c5213c41af': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,,2019-11-06T14:32:27Z,2019-11-06T14:32:27Z
agëëw_fed1af91-ed98-4f70-8102-6ace3ab29b77,agëëw,stem,agə:w,"{'cb6e0add-0958-4286-a975-1f7436e47ba6': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:39:25Z
agõõ&#xA;agõõh_1d766776-1931-480e-977b-b58d276ced0d,agõõ agõõh,stem,agõ: agõ:h,"{'6e8e07f3-28a9-4adb-b230-f819c944b12a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
agõõh_6c755d0f-ffd9-4912-88d2-daaf488e9cf3,agõõh,stem,agõ:h,"{'6e8e07f3-28a9-4adb-b230-f819c944b12a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
agyyt_844f1202-4d2e-4db2-bdb5-08c5213c41af,agyyt,stem,ʔaˈk’ɨ:t˺,,"{'agëëd_0077e8c6-ecaf-409e-9076-3ac5e8752c89': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'gëëd_ca7daac0-f358-4922-9534-3c85afb51ee5': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}","{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': 'problem:ʔaˈk’ɨ:t˺ or ʔaˈk’ǝ:t˺'}",['9b1c0686-0243-47e2-a490-9ac118639250'],2018-07-10T23:14:38Z,2018-07-10T23:15:10Z
ä̃h_76c0c9b7-a018-4dfc-914d-28f21d9c1e80,ä̃h,stem,ʌ̃h,,,{'bibliography': 'SIL 2011'},['3d7a245a-3c01-482f-a9ae-7315b08028dd'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ah&apos;ook_35fa4e5d-3c45-485c-86fc-f0fe63c0413f,ah'ook,stem,aho̰:k,,,{'bibliography': 'SIL 2011'},['ea5a29cc-72ea-4e5c-a30e-950944984663'],2018-03-08T07:17:53Z,2020-01-22T21:25:14Z
ah&apos;ũũm_7101b90d-ca9a-4580-9d2a-d92b4ebe63d7,ah'ũũm,stem,ahṵ̃:m,,,{'bibliography': 'SIL 2011'},['472c2165-859a-4acf-aca2-e864bd6380d2'],2018-03-08T07:17:53Z,2020-01-22T21:25:18Z
ah&apos;ỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22,ah'ỹỹh,stem,ahɨ̰̃:h,"{'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': {'type': '_component-lexeme', 'variant-type': ('Não indicativo', 'Plural')}}",,{'bibliography': 'SIL 2011'},,2018-03-23T16:10:06Z,2020-01-22T21:25:26Z
ah&apos;ỹỹt_bc76a4f6-6266-4537-88b9-2837a102a9e1,ah'ỹỹt,stem,ahɨ̰̃:t,,,{'bibliography': 'SIL 2011'},['f05b96d8-0301-4197-a9db-640ec80f477a'],2018-03-08T07:17:53Z,2020-01-22T21:25:30Z
aha_7b0d5ed4-7e8a-427a-a07d-90a64f3094db,aha,stem,aha,,,{'bibliography': 'SIL 2011'},['75f04d15-d086-4211-9772-1a28fe91ff37'],2018-03-08T07:17:52Z,2020-01-22T21:30:29Z
ahaa_686c862e-f8bb-4b61-8c2d-d07f36bd5a6a,ahaa,stem,aha:,"{'75f04d15-d086-4211-9772-1a28fe91ff37': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahajẽẽ_9ce5dcd1-ded8-4107-bf32-c30a03613752,ahajẽẽ,root,a'ha'jɛ̃:,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['f7fb3e10-1ac1-4d24-b85c-cf7bf3993cb0'],2019-12-15T22:36:16Z,2019-12-15T22:38:07Z
ahäng_080a15b9-a5d1-4501-a837-cf7c5c7cdc12,ahäng,stem,ahʌŋ,,,{'bibliography': 'SIL 2011'},['8ac899b5-87a0-4f40-8381-223334c53938'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahëë_c341ea39-5565-4c4d-9307-015889a92233,ahëë,stem,ahə:,"{'8ac899b5-87a0-4f40-8381-223334c53938': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-10-22T16:21:42Z
ahëëh_f552375d-10e3-4742-a485-933874754632,ahëëh,stem,ahə:h,"{'8ac899b5-87a0-4f40-8381-223334c53938': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:40:04Z
ahëm_2233b178-4a4e-4474-b254-faec3afad8b2,ahëm,stem,ahəm,,,{'bibliography': 'SIL 2011'},['a4aea16f-64e1-4bdc-8411-ad2ed5a6900c'],2018-03-26T15:16:18Z,2018-06-20T01:46:10Z
ahõm1_22caba00-d293-40b0-9c79-dd140ebef072,ahõm,stem,ahõm,"{'472c2165-859a-4acf-aca2-e864bd6380d2': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahõm2_558e9afc-9ba2-4539-a7f6-4f97c105a800,ahõm,stem,ahõm,,"{'hõm_4a712cc3-64f7-4370-a697-8992d4110af5': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{'bibliography': 'SIL 2011'},['748c43d4-58b7-4a17-9148-b7fb606c05f9'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahong_037fbb9c-c845-4e3d-9bc3-fe8bbf7c2a5f,ahong,stem,ahoŋ,"{'ahõng_5eceaf57-d989-4dc1-9a1f-72045734eeed': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,{'bibliography': 'SIL 2011'},,2018-03-22T23:19:58Z,2018-06-20T01:46:10Z
ahõng_5eceaf57-d989-4dc1-9a1f-72045734eeed,ahõng,stem,ahõŋ,,"{'ahong_037fbb9c-c845-4e3d-9bc3-fe8bbf7c2a5f': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{'bibliography': 'SIL 2011'},['448e8a67-7498-47a0-9b57-d6950350b087'],2018-03-22T23:19:24Z,2018-06-20T01:46:10Z
ahoog_86909127-d6a9-47da-afae-0e5865240388,ahoog,stem,aho:g,"{'ea5a29cc-72ea-4e5c-a30e-950944984663': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahũũm_c1aba4f1-8144-4560-a16e-b9f106f47381,ahũũm,stem,ahũ:m,"{'472c2165-859a-4acf-aca2-e864bd6380d2': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahy_a30f5324-3ce8-466a-bc10-6c3b80ae6656,ahy,stem,ahɨ,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahyh_2ff28388-2e02-4fbd-b9cd-d074c4addb71,ahyh,stem,ahɨh,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahyk1_19582167-dacf-4d9e-8112-341aec945697,ahyk,stem,ahɨk,,,{'bibliography': 'SIL 2011'},['edaa2fe3-4960-4bab-925d-b9cc58a4932a'],2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahyk2_1d767c30-7dd2-4d0a-bb47-35c23e55617a,ahyk,stem,ahɨk,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahyk3_48a9115e-12fc-4ad0-a55e-3ff77821a07b,ahyk,stem,ahɨk,"{'1d403bbc-6626-434c-977a-29615f25b110': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahyng2_93bb3cb3-59d5-4623-be9c-d38df3e2842c,ahyng,stem,ahɨŋ,,,{'bibliography': 'SIL 2011'},['1d403bbc-6626-434c-977a-29615f25b110'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahyng1_948af76d-5c81-4b9d-b78b-770ef275326e,ahyng,stem,ahɨŋ,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahyy2_1fa33a5c-430d-45ea-8091-b77ec8ca00d2,ahyy,stem,ahɨ:,"{'1d403bbc-6626-434c-977a-29615f25b110': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahyy1_61e60646-ec61-45fe-ad25-484258f826ec,ahyy,stem,ahɨ:,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahỹỹd_a2061f1b-ce83-48f5-8762-78c35e84e54a,ahỹỹd,stem,ahɨ̃:d,"{'f05b96d8-0301-4197-a9db-640ec80f477a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahyyh1_7491ca4e-d841-47c4-9f9e-cfc66b856aa8,ahyyh,stem,ahɨ:h,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
ahyyh2_a4db2ba4-29b1-42d6-ba71-d03347f7bf88,ahyyh,stem,ahɨ:h,"{'1d403bbc-6626-434c-977a-29615f25b110': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e,ahỹỹh,stem,ahɨ̃:h,,"{'ah&apos;ỹỹ_014da936-e5cd-4990-ada4-17cbaa8a737a': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'ah&apos;ỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22': {'type': '_component-lexeme', 'variant-type': ('Não indicativo', 'Plural')}}","{'bibliography': 'Epps/Obert; fieldnotes 2019, SIL 2011'}",['cfb72c47-6bca-4512-b4e7-1e8694eb96aa'],2018-03-08T07:17:53Z,2019-11-05T20:13:48Z
aj&apos;yy_ece00d00-4ed6-47ba-9536-ac3be8cafafe,aj'yy,stem,ʔaˈjɨʔɨʔ,,"{'ajyy_df084789-d41c-4e8a-9b94-bded23eaa2d8': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert 2018'},['a6102523-aca3-4fbb-8d7a-08cf7a87e9fa'],2018-03-08T07:17:53Z,2019-11-05T15:20:16Z
aj’oog_4eda5c75-4a85-49e4-b922-0ae5fbf34b5f,aj’oog,stem,ʔajoʔog̚,,,,['782aa7e4-2f8a-444f-a532-bbad6310f3c0'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
ajʹëëm_a98bd84d-6f62-4ef1-810c-16bea0535dee,ajʹëëm,stem,ajə̰:m,"{'1eb1e4d9-e6bc-4cd0-95df-bda85e527332': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ajʹoog_38df0e26-795c-4c4f-bea0-45589ea48f94,ajʹoog,stem,ajo̰:g,,,{'bibliography': 'SIL 2011'},['94c8ba0f-9835-4903-b693-5ae769bc6a53'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
