entry_id,headword,morph_type,pronunciation,variant_of,these_vars,note,sense,date,date_modified
kaɾabaʔ1_e5b1bd43-23ef-4e3f-b224-c4d00c9030b5,kaɾabaʔ,stem,,,,,['6b4038ef-af5f-4b05-9c65-52c2ab3da3d3'],2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
kaɾak_81039392-2c4a-4292-bd5a-c8108e4dbc50,kaɾak,stem,,,,,['7679dbd2-66c4-4181-8750-4e10291c88ea'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
kaɾaʃɨd_1586f3ed-3480-4767-8d98-e5fd9e2ae9a7,kaɾaʃɨd,stem,,,,,['afe2c3c2-e63c-4828-b924-a3ecff2a390e'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
kas’aag_1174c294-d1e6-4e74-8fae-7bf655663f34,kas’aag,stem,kaˈʃaʔag˺,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['73f727e6-1c00-46d4-b551-16b7d12a7c7c'],2018-07-27T20:03:46Z,2019-12-21T20:42:53Z
kasʹuut_8f5945ef-1d1b-4b9e-8534-3cf3147fa009,kasʹuut,stem,kaʃṵ:t,,,{'bibliography': 'SIL 2011'},['74b8b567-2fbc-49cb-a9c5-c6fceb662737'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasʹỹỹn_884bad00-f1bd-4d0d-8a8c-495d4b5d4796,kasʹỹỹn,stem,kaʃɨ̰̃:n,"{'368c6261-51f4-4250-8989-35349bda0711': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasä̃n_8ba37229-8fdd-4338-923a-0b13b066d936,kasä̃n,stem,kaʃʌ̃n,,,{'bibliography': 'SIL 2011'},['368c6261-51f4-4250-8989-35349bda0711'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasarõ_04f383e2-28e7-4ca8-8903-46ecb268dcec,kasarõ,stem,kaʃaɾõ,"{'32a368a7-d87b-441c-bc01-f27a308a8b1a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasarõõ_7eaf28d1-1aab-4a34-a6b4-de0eed6eb7b7,kasarõõ,stem,kaʃaɾõ:,,,{'bibliography': 'SIL 2011'},['32a368a7-d87b-441c-bc01-f27a308a8b1a'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasẽẽt_9ccc8900-65aa-408d-a918-f8282939f9b9,kasẽẽt,stem,kaˈʃẽ:t˺,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['de8a5987-7c8e-4ab1-a9fa-afd1d4df7948'],2018-03-08T07:17:53Z,2018-07-10T15:53:06Z
kasug_0a6b31fb-6433-4d7b-b051-c162f4767c39,kasug,stem,kaʃug,"{'cb9fef40-4b1b-4ca3-b48f-062d545d3841': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasuk_80e22748-ddc0-473f-87d0-b27542f25c00,kasuk,stem,kaʃuk,,,{'bibliography': 'SIL 2011'},['cb9fef40-4b1b-4ca3-b48f-062d545d3841'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kasuud_4afcce50-2b38-49e5-bec1-1732ce913571,kasuud,stem,kaʃu:d,"{'74b8b567-2fbc-49cb-a9c5-c6fceb662737': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kat_f40fa792-adc4-41f2-ad6e-b5120cb7051a,kat,stem,,,,,['f53d601b-a0b3-4187-b755-dc9583860288'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
kata_3eb7ccd4-c020-4a9f-aa39-6024fd8231ea,kata,stem,kata,"{'cd962a77-92e5-4f64-8d18-27b4f9b75d40': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kataa_0885df11-e1f7-4582-8731-d877f55fbab7,kataa,stem,kata:,,,{'bibliography': 'SIL 2011'},['cd962a77-92e5-4f64-8d18-27b4f9b75d40'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kawa_0431db34-f253-491d-bb2e-bcb885fdcd8d,kawa,stem,kaˈwaʔ,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['baa0255c-d216-40c6-9314-c2b8ae598c65'],2018-07-09T13:45:32Z,2018-07-09T13:46:46Z
kawãːn_b2161ae4-e32b-4e83-b308-65961453d021,kawãːn,stem,,,,,['c6120db9-862e-4614-b399-ac4043c65814'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
kawaar_1caf872b-78e3-4ad8-a6f2-fbba04c0f76b,kawaar,stem,kawa:ɾᵊ,,,,['1d62e6b1-ad58-4a66-96a1-42b8b5d662e0'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kawad puuw1_3df027b0-fff3-4f27-bc4a-2e9a507a013c,kawad puuw,phrase,kaˈwad pu:w,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['7d751aa3-1b35-4a2a-9c4b-60a29dcba06a'],2018-09-03T23:31:48Z,2019-01-14T03:36:18Z
kawad puuw2_e099d98b-deb0-4d4d-b7cc-b068a4ba6200,kawad puuw,phrase,kawad̚ pu:w,,,,['7bc3f0d4-b8cf-4502-83a2-71153b0dc11f'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kawad puuw (tëëg)_083ca43d-56d8-4a51-98c4-4109ef14938b,kawad puuw (tëëg),phrase,kawad̚ pu:w  tə:g̚,,,,['c72b8439-5d2b-4279-bda9-8034d3430c1b'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kawahed_1a647402-4fd7-4f16-8bad-34b44a6e41fa,kawahed,stem,kawahed,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['e54b181c-9272-4054-96a3-d187d22e3133'],2018-03-08T07:17:53Z,2018-07-27T20:46:16Z
kawäj_32c807d0-b399-4211-a1df-3a6acfc54ffe,kawäj,root,ka'wʌj,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['1e3aae98-e214-40f2-b17f-14676b13e1e2'],2019-12-21T20:57:43Z,2019-12-21T20:58:41Z
kawajããn_afa28d54-abe7-4f7e-8f88-3198bb0aa7ca,kawajããn,root,ka'wa'ja:n,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['c834b3ed-196e-4f8f-b5a5-d85d48259104'],2019-11-15T22:16:56Z,2019-11-15T22:18:18Z
kawajad2_36b45174-a9b6-440b-b816-1d552c94f171,kawajad,stem,kawajad̚,,,,['3177cdee-1741-4b37-82c7-6c7ffe9a60aa'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kawajad1_f97b2e7e-498c-44ee-bd8b-e78d47d7c9c5,kawajad,stem,kawaˈjad˺,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['d16e427b-e254-444c-b67d-839a724e75c1'],2018-03-08T07:17:53Z,2019-01-14T03:36:18Z
kawajad yb_5091ec77-fa23-40f8-af80-3083c2a9ebea,kawajad yb,phrase,kawajad̚ ʔɨb̚,,,{'Note': 'lit. veado-pai'},['11943bf0-f2ef-4470-8902-485d421ff84a'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kawaju_ae0b82e4-6370-4005-8fc5-a9af47f703c1,kawaju,stem,kawaju,,,{'bibliography': 'SIL 2011'},['0dcf1d83-0e4a-4003-aa0c-b9d0076e306d'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kawatäg_41aec77a-d380-4b9c-8389-8ca9c55826f6,kawatäg,stem,kawatʌg̚,,,,['657465a3-bc4a-4209-974c-7a28d5cadc63'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kawed_401e72f5-e1dc-4968-bc4b-e9fc98db9a07,kawed,stem,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['2f840eec-5f8d-4099-90d0-1da260eb302d'],2018-07-27T20:30:16Z,2018-07-27T20:31:01Z
kawerii_b720f0b6-f708-4a0a-9112-7536ef9695e3,kawerii,stem,kaweʔˈri:ʔ,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['a992b1f6-69ca-4e05-9c81-8247409eebf5'],2018-07-15T20:31:32Z,2018-07-15T20:32:03Z
kawewʹaam_f6a8428b-b48d-4651-ac4d-28fa4ca4aafc,kawewʹaam,stem,kaweʔ`waʔabm,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['daf94fd2-a6da-4158-8b50-c554d3d9cd7b'],2018-03-08T07:17:53Z,2018-07-10T15:38:16Z
kawɛd_aa7dd9c5-709a-4646-b503-eed11dae5567,kawɛd,stem,,,,,['12412bd3-a310-4ab7-ab5d-ec26dc64066a'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
kawɤ̰ːg_b88a3875-3619-4304-b62c-9646b1161137,kawɤ̰ːg,stem,,,,,['4f37f451-f9c7-46e5-9bf2-20ea07bb94fd'],2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
këg_3d7118b4-f28d-48cf-96da-1e6d671403c6,këg,stem,kǝg,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['86d4ca5d-1c9f-4117-8774-ad915272b7c0'],2018-07-06T19:15:47Z,2018-07-06T19:16:50Z
kejëm doo_d261fa7b-8471-4574-9d0f-7ea415f23a8f,kejëm doo,phrase,kejəbm do:ʔ,,,,['f6c7d831-0212-4649-80db-46c90a146a3f'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kejën_5915aa49-0a4d-4cc2-8be5-b54c2ca89656,kejën,stem,keʔˈjǝdn,,,{'bibliography': 'Fieldnotes Epps/Obert;2018'},['9bd1c084-434c-40ef-b514-fa1f3ef472c0'],2018-07-10T12:16:15Z,2018-07-10T12:16:53Z
kën_6f5b9df8-599e-4700-8e19-161b33fa21a9,kën,stem,kǝn,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['3c5d68ec-1a0e-4bb2-90f5-bc95c1170844'],2019-12-21T01:00:06Z,2019-12-21T01:00:51Z
keroo_0309e768-1308-4e05-955c-92fa27bdc0b1,keroo,stem,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['1813965a-b95a-4afb-8608-7bea9a3fbed4'],2018-07-27T20:28:41Z,2018-07-27T20:29:13Z
kesuk_e88be7eb-f37b-4e0c-a513-0e71556555c9,kesuk,stem,keʃuk,"{'cb9fef40-4b1b-4ca3-b48f-062d545d3841': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
kewan t’ëëh_dec39ffe-7d21-44ce-b1db-304de4924879,kewan t’ëëh,phrase,kewadn təʔəh,,,,['eb30efea-efb1-4c1e-8c9a-d7cb19730b98'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kewëëm_4dcaecdc-f430-42e3-8fe0-3845200ac299,kewëëm,stem,kewə:bm,,,,['e52b5899-cc5a-49fd-8c0a-2157199edfcb'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kɨːj_52c5aada-536f-45aa-a6e7-20ab26391e30,kɨːj,stem,,,,,['ba767581-2d95-42b9-bff6-a78b0d533812'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
koːk2_40a485f9-ff7a-4411-9054-18c5766e39b4,koːk,stem,,"{'af9a43fb-27a6-45d7-9e2d-c45de208723a': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Martins 2005; arrancar (n.i. kog)'}}",,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
koːk1_82ddb37b-3544-4e8b-87c9-34ef6a494b5f,koːk,stem,,,,,['5b16c8f0-22e1-4e05-9006-d239ef9293bb'],2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
kõm_3ade4628-db94-4ccf-949d-5a7dd7f9a3dc,kõm,root,kõm,"{'hõm_4a712cc3-64f7-4370-a697-8992d4110af5': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,{'bibliography': 'grafia não certa'},,2018-03-08T16:55:41Z,2018-06-20T01:06:55Z
kook_6a2444a1-51f9-429d-83ad-2dbc45c37cc6,kook,stem,koːk,,,{'bibliography': 'Weir 1994'},['af9a43fb-27a6-45d7-9e2d-c45de208723a'],2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
kuj&apos;uuj_d674eeda-bfa4-47b0-86d8-ce128cfc5d92,kuj'uuj,stem,kuj'uʔuj,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['46d41f20-3c20-4b60-a2f3-31a6fa41c39a'],2018-06-20T05:09:53Z,2020-01-11T16:26:53Z
kurid_f2e1c000-9369-44af-abbb-74551674cbcf,kurid,stem,kuɾid,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['b6a35499-1a28-4e89-98ad-3a850f8b828a'],2018-07-27T22:53:48Z,2019-11-25T16:25:12Z
kuruj du_cee3da30-09cb-4fe7-8929-c2a990e5caa8,kuruj du,stem,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['f075ca89-d15f-4718-8aed-dca11b0b6dc3'],2018-07-27T20:41:26Z,2020-01-03T02:46:02Z
kuuj_1710cfae-688c-49b3-b91d-501a96216d9d,kuuj,stem,ku:j,,,,['3334af6d-577c-4a6e-8ecb-f2deabfb87d8'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
kxʉʉ_83036f6e-eb27-4866-9e07-b59e2136ce94,kxʉʉ,stem,kə̰ːʔ,,,{'bibliography': 'Weir 1994'},['c977f046-fd9c-4717-be19-cc14c37d258c'],2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
kyy_59de41e9-b105-4c69-a886-a5bb65ba9afd,kyy,root,,"{'kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,,2019-11-06T15:24:44Z,2019-11-06T15:24:44Z
kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884,kyyh,root,kɨ:h,,"{'kyy_59de41e9-b105-4c69-a886-a5bb65ba9afd': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'gadoo_9dc76677-06be-4cce-aace-6032dbaa3765': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}","{'bibliography': 'Epps/Obert; fieldnotes 2019, encontrado em cartilha 4; lições 5 e 13'}","['c20b16fb-880d-4de4-aa1c-8ecbe9fd00d1', 'c1d26ba4-f676-4570-91e7-ad789f0e373d']",2018-03-08T07:17:53Z,2019-11-06T14:29:12Z
kyyh gadoo_265a37bf-c66f-4f24-8b62-ce00209b0a68,kyyh gadoo,phrase,kɨ:h k'ado:,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,['21038ede-2d5d-4258-a63a-63b508076198'],2019-11-06T15:00:06Z,2019-11-06T15:01:07Z
lẽn_27bc0b6c-fc38-4c5e-badf-1232a67d4852,lẽn,stem,ɾẽn,,,{'bibliography': 'Weir 1994'},['9a719628-d2e0-4766-a5a5-4f76a9aec468'],2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
lxood_6014263a-2bf5-4bc5-9ea3-0189c7dd05cb,lxood,stem,ɾo̰ːd,,,{'bibliography': 'Weir 1994'},['6bcd1618-330d-451b-86ee-adb48a38e4e3'],2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
ma1_4264a5f5-d297-4c5e-9ce6-80ae7193474a,ma,stem,ma,,,{'bibliography': 'SIL 2011'},['b7614e1b-cfd8-4a2c-b48a-afa30dce887e'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ma2_d9520bd1-d3cc-41e0-a4b4-ca44534c8219,ma,stem,maʔ,,,{'bibliography': 'Weir 1990'},['5ebcdcf4-6b76-4a57-ad2e-cac34b685616'],2018-06-20T05:09:54Z,2018-07-02T14:45:01Z
mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc,mä,stem,mʌʔz,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['6d44c7c4-3bcc-4f96-843a-22907d1b941d'],2018-03-08T07:17:53Z,2018-09-04T00:19:30Z
ma wëëd_6a5a6d9b-e53c-43d3-899a-cc60e56ffab8,ma wëëd,phrase,ma wə:d,"{'2c08905d-ed34-4bce-a5d7-9819044844bd': {'type': '_component-lexeme', 'variant-type': 'Causativo não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
ma-_54824c04-d384-4521-8a42-3b26b9a0c86e,ma-,stem,ma,,,{'bibliography': 'Weir 1990'},['c1aa92e2-ff1a-446b-a634-3d996ee423f1'],2018-03-29T04:22:11Z,2018-07-02T14:45:01Z
ma&apos;ëëts_401e55d0-b859-4ce4-b1bc-350692fd76a2,ma'ëëts,stem,mãəʔəɟ̚,,,{'bibliography': 'Epps/Obert; fieldnotes 2019'},"['45b0137d-a66c-4ac8-a568-1066226e1749', '7a3c3352-0ab8-4c36-b7e6-d97c09632999']",2019-01-14T03:46:55Z,2019-12-21T20:50:30Z
ma=_4d9fb59f-a91b-4993-be66-06611c118977,ma=,proclitic,,,,,['7b7659de-3abd-4cfd-90fb-c4ac343b28cf'],2018-07-02T14:46:30Z,2018-07-02T14:49:51Z
maa ena_a462059e-7c9b-4426-90f3-c6f15c6241c3,maa ena,phrase,ma: ena,,,{'bibliography': 'SIL 2011'},['9bd5ef13-0ca5-4550-9eec-36881dc15ec5'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
maa enaa_56b1a3e3-8588-4e67-9dad-5d1c67ab4eeb,maa enaa,phrase,ma: ena:,"{'9bd5ef13-0ca5-4550-9eec-36881dc15ec5': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
maa newyy_cd04d1f4-798e-4386-a0b1-32115fafe1fc,maa newyy,phrase,mã: neʔˈwǝ:ʔ,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['b84cd77c-3713-4b45-8b23-b33d562e63f4'],2018-07-10T12:15:12Z,2018-07-10T12:15:41Z
mab_16e3e64e-d991-4ea2-80ce-8e5bd4936d8a,mab,root,mab,,,{'bibliography': 'Epps/Obert; fieldnotes 2019'},['e22a927a-971f-4a71-a01e-0bd737c7ab03'],2019-11-05T19:58:28Z,2019-12-05T23:50:09Z
mabaa j’aa_62ec0703-d3bc-4f3b-a7c5-e747a908ad48,mabaa j’aa,phrase,mãba:ʔ jaʔaʔ,,,,['61f5ee4b-9c39-494d-9d6b-7fe7f85dcfa2'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
mabaah1_4fd676f8-cdb4-436b-87e3-2cc5dcfd33d6,mabaah,stem,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['f59ae34f-ef9f-447c-b27b-a2a66f1b722f'],2018-06-20T05:09:54Z,2019-01-14T03:36:18Z
mabaah2_a7203acf-034b-4299-9e1a-f9382783d0ae,mabaah,stem,mãba:h,,,,['3061e908-7a43-4898-81e5-474186975516'],2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
mabëng_c197d537-44e1-4a6f-abe7-fa15aead02e7,mabëng,stem,mãbəgŋ,,,,['d2037ec6-96f8-4116-acb4-69375e82081a'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
mabəŋ_2e0a7a92-fed2-4403-94ac-b9bf1c602912,mabəŋ,stem,,,,,['40ede637-6942-4ae3-a232-93416da42454'],2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
mabooh_d4cd0f8d-7eb6-444d-988a-892e659baad6,mabooh,stem,mabo:h,,,{'bibliography': 'SIL 2011'},['5880c48b-d253-4be0-a14f-a560270d41b1'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
madohoro_4c036b11-ae24-404b-bbac-0687c029e6a1,madohoro,root,madoʔhoɾoʔ,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['6d988335-4072-4e9c-b2be-e506df6c7789'],2019-12-04T23:31:56Z,2019-12-04T23:33:58Z
madyyk_09e54f3c-410b-415c-8850-75ea270e4552,madyyk,stem,maˈdɨ:k˺,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['9b92b2cb-bb24-4ffd-bb03-3b21acf80bd0'],2018-03-08T07:17:53Z,2018-07-27T23:14:06Z
mäh_63073248-c558-4fc1-8f4c-63527c9e11c7,mäh,stem,mʌh,,,"{'bibliography': 'Epps/Obert; fieldwork 2019, SIL 2011'}",['f32eca7d-3619-4f93-b6fa-8152c459e7b3'],2018-03-08T07:17:53Z,2019-11-05T19:48:12Z
mahʹõõk_539045c3-27c3-4505-bfd8-c07905439195,mahʹõõk,stem,mahõ̰:k,"{'449e256e-85a4-465c-bcf3-571d63f37366': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mahãg_2e2ca2cc-1788-4303-bf33-129ffd28dd59,mahãg,stem,mahãg,"{'8f285239-8467-4034-a22f-4789b0c9253f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mahãk_b0401ac4-598b-400e-a2bf-4a8f36e25144,mahãk,stem,mahãk,,,{'bibliography': 'SIL 2011'},['8f285239-8467-4034-a22f-4789b0c9253f'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mahang_6da7140a-20bc-4055-a9dd-9fe336967a74,mahang,stem,mahaŋ,,,"{'bibliography': 'Epps/Obert; Fieldnotes 2019, Weir 1990'}",['280d9220-4451-4b31-81f9-a767b1ad7ea8'],2018-06-20T05:09:53Z,2020-01-08T18:44:41Z
mahĩĩn_b3b9947d-577e-4f2f-85f6-6f3a3f49c1ef,mahĩĩn,root,ma'hĩ:n,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['1ae08eb3-1569-4746-8416-e59ffd15b672'],2019-12-21T20:51:49Z,2019-12-21T20:55:11Z
mahõg_05dd3abd-6534-4b59-b015-78d391e1d399,mahõg,stem,mahõg,"{'449e256e-85a4-465c-bcf3-571d63f37366': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mahõk_6e9f39fd-5ff5-47ac-b69e-1c9432b66c90,mahõk,stem,mahõk,,,{'bibliography': 'SIL 2011'},['449e256e-85a4-465c-bcf3-571d63f37366'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mahũũr_d5012807-382c-4ce2-ae64-fe70e83272d7,mahũũr,stem,mahũ:ɾǝ,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},['594992bc-bdc8-4b9e-bf51-b3b08118b6bb'],2018-03-08T07:17:53Z,2019-11-06T15:56:57Z
mahyh_7bc16434-7bac-4022-be8d-1787b33858fe,mahyh,stem,mahɨh,"{'2fdaaa67-fb7c-47a8-a5ae-860572f96d7c': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mahyyh_99331f07-019a-4e63-ba08-9b2b6308fe5c,mahyyh,stem,mahɨ:h,,,{'bibliography': 'SIL 2011'},['2fdaaa67-fb7c-47a8-a5ae-860572f96d7c'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
maj’ëeh_7d9b566b-8897-43aa-aa2c-44c3136b2409,maj’ëeh,stem,majəʔəh,,,{'bibliography': 'Fieldotes Epps/Obert; 2018'},['f69a73c7-5733-40ea-9196-3004f374dfc5'],2018-07-27T22:55:14Z,2019-11-11T00:28:04Z
majakég_424e954b-e4d4-430a-a308-e3a4ff48f6a9,majakég,stem,mãjakɛg̚,,,,['40d6fa03-71b8-4dc8-8b0e-48637f1caa20'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
majẽ ỹỹ_6c0165cc-4959-42c0-93b9-412aca283abd,majẽ ỹỹ,phrase,majɛ̃ ɨ̃:,"{'cda22660-faca-483a-8a4f-06875d500273': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{'bibliography': 'SIL 2011'},,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
majĩĩ_09c37bac-751e-427d-be41-a58ec663120c,majĩĩ,stem,majĩ:,,,{'bibliography': 'SIL 2011'},['cda22660-faca-483a-8a4f-06875d500273'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
majoor_c276c6b7-c47e-43a9-a101-732c26dbba0d,majoor,stem,mãjo:ɾᵊ,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},"['9b7058c1-6c0d-4e6f-b310-176ad6fc0dd1', 'f048d404-610e-467b-8533-7ed6a12cb920']",2019-01-14T03:46:55Z,2020-01-08T15:41:47Z
majyyw_0acd6e09-f726-4b4d-986e-4b28969150e2,majyyw,stem,maˈjɨ:w,,,{'bibliography': 'Fieldnotes Epps/Obert. 2018'},['36e6dd1e-e554-49e0-9e40-7164c8216f21'],2018-07-04T13:22:00Z,2018-07-06T18:39:02Z
makahe bëh_dd945543-0b14-435c-bb3f-30f393078ef0,makahe bëh,phrase,mãkaheʔ bəh,,,,['ecd9c0a4-ce4e-453e-aa39-5d3fd19f4bea'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
makakã_b0ac6299-fc0a-4e7d-a667-2d0f766f4d63,makakã,stem,makakã,,,{'bibliography': 'SIL 2011'},['6465d925-e64d-448e-9c2c-3fee41eeca93'],2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
makaw_b24906ef-a2ca-4269-ba43-42bf64eb4f27,makaw,stem,mãkaw,,,,['dbfa060e-6355-4b31-bfc6-7fcc4b3756ef'],2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
makũũ_b7eaf28f-6761-49ec-ac7f-df774057c02b,makũũ,stem,makũ:,,,"{'bibliography': 'Epps/Obert; Fieldnotes 2019, SIL 2011'}",['339a2390-193b-4e46-b7d9-76429e5bf07d'],2018-03-08T07:17:52Z,2020-01-08T15:40:38Z
makuur_1c99d1e7-ef79-49f2-96cd-c197186797c0,makuur,root,ma'ku:ɾᵊ,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['ca73efc1-aa22-46e6-acd6-30be305d8a08'],2020-01-08T15:36:57Z,2020-01-08T15:37:53Z
maliiy_abf85421-63bf-4020-8f2d-353872522fae,maliiy,stem,maɾiːj,,,{'bibliography': 'Weir 1986'},['41eff7a0-e31d-4bd3-8634-93fbb58f342b'],2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
mame_1a267230-fb27-4cf5-b2e1-0ba438da4a70,mame,stem,mame,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['227bbe98-e800-43d7-9785-c7cc771c892c'],2018-03-08T07:17:53Z,2019-12-29T02:27:08Z
man&apos;uuts_898ee1a2-ed1e-4b76-ae8d-ab5b1600b6d1,man'uuts,root,manuʔuɟ,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},['517f0534-8e6c-4f3d-8c22-58479664ec5b'],2020-01-08T15:53:25Z,2020-01-08T15:55:12Z
