headword,sense,entry_id,morph_type,pronunciation,variant_of,these_vars,other_forms,note,date,date_modified
hahỹỹh,"[['pro', ""{'pt': 'este'}"", ""{'pt': 'este'}"", '', '', '']]",hahỹỹh1_c9b7d1df-1bb9-48d2-a71c-af0fdd38ed70,stem,hahɨ̃:h,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-01-25T05:00:11Z
ak'uuts,,ak&apos;uuts_c9e21d27-da30-451c-b986-8b1d12530f77,stem,akṵ:ɟ,"{'b4be0a8d-cf7e-494d-8e8e-8d6bb5d7e987': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2020-02-04T15:32:23Z
tɨːw,"[['Noun', ""{'en': 'caminho'}"", '', '', '', '']]",tɨːw_c9ecfce1-ed8a-4335-8793-9b265a3f6bd5,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
gyyj,"[['Noun', ""{'en': 'mosquito', 'pt': 'carapanã'}"", ""{'en': 'mosquito', 'pt': 'carapanã'}"", '', '', '']]",gyyj1_ca272553-839d-43eb-b187-20be948754f3,stem,k’ɨ:j,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-06-20T05:09:54Z,2019-01-14T03:36:18Z
abuuj,"[['Verb', ""{'en': 'fill', 'pt': 'encher'}"", ""{'en': 'fill', 'pt': 'encher'}"", '', '', '']]",abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d,root,abu:j,,"{'tëëg yb gabuuj_56450a3f-79eb-42ae-a019-69e52ec13302': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-12-21T22:19:57Z,2019-12-21T22:20:35Z
jaw'ëëj,"[['Noun', ""{'en': 'tufted.capuchin.monkey', 'pt': 'macaco.prego'}"", ""{'en': 'tufted capuchin monkey', 'pt': 'macaco prego'}"", '', '', '']]",jaw&apos;ëëj1_ca32c043-64c6-4e57-bc22-bf16c5a11551,stem,jawəʔəj,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
bebuu kóm,"[['Noun', ""{'en': 'grater', 'pt': 'ralador'}"", ""{'en': 'grater', 'pt': 'ralador; ralo'}"", '', '', '']]",bebuu kóm_ca3c72b0-2bff-4c90-9d48-a0ade79d3177,phrase,bebu:ʔ kɔbm,,,,{'Note': 'raiz de paxiuba- tem pontinhos'},2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
baranaad,"[['Noun', ""{'en': 'dard.bag', 'pt': 'bolsa.de.flecha'}"", ""{'en': 'dard bag', 'pt': 'bolsa para flecha de zarabatana'}"", '', '', '']]",baranaad_ca58ea95-7b7b-470f-8564-ab7a99c04b5c,root,ba'ɾana:d,,,,,2020-01-08T15:42:57Z,2020-01-08T15:43:56Z
gëëd,,gëëd_ca7daac0-f358-4922-9534-3c85afb51ee5,stem,,"{'agyyt_844f1202-4d2e-4db2-bdb5-08c5213c41af': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,,2019-11-06T14:35:55Z,2019-11-06T14:35:55Z
bet'ëëh,"[['Noun', ""{'en': 'edible.caterpillar', 'pt': 'lagarta'}"", ""{'en': 'caterpillar (edible)', 'pt': 'lagarta'}"", '', '', '']]",bet&apos;ëëh_ca922974-ef94-4898-9d91-2105dc5d6641,stem,betəʔəh,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
pʌʔ,"[['Noun', ""{'en': 'pedra'}"", '', '', '', ""{'pʌʔ2_2006fe18-cfbd-42da-9921-099b85ea5e4f': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; pedra'}}""]]",pʌʔ1_cad2429f-304a-437a-ac65-bad608ba9e61,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
etẽẽk,,etẽẽk_cafac62b-9970-4b3d-b84b-058a5f4f5c89,stem,etɛ̃:k,"{'et&apos;ẽẽk_9ce91b9e-1b17-4b89-bea4-8a10eba076c1': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'SIL 2011'},2018-03-27T01:30:54Z,2018-06-20T01:46:10Z
hʉbnxaa,"[['post?', ""{'en': 'cause'}"", '', '', '', '']]",hʉbnxaa_cb31e5a8-cf19-4967-8c75-ed31937289d9,stem,həbna̰ːʔ,,,,{'bibliography': 'Weir 1994'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
nabuuj,"[['Noun', ""{'en': 'ear', 'pt': 'orelha'}"", ""{'en': 'ear', 'pt': 'orelha'}"", '', '', '']]",nabuuj_cb6fe9b5-c752-4979-abff-e6d8db6d476b,stem,naˈbu:j,,"{'nabuuj kahũũm_9097f51b-4a78-4252-a6d0-c73cd809385f': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': '(ji) nabuuj'}",2018-07-06T18:59:24Z,2018-07-06T19:00:44Z
nuujé,,nuujé_cb9e8dad-2386-4f1b-a020-011a13313b11,stem,nu:jɛ,"{'6ca11793-9b86-4f94-885f-bd6293980612': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'cartilha 4; lição 16'},2018-03-08T07:17:52Z,2018-06-20T01:10:35Z
ji waa hood,"[['Noun', ""{'en': 'plate', 'pt': 'prato'}"", ""{'en': 'plate', 'pt': 'prato'}"", '', '', '']]",ji waa hood3_cbb41e7c-9ec2-42ff-84aa-d2129273d074,phrase,jiʔ wa:ʔ ho:d̚,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
gɔːɾ,"[['Noun', ""{'en': 'espécie'}"", '', '', '', '']]",gɔːɾ_cbc735ec-3a11-421f-82fa-4ca23abfd0c0,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
mukuɾojaʔ,"[['Noun', ""{'en': 'macaco da noite'}"", '', '', '', '']]",mukuɾojaʔ_cbd1a457-c564-4810-bf4d-507fbe4cb22a,stem,,,,,,2018-06-20T05:09:53Z,2020-02-04T18:27:43Z
en'yyh,,en&apos;yyh_cbe8134d-62cd-4d0d-9468-b2c7810b1282,stem,enɨ̰:h,"{'95d309a8-a9c1-4233-9460-e9a32e63560f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2020-02-04T15:32:23Z
n'oo däk,"[['v?', ""{'pt': '?'}"", ""{'pt': '?'}"", '', '', '']]",n&apos;oo däk_cc15196d-be8a-4cee-9ea2-11386c0cbb43,phrase,no̰: dʌk,"{'null': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}, 'null_1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,{'bibliography': 'SIL 2011'},2018-04-03T23:14:55Z,2020-02-04T15:32:23Z
aä̃h,,aä̃h_cc1d9e62-4139-45c2-8acc-9b552effdc3d,stem,aʔʌ̃h,"{'bed4129c-a622-42e6-81b2-2372039e7c4f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
jamɔg,"[['Noun', ""{'en': 'catitu'}"", '', '', '', '']]",jamɔg_cc35fe75-2dbf-432f-a1fa-1c3e802dd99d,stem,,,,,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z
benäng,"[['v', ""{'pt': 'nascer'}"", ""{'pt': 'nascer'}"", '', '', ""{'benyy_421a6c85-bd98-49b7-9fe6-54dd3456e147': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'benyyh_6fefb953-1586-49fc-9d1d-b2dd3084933a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",benäng_cc9d7f0b-5b7b-4bea-afb4-a27edf0f81fc,stem,benʌŋ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
jɔʔ,"[['Noun', ""{'en': 'costas'}"", '', '', '', '']]",jɔʔ_ccb2b652-242e-40c6-a623-0abd516d2ee9,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
mukuːɾ,"[['Noun', ""{'en': 'espécie de árvore'}"", '', '', '', '']]",mukuːɾ_ccdfe262-1dfa-4e69-8ef1-13f330e1de52,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
hũːt,"[['Verb', ""{'en': 'derreter (n.i. huːd)'}"", '', '', '', '']]",hũːt1_ccfd21a0-acc5-4821-95f9-e6b5b9d5570d,stem,,,,,,2018-06-20T05:09:53Z,2018-09-03T23:48:21Z
maa newyy,"[['Verb', ""{'en': 'listen', 'pt': 'ouvir'}"", ""{'en': 'listen', 'pt': 'ouvir'}"", '', '', '']]",maa newyy_cd04d1f4-798e-4386-a0b1-32115fafe1fc,phrase,mã: neʔˈwǝ:ʔ,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-10T12:15:12Z,2018-07-10T12:15:41Z
ejóh,,ejóh_cd0d2eeb-7ad1-4f6f-862a-80c48b0b1aac,stem,ejɔh,"{'bbf9ec9e-d88d-4144-b402-b8c622e69cac': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
jɔ̃ːp,"[['Noun', ""{'en': 'japiim (espécie de ave)'}"", '', '', '', ""{'jɔ̃ːp2_c56ce826-50e3-4f9b-aef4-29cd0e65913e': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; japiim'}}""]]",jɔ̃ːp1_cd1b5ad6-d2f8-4f22-ac9f-05ee86062d55,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
h'ëëw/h'yyw,"[['Noun', ""{'en': 'achiote', 'pt': 'urucum'}"", ""{'en': 'achiote; anatto', 'pt': 'urucum'}"", '', '', '']]",h&apos;ëëw/h&apos;yyw_cd431f73-caef-44e2-8c8c-bfdab027a9f5,stem,həʔəw hɨʔɨw,,,,,2019-01-14T03:46:55Z,2020-02-04T15:34:03Z
ỹỹn,"[['Noun', ""{'en': 'mother', 'pt': 'mãe'}"", ""{'en': 'mother', 'pt': 'mãe'}"", '', '', '']]",ỹỹn2_cd68549e-1a6e-4765-94fe-b4d379bdf417,stem,ʔɨ̃:n,,,,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
yt,"[['posp', ""{'en': 'under', 'pt': 'embaixo.de'}"", ""{'en': 'under', 'pt': 'embaixo de'}"", '', '', '']]",yt_cd8fb829-67d8-4a04-a238-3aded439a29f,phrase,ʔɨt,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'Fieldnotes Epps/Obert; 2019'},2018-03-22T23:04:27Z,2020-01-08T17:30:46Z
h'ooh,"[['n', ""{'pt': 'canoa'}"", ""{'pt': 'canoa'}"", '', '', ""{'h&apos;oo1_746c2ad7-35e8-4088-9b55-252da268e7a8': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}""]]",h&apos;ooh1_cdd344c3-6d2f-4e37-b2a3-cf9d784437f7,stem,ho̰:h,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2020-02-04T15:34:03Z
gas'uut,,gas&apos;uut_ce036a88-6b65-4bfd-817b-ba8e1b160321,stem,gaʃṵ:t,"{'207735da-b17c-4792-b8e1-01e9ac0a6d57': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'cartilha 4; lição 2'},2018-03-08T07:17:52Z,2020-02-04T15:32:23Z
taton,"[['Noun', ""{'en': 'butterfly', 'pt': 'burboleta'}"", ""{'en': 'butterlfy', 'pt': 'burboleta'}"", '', '', '']]",taton_ce7ba7e6-fb00-45d5-94c7-8c600bfaf702,root,taton,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-11-21T22:01:00Z,2019-11-21T22:01:38Z
dejëp doo sapanang,"[['Noun', ""{'en': 'afterworld', 'pt': 'terra.dos.mortos'}"", ""{'en': 'afterworld; land of the dead; “heaven”', 'pt': 'terra dos mortos'}"", '', '', '']]",dejëp doo sapanang_ce7f36f4-c947-4f55-a671-bca112964da8,phrase,dejəp̚ do:ʔ ʃapadnãŋ,,,,,2019-01-14T03:46:55Z,2020-01-08T19:10:03Z
hɯ̃p,"[['Verb', ""{'en': 'ralar'}"", '', '', '', '']]",hɯ̃p_ceabb022-1ecb-48b9-b5d2-01c836094d5f,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
kuruj du,"[['Noun', ""{'en': 'vulture', 'pt': 'urubu'}"", ""{'en': 'vulture', 'pt': 'urubu'}"", '', '', '']]",kuruj du_cee3da30-09cb-4fe7-8929-c2a990e5caa8,stem,,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-27T20:41:26Z,2020-01-03T02:46:02Z
waa,,waa2_cef9c55c-f3fb-48ad-a6de-8dcfe1dd8214,stem,,"{'waa1_36bdcbb1-66cb-47fc-a7ce-1204359c2a61': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': 'food'}}",,,,2018-06-20T03:41:47Z,2018-06-20T03:42:04Z
wak'ããb,"[['n', ""{'pt': 'pertences'}"", ""{'pt': 'pertences'}"", '', '', '']]",wak&apos;ããb_cf26659f-f581-4ec4-917d-f7b2a3a9ec61,stem,wakã̰:b,,"{'wakã̰ːb_a3e3e61a-ea8b-4f65-ad5a-28ae00a931f6': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'bagagem'}}",,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
ewëën,"[['v', ""{'pt': 'correr.atrás'}"", ""{'pt': 'correr atrás'}"", '', '', '']]",ewëën_cf2ba2cf-1b12-4871-8529-c04cfe09aa5f,stem,ewə:n,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
abaanh,,abaanh_cf5c8b30-9e96-42af-a731-e2fa95c608df,stem,aba:ɲ,"{'da1d6aab-2ab4-4ac5-b3a9-f21cdd6ef115': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
syyh,,syyh_cf60c370-545f-49d8-9d75-c43de0dcbcbc,root,,"{'asyng_c623ba7c-cc1f-4512-8633-6f2b396b2291': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,,2019-11-05T19:41:41Z,2019-11-05T19:41:41Z
sanajooh,"[['Noun', ""{'en': 'spider', 'pt': 'aranha'}"", ""{'en': 'spider (generic)', 'pt': 'aranha (generico)'}"", '', '', '']]",sanajooh_cf70f282-1827-4664-bc8f-4edb4e054802,stem,ʃanaˈjo:h,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-08T17:01:52Z,2018-07-08T17:04:23Z
tug däg,"[['adv', ""{'en': 'end.of.the afternoon', 'pt': 'fim.da.tarde'}"", ""{'en': 'end of the afternoon', 'pt': 'fim da tarde'}"", '', '', '']]",tug däg_cfac9e5c-98f2-4944-bb4a-10efe994cff7,phrase,tug dʌg,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-12-13T13:52:08Z,2019-12-13T13:53:45Z
tʉ́,,tʉ́1_d009493f-0c14-4cfc-a8a5-0d54484ed84b,stem,,"{'tä_5ea024ce-8d5b-461c-ae96-97daffe5dbb0': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1990; food'}}",,,,2018-06-20T03:39:42Z,2018-06-20T03:40:14Z
oow,"[['Noun', ""{'en': 'grandfather', 'pt': 'avô'}"", ""{'en': 'grandfather', 'pt': 'avô'}"", '', '', '']]",oow2_d04af342-ffb6-4ca8-806b-a630870f74ee,stem,ʔo:w,,,,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z
nag'aap hẽ,"[['Adverb', ""{'en': 'now', 'pt': 'agora'}"", ""{'en': 'now', 'pt': 'agora'}"", '', '', '']]",nag&apos;aap hẽ_d061f271-a505-4648-839a-49668d255562,phrase,nakaʔap hɛ̃ʔ,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-11-16T19:15:36Z,2019-11-16T19:17:25Z
sũũs,"[['v?', ""{'pt': 'limpar.nariz?'}"", ""{'pt': 'limpar.nariz?'}"", '', '', '']]",sũũs_d0c4a398-72c0-465e-b5f5-09f1d2d9152a,stem,ʃũ:ʃ,,,,{'bibliography': 'encontrado em cartilha 4; lição 16'},2018-03-08T07:17:53Z,2018-06-20T01:06:55Z
had'yyt,"[['', ""{'pt': 'mesmo'}"", '', '', '', '']]",had&apos;yyt_d1081e1b-c6c6-4df5-99e7-5717dc3b2518,stem,,,,,,2020-01-25T04:38:17Z,2020-01-25T04:38:17Z
aw'ëënh,,aw&apos;ëënh_d154c3a3-1087-4193-8222-fe3e794662eb,stem,awə̰:ɲ,"{'af14f041-4eb0-4cc5-a2b4-4eca984911d4': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2020-02-04T15:32:23Z
w'ëënh,"[['?', ""{'pt': '?'}"", ""{'pt': '?'}"", '', '', '']]",w&apos;ëënh_d1568243-8849-4f87-835e-bc168b791fa3,stem,wə̰:ɲ,,,,{'bibliography': 'encontrado em cartilha 4; lição 17'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
ajëk,"[['v p', ""{'pt': 'voltar.aldeira'}"", ""{'pt': 'voltar para aldeira do mato'}"", '', '', ""{'ajëk2_16710a4a-9594-4632-8d8d-d7a48a08c7a6': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'ajëng_2d333399-d440-450e-8037-d42a414085c1': {'type': '_component-lexeme', 'variant-type': 'Singular'}}""]]",ajëk1_d188f989-00c1-406f-a993-84ae8a95254d,stem,ajək,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
warahén,"[['Noun', ""{'en': 'policeman', 'pt': 'policía'}"", ""{'en': 'policeman', 'pt': 'policía'}"", '', '', ''], ['Noun', ""{'en': 'soldier', 'pt': 'soldado'}"", ""{'en': 'soldier', 'pt': 'soldado'}"", '', '', '']]",warahén_d19ed409-f161-40d6-90a9-dede5c019714,stem,waɾahɛdn,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-01-14T03:46:55Z,2019-11-25T16:08:26Z
karaweng-weng,"[['Noun', ""{'en': 'cicada.sp', 'pt': 'cigarra.sp'}"", ""{'en': 'cicada species', 'pt': 'tipo de cigarra'}"", '', '', '']]",karaweng-weng_d1f591ae-c4a3-4fbb-b389-ebee5796aee9,stem,kaɾawegŋ wegŋ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
p'ooj up,,p&apos;ooj up_d243caec-72a6-40fa-a4e3-d9422bad97fc,phrase,po̰:j up,"{'4720225d-9cb6-43ec-ab59-dfb89b42b27a': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'cartilha 4; lição 13'},2018-03-08T07:17:52Z,2020-02-04T15:32:23Z
kejëm doo,"[['Noun', ""{'en': 'song', 'pt': 'canção'}"", ""{'en': 'song', 'pt': 'canção; canto'}"", '', '', '']]",kejëm doo_d261fa7b-8471-4574-9d0f-7ea415f23a8f,phrase,kejəbm do:ʔ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
ii,"[['interj?', ""{'pt': 'INTERJ'}"", '', '', '', '']]",ii_d27c74aa-04ab-45e9-82f0-83c3abf075b2,stem,,,,,,2020-01-26T04:53:40Z,2020-01-26T04:53:40Z
adäg,,adäg_d289f0e6-47b0-44cd-86fb-ad0272176d13,stem,adʌg,"{'e3697b1e-4f93-4ceb-ad0c-61c4a1dfff2d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
dɛn,"[['Noun', ""{'en': 'bicho-do-pé'}"", '', '', '', '']]",dɛn_d2b3947a-62a9-499f-a2db-b953e9ae2cd0,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
dahẽẽm,"[['v', ""{'pt': 'frio'}"", ""{'pt': 'frio (água)'}"", '', '', ""{'dahẽẽw_2a438385-429d-4f14-8253-316f74d60d54': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",dahẽẽm_d2ef8ac9-8765-486d-b457-05cee687a454,stem,dahɛ̃:m,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
hɯ̰̃ːw,"[['Noun', ""{'en': 'o que não presta mais'}"", '', '', '', '']]",hɯ̰̃ːw_d2f0e9be-4c7f-41dc-960b-912373df737f,stem,,,,,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z
atëëd,"[['Noun', ""{'en': 'wasp', 'pt': 'caba'}"", ""{'en': 'wasp', 'pt': 'caba'}"", '', '', '']]",atëëd2_d301533a-4748-4f8d-bbfc-ef485aae93c3,stem,ʔatə:d̚,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
hahỹỹh,"[['', ""{'pt': 'assim'}"", '', '', '', '']]",hahỹỹh2_d33ded7e-4afe-450a-a112-bb66fd7cddce,stem,,,,,,2020-01-25T05:00:11Z,2020-01-25T05:00:11Z
adëë,"[['Verb', ""{'en': 'lean', 'pt': 'encostar'}"", ""{'en': 'lean', 'pt': 'encostar'}"", '', '', '']]",adëë_d39b9583-3673-442f-8a80-19cb72795322,root,adə:,,,,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},2019-11-21T21:30:21Z,2019-11-21T21:31:47Z
,"[['', '', '', '', '', '']]",???_d3c6d09d-f4c9-435c-be6d-c6c54025171b,stem,,"{'eëëk_a6772535-05f5-4859-8007-ff6a89c86664': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,,2018-06-20T02:22:02Z,2018-07-10T00:16:37Z
awoob,,awoob_d3d5776a-9436-4663-adca-234b779ecc89,stem,awo:b,"{'ew&apos;oop_aa484e52-5ec5-4386-8ced-13080fe509af': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'encontrado em cartilha 4; lição 11'},2018-03-22T18:34:47Z,2018-06-20T01:06:55Z
tii,"[['?', ""{'en': 'DEM.prox', 'pt': 'DEM;prox'}"", ""{'en': 'this', 'pt': 'esse'}"", '', '', '']]",tii2_d3db1b0f-4558-4e63-94dc-a2d6b0d31def,stem,ti:ʔ,,,,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': '(ta) tii'}",2018-04-04T19:21:41Z,2018-07-08T18:04:25Z
masããh,,masããh_d3e5e124-59db-47e3-b010-06d79c06c710,stem,maʃã:h,"{'7d518733-f39a-48c8-aaca-fa05792a8534': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
etyy,"[['v', ""{'pt': 'pescar'}"", ""{'pt': 'pescar com azol'}"", '', '', ""{'ety_047db998-72df-46aa-a083-13e0b004ec6c': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'et&apos;yy_a39997f8-1af1-4566-b7a9-c7b7b33e8687': {'type': '_component-lexeme', 'variant-type': 'Plural'}}""]]",etyy_d3ed1004-2b4c-480f-85bc-2da46c75a6b8,stem,etɨ:,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:52Z,2018-06-20T01:46:10Z
noo gas'aas,"[['v', ""{'pt': 'ter.sapinho'}"", ""{'pt': 'ter sapinho'}"", '', '', ""{'noo gasaats_68f7c0da-4f7f-453c-825f-9cc7657e0e94': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'noo gesas_84eda790-0a62-4669-99fe-ecf1595dc479': {'type': '_component-lexeme', 'variant-type': 'Plural'}}""]]",noo gas&apos;aas_d401b78b-b150-4992-8cd2-064c1842603b,phrase,no: gaʃa̰:ʃ,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
nu sawaag,,nu sawaag_d4230c17-b08e-494c-a5de-7c931fd7e20c,phrase,nu ʃawa:g,"{'9cfe8232-c3c5-435e-8c6e-2780b0bc1008': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
her'oot,"[['v', ""{'pt': 'falar'}"", ""{'pt': 'falar'}"", '', '', ""{'mer&apos;ood_1662b162-c4ec-4d14-b1cf-05095739c61b': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}""]]",her&apos;oot1_d42677cf-1d23-49c3-b1ed-1d7c4b59b99c,stem,eɾo̰:t,,"{'herót_2ce6aee9-3475-4b53-a40e-f1b834363742': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
ɨɨm,"[['Noun', ""{'en': 'wife'}"", '', '', '', '']]",ɨɨm_d43b320e-3a28-431e-897d-97757c461f9f,stem,ʔɨːm,,,,{'bibliography': 'Weir 1994'},2018-06-20T05:09:54Z,2018-06-20T05:17:30Z
jahuun,"[['Noun', ""{'en': 'anteater', 'pt': 'tamanduá.bandeira'}"", ""{'en': 'anteater', 'pt': 'tamanduá bandeira'}"", '', '', '']]",jahuun_d45899a6-5980-4a1c-86ef-a41ea8848147,stem,,,,,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},2018-07-27T20:48:35Z,2018-07-27T20:49:17Z
ji yd makametëëk doo,"[['Noun', ""{'en': 'school', 'pt': 'escola'}"", ""{'en': 'school', 'pt': 'escola'}"", '', '', '']]",ji yd makametëëk doo_d46a034f-0c4b-45be-a0e2-6eb34d95ab3b,phrase,jiʔ ʔɨd̚ mãkabmẽtə:k̚ do:ʔ,,,,,2019-01-14T03:46:55Z,2019-01-14T03:54:30Z
tabëëj,,tabëëj_d4908e65-d8aa-4e7d-8966-be47f303219e,stem,tabə:j,"{'570e5c28-f344-441a-93a2-fa6f7607504f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
jawén,"[['adv', ""{'pt': 'depois'}"", ""{'pt': 'depois; atrás de'}"", '', '', '']]",jawén_d4b4578b-11f9-4b84-8c03-57d29bc5c8e2,stem,jawɛn,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
mabooh,"[['n', ""{'pt': 'planta.sp'}"", ""{'pt': 'esp. de planta'}"", '', '', '']]",mabooh_d4cd0f8d-7eb6-444d-988a-892e659baad6,stem,mabo:h,,,,{'bibliography': 'SIL 2011'},2018-03-08T07:17:53Z,2018-06-20T01:46:10Z
gets'yyt,"[['v?', ""{'pt': '?'}"", ""{'pt': '?'}"", '', '', '']]",gets&apos;yyt_d4cda079-ada5-4609-b46f-a33588cca221,stem,geɟɨ̰:t,,,,{'bibliography': 'encontrado em cartilha 4; lição 2'},2018-03-08T07:17:53Z,2020-02-04T15:32:23Z
